,when,was,abc,'s,first,logo,introduced,?
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
network,0.19011130928993225,0.1994880586862564,0.4295894205570221,0.07819218933582306,0.2069581300020218,0.2670271396636963,0.15180405974388123,0.17853789031505585
's,-0.03368149697780609,0.008974763564765453,0.06670809537172318,0.9999999403953552,-0.014458609744906425,0.036982785910367966,-0.07158663123846054,-0.023395681753754616
first,0.4282494783401489,0.5022147297859192,0.2403600513935089,-0.014458609744906425,1.0,0.1942633092403412,0.32411283254623413,0.18701928853988647
logo,0.1824561208486557,0.17813098430633545,0.23574566841125488,0.036982785910367966,0.1942633092403412,1.0000001192092896,0.18391242623329163,0.23347119987010956
",",0.36674630641937256,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.34503069519996643,0.20034073293209076,0.22034090757369995,0.31091248989105225
introduced,0.21339701116085052,0.32667654752731323,0.15027591586112976,-0.07158663123846054,0.32411283254623413,0.18391242623329163,1.0,0.16386865079402924
in,0.4431333839893341,0.45514053106307983,0.1697147786617279,-0.037580832839012146,0.4127444326877594,0.1848117560148239,0.2614979147911072,0.20430970191955566
1946,0.010080029256641865,0.2015553116798401,0.025661615654826164,0.027255024760961533,0.13950173556804657,-0.13167719542980194,0.09768343716859818,-0.07362531870603561
",",0.36674630641937256,0.45456063747406006,0.2097204476594925,-0.0016132977325469255,0.34503069519996643,0.20034073293209076,0.22034090757369995,0.31091248989105225
consisted,0.13287827372550964,0.3243633210659027,0.14451783895492554,0.019784079864621162,0.24951550364494324,0.11524760723114014,0.24182115495204926,0.01278369128704071
of,0.3757161796092987,0.4069072902202606,0.14607268571853638,-0.03817026689648628,0.3536086082458496,0.1528109908103943,0.23328952491283417,0.1826142966747284
a,0.44397395849227905,0.4508470594882965,0.21331243216991425,0.04866964742541313,0.4287874400615692,0.21248295903205872,0.2573881149291992,0.23916715383529663
television,0.19077982008457184,0.2516675293445587,0.46871840953826904,0.11021530628204346,0.2787016034126282,0.19883376359939575,0.17748692631721497,0.16825827956199646
screen,0.2823611795902252,0.1767638623714447,0.18018165230751038,0.06398431211709976,0.2476668655872345,0.2464861422777176,0.13780437409877777,0.1954205334186554
containing,0.2244514524936676,0.12646250426769257,0.1332436054944992,-0.11955513060092926,0.15600129961967468,0.10693388432264328,0.198790043592453,0.1655367761850357
the,0.5091903209686279,0.48711544275283813,0.2068762183189392,-0.01540423184633255,0.49448907375335693,0.2806010842323303,0.242969810962677,0.22068053483963013
letters,0.22306860983371735,0.16712252795696259,0.22180816531181335,0.06331107020378113,0.20009556412696838,0.23700784146785736,0.1606682687997818,0.18739263713359833
``,0.07174111902713776,-0.012679691426455975,-0.04806871339678764,-0.03416389226913452,0.006519378628581762,-0.06913861632347107,-0.045295145362615585,0.0685480609536171
t,0.2666409909725189,0.19807380437850952,0.13002832233905792,0.06055903434753418,0.22247745096683502,0.23138262331485748,0.1410910040140152,0.4954066574573517
'',-0.07688097655773163,0.04456103965640068,-0.05768610164523125,-0.04859459400177002,-0.03874251991510391,0.029102830216288567,0.06878387928009033,0.018684765323996544
and,0.4716290831565857,0.3740963041782379,0.16453155875205994,0.06895173341035843,0.3167642652988434,0.146534726023674,0.27894338965415955,0.20544172823429108
``,0.07174111902713776,-0.012679691426455975,-0.04806871339678764,-0.03416389226913452,0.006519378628581762,-0.06913861632347107,-0.045295145362615585,0.0685480609536171
v,0.20079591870307922,0.16128918528556824,0.08149512857198715,-0.008823617361485958,0.22899948060512543,0.08171997219324112,0.1088959351181984,0.28677162528038025
'',-0.07688097655773163,0.04456103965640068,-0.05768610164523125,-0.04859459400177002,-0.03874251991510391,0.029102830216288567,0.06878387928009033,0.018684765323996544
