,luther,treated,jews,in,a,like,way,as,he,treated,what,group,?
in,0.20523880422115326,0.25674280524253845,0.2334136962890625,1.0,0.539380669593811,0.31010183691978455,0.30444321036338806,0.3887844979763031,0.41690486669540405,0.25674280524253845,0.30808621644973755,0.2304753065109253,0.20430970191955566
his,0.27093374729156494,0.23128581047058105,0.19577133655548096,0.3598145842552185,0.3497250974178314,0.18976297974586487,0.2968534231185913,0.3146366477012634,0.7171558737754822,0.23128581047058105,0.26976513862609863,0.16220685839653015,0.18075084686279297
later,0.23796728253364563,0.21223628520965576,0.14935770630836487,0.40857815742492676,0.34254932403564453,0.3330689072608948,0.27552053332328796,0.38482072949409485,0.4860261380672455,0.21223628520965576,0.2517229914665222,0.21961964666843414,0.1417175978422165
years,0.1472962647676468,0.2005312293767929,0.2144758254289627,0.33554986119270325,0.23773819208145142,0.1870361864566803,0.21213869750499725,0.234328031539917,0.3526231348514557,0.2005312293767929,0.1981470286846161,0.16637369990348816,0.1914375126361847
",",0.23255878686904907,0.24914546310901642,0.27184903621673584,0.5201468467712402,0.427140474319458,0.4085598886013031,0.2861018478870392,0.48816442489624023,0.40251094102859497,0.24914546310901642,0.3087472915649414,0.2809832692146301,0.31091248989105225
luther,1.0,0.1284586638212204,0.24326977133750916,0.20523880422115326,0.17967689037322998,0.13322240114212036,0.1916026771068573,0.20242992043495178,0.2454872578382492,0.1284586638212204,0.2134782373905182,0.11857733130455017,0.1732746809720993
grew,0.1479468047618866,0.19255971908569336,0.20213916897773743,0.2749199867248535,0.15698304772377014,0.14879529178142548,0.1408306211233139,0.18854139745235443,0.29755932092666626,0.19255971908569336,0.11968503892421722,0.13010816276073456,0.05505307391285896
more,0.11574393510818481,0.32117363810539246,0.15530842542648315,0.32563260197639465,0.3452818691730499,0.4001360535621643,0.40340936183929443,0.42839905619621277,0.25741079449653625,0.32117363810539246,0.3484537899494171,0.22754761576652527,0.27894994616508484
hostile,0.09001004695892334,0.24383217096328735,0.23730683326721191,0.20523297786712646,0.20579752326011658,0.18338586390018463,0.19633269309997559,0.1785716712474823,0.23000311851501465,0.24383217096328735,0.24132125079631805,0.20211680233478546,0.13611407577991486
toward,0.12438017129898071,0.21906715631484985,0.19700604677200317,0.2282264530658722,0.2229166328907013,0.2524125277996063,0.3828835189342499,0.288866251707077,0.20798923075199127,0.21906715631484985,0.2619364559650421,0.19346363842487335,0.09989774227142334
the,0.1759674996137619,0.26177066564559937,0.24901628494262695,0.6662389636039734,0.5829201340675354,0.32912567257881165,0.36217406392097473,0.48381632566452026,0.4571082592010498,0.26177066564559937,0.42745697498321533,0.30795547366142273,0.22068053483963013
jews,0.24326977133750916,0.29374557733535767,1.0000001192092896,0.2334136962890625,0.17522315680980682,0.15702605247497559,0.2080691158771515,0.18277226388454437,0.18863363564014435,0.29374557733535767,0.22131574153900146,0.18897444009780884,0.16730794310569763
",",0.23255878686904907,0.24914546310901642,0.27184903621673584,0.5201468467712402,0.427140474319458,0.4085598886013031,0.2861018478870392,0.48816442489624023,0.40251094102859497,0.24914546310901642,0.3087472915649414,0.2809832692146301,0.31091248989105225
writing,0.1731184720993042,0.18152637779712677,0.13051386177539825,0.26213181018829346,0.3032566010951996,0.2672887146472931,0.3056747019290924,0.22968710958957672,0.30022892355918884,0.18152637779712677,0.3355313539505005,0.15635362267494202,0.21497225761413574
against,0.18804924190044403,0.223392054438591,0.28023698925971985,0.27273955941200256,0.2227657586336136,0.29237788915634155,0.2404659390449524,0.24545185267925262,0.29170042276382446,0.223392054438591,0.24561616778373718,0.2582053244113922,0.18095137178897858
them,0.1940135955810547,0.3568003475666046,0.3200531303882599,0.29119014739990234,0.3151612877845764,0.46300578117370605,0.5301676392555237,0.33716270327568054,0.3947606682777405,0.3568003475666046,0.4994642734527588,0.30544283986091614,0.35435691475868225
with,0.14705438911914825,0.3026990592479706,0.1251157820224762,0.4080928862094879,0.3783375024795532,0.38741448521614075,0.3546393811702728,0.40387406945228577,0.2845253646373749,0.3026990592479706,0.2464839518070221,0.23998425900936127,0.2433311939239502
the,0.1759674996137619,0.26177066564559937,0.24901628494262695,0.6662389636039734,0.5829201340675354,0.32912567257881165,0.36217406392097473,0.48381632566452026,0.4571082592010498,0.26177066564559937,0.42745697498321533,0.30795547366142273,0.22068053483963013
kind,0.0905032530426979,0.29247820377349854,0.12382140010595322,0.2349269688129425,0.42310917377471924,0.46880602836608887,0.42004990577697754,0.22719812393188477,0.21554844081401825,0.29247820377349854,0.39947736263275146,0.23503069579601288,0.2628666162490845
of,0.1719115972518921,0.2880074381828308,0.2207300066947937,0.5696388483047485,0.5052502155303955,0.3244853615760803,0.266871839761734,0.3886612355709076,0.38706058263778687,0.2880074381828308,0.33290785551071167,0.25542253255844116,0.1826142966747284
venom,0.19603849947452545,0.22407403588294983,0.14814051985740662,0.1273389458656311,0.22192414104938507,0.24662792682647705,0.16023945808410645,0.18787376582622528,0.1351548284292221,0.22407403588294983,0.1903543472290039,0.19562506675720215,0.22266680002212524
he,0.2454872578382492,0.22540609538555145,0.18863363564014435,0.41690486669540405,0.4393508732318878,0.22708307206630707,0.31626078486442566,0.33787044882774353,1.0000001192092896,0.22540609538555145,0.3114890456199646,0.22512191534042358,0.2089974731206894
had,0.16133075952529907,0.34643813967704773,0.23372827470302582,0.385026752948761,0.34897568821907043,0.3092091679573059,0.2827965021133423,0.3393979072570801,0.43657350540161133,0.34643813967704773,0.23849567770957947,0.20148104429244995,0.20728366076946259
already,0.19139908254146576,0.27483490109443665,0.19379904866218567,0.288102924823761,0.33469632267951965,0.39719265699386597,0.3830665647983551,0.4023914039134979,0.29386961460113525,0.27483490109443665,0.4530037045478821,0.16822408139705658,0.3477933406829834
unleashed,0.17402510344982147,0.22278912365436554,0.2400120347738266,0.2049250304698944,0.19415633380413055,0.2747957706451416,0.20314334332942963,0.24244441092014313,0.2578078508377075,0.22278912365436554,0.19334372878074646,0.10253383964300156,0.20392945408821106
on,0.19090485572814941,0.2137415111064911,0.13907738029956818,0.46853652596473694,0.3848365545272827,0.3318610191345215,0.2997978627681732,0.36047765612602234,0.32403138279914856,0.2137415111064911,0.34226128458976746,0.22796137630939484,0.2714994251728058
the,0.1759674996137619,0.26177066564559937,0.24901628494262695,0.6662389636039734,0.5829201340675354,0.32912567257881165,0.36217406392097473,0.48381632566452026,0.4571082592010498,0.26177066564559937,0.42745697498321533,0.30795547366142273,0.22068053483963013
anabaptists,0.37819480895996094,0.15627500414848328,0.40345752239227295,0.1876574009656906,0.13226546347141266,0.14686219394207,0.18660499155521393,0.1772080808877945,0.13902200758457184,0.15627500414848328,0.25294381380081177,0.25696468353271484,0.1813153773546219
",",0.23255878686904907,0.24914546310901642,0.27184903621673584,0.5201468467712402,0.427140474319458,0.4085598886013031,0.2861018478870392,0.48816442489624023,0.40251094102859497,0.24914546310901642,0.3087472915649414,0.2809832692146301,0.31091248989105225
zwinglianism,0.44525575637817383,0.20509612560272217,0.4031245708465576,0.22049373388290405,0.18188628554344177,0.19987982511520386,0.3016686737537384,0.2676262855529785,0.25160107016563416,0.20509612560272217,0.3039994239807129,0.21488197147846222,0.20739415287971497
",",0.23255878686904907,0.24914546310901642,0.27184903621673584,0.5201468467712402,0.427140474319458,0.4085598886013031,0.2861018478870392,0.48816442489624023,0.40251094102859497,0.24914546310901642,0.3087472915649414,0.2809832692146301,0.31091248989105225
and,0.20796556770801544,0.27439165115356445,0.2555774748325348,0.4954058527946472,0.3739250600337982,0.46997135877609253,0.32150545716285706,0.49487000703811646,0.45427167415618896,0.27439165115356445,0.31309178471565247,0.3510662019252777,0.20544172823429108
the,0.1759674996137619,0.26177066564559937,0.24901628494262695,0.6662389636039734,0.5829201340675354,0.32912567257881165,0.36217406392097473,0.48381632566452026,0.4571082592010498,0.26177066564559937,0.42745697498321533,0.30795547366142273,0.22068053483963013
papacy,0.2991804778575897,0.07843887805938721,0.28050360083580017,0.19163338840007782,0.1720612347126007,0.10291659086942673,0.14889304339885712,0.2060508280992508,0.2704426944255829,0.07843887805938721,0.13845030963420868,0.09595710039138794,0.18605810403823853
.,0.24907569587230682,0.27163681387901306,0.2115412801504135,0.5591574311256409,0.50484299659729,0.393751323223114,0.33520638942718506,0.515582263469696,0.38061028718948364,0.27163681387901306,0.3567904531955719,0.27268800139427185,0.4130953550338745
