,who,founded,mckinsey,&,company,?
in,0.2792111933231354,0.24877111613750458,0.27133509516716003,0.1358654648065567,0.22141718864440918,0.20430970191955566
business,0.25227707624435425,0.2595067322254181,0.2369486540555954,0.1815693974494934,0.4683041572570801,0.1545659303665161
",",0.3365725874900818,0.24976085126399994,0.341633677482605,0.2516871392726898,0.2697763442993164,0.31091248989105225
notable,0.23320899903774261,0.1605292111635208,0.2251296192407608,0.09374736249446869,0.21068334579467773,0.31928157806396484
alumni,0.1722409725189209,0.2764020264148712,0.233387753367424,0.13164719939231873,0.16718512773513794,0.130934476852417
include,0.15078489482402802,0.06129569932818413,0.22162561118602753,0.23156708478927612,0.15761449933052063,0.14925788342952728
microsoft,0.18094341456890106,0.15231452882289886,0.26877105236053467,0.10450756549835205,0.25422853231430054,0.23943206667900085
ceo,0.18829603493213654,0.36920231580734253,0.2704935669898987,0.22707925736904144,0.470624715089798,0.13378572463989258
satya,0.3329384922981262,0.16262954473495483,0.20223534107208252,0.07913583517074585,0.1531662791967392,0.17688582837581635
nadella,0.20665903389453888,0.13231179118156433,0.3402630090713501,0.1997452974319458,0.12281287461519241,0.14431720972061157
",",0.3365725874900818,0.24976085126399994,0.341633677482605,0.2516871392726898,0.2697763442993164,0.31091248989105225
oracle,0.2579348683357239,0.17274875938892365,0.2271270453929901,0.08729566633701324,0.2435995191335678,0.1616489589214325
corporation,0.15684109926223755,0.31220701336860657,0.27595213055610657,0.19548861682415009,0.6250214576721191,0.13731837272644043
founder,0.28227898478507996,0.7215495109558105,0.23442822694778442,0.25438404083251953,0.3786204159259796,0.13665783405303955
and,0.41279885172843933,0.22426098585128784,0.3091470003128052,0.34093084931373596,0.23788511753082275,0.20544172823429108
the,0.3733934462070465,0.2840350568294525,0.26681777834892273,0.14992168545722961,0.26591673493385315,0.22068053483963013
third,0.20739443600177765,0.1886715143918991,0.10615575313568115,0.12044452130794525,0.13131287693977356,0.15394791960716248
richest,0.262132465839386,0.35001257061958313,0.20017807185649872,0.13036198914051056,0.317743718624115,0.15691500902175903
man,0.3476670980453491,0.09692967683076859,0.28138571977615356,0.10566289722919464,0.1712692826986313,0.2528940737247467
in,0.2792111933231354,0.24877111613750458,0.27133509516716003,0.1358654648065567,0.22141718864440918,0.20430970191955566
america,0.1830417811870575,0.18101881444454193,0.3014112114906311,0.15439684689044952,0.18648169934749603,0.19333907961845398
larry,0.22541575133800507,0.14406798779964447,0.3615031838417053,0.17192062735557556,0.207820862531662,0.17208139598369598
