,what,theorem,defines,the,main,role,of,primes,in,number,theory,?
for,0.3017193675041199,0.1530822366476059,0.3308708965778351,0.4739971458911896,0.27491986751556396,0.34694939851760864,0.4185989499092102,0.23085950314998627,0.4322226941585541,0.2861633002758026,0.20500218868255615,0.264628142118454
example,0.3456268310546875,0.2462260127067566,0.3616412580013275,0.3755223751068115,0.2034275382757187,0.1979236900806427,0.3570667505264282,0.2566288113594055,0.30483278632164,0.3581446707248688,0.2446725219488144,0.30374911427497864
",",0.3087472915649414,0.16003508865833282,0.21206256747245789,0.4933079481124878,0.2989408075809479,0.199491485953331,0.4946078956127167,0.29003697633743286,0.5201468467712402,0.2535701394081116,0.18095813691616058,0.31091248989105225
5,0.09269922226667404,0.034976083785295486,0.028200332075357437,0.09255307912826538,0.02021098881959915,-0.0023915863130241632,0.1043979674577713,0.07605086266994476,0.0862177163362503,0.05234963074326515,-0.0034942959900945425,0.06222071498632431
is,0.28837618231773376,0.23679251968860626,0.30292779207229614,0.5823672413825989,0.3009335994720459,0.20847192406654358,0.4854315221309662,0.2382466346025467,0.5394441485404968,0.22390379011631012,0.19279582798480988,0.22961433231830597
prime,0.15586113929748535,0.3795034885406494,0.07319030165672302,0.19960100948810577,0.13070537149906158,0.13358250260353088,0.23935265839099884,0.7104739546775818,0.18097394704818726,0.2556258738040924,0.15658484399318695,0.11276303976774216
because,0.46729007363319397,0.20479436218738556,0.24585673213005066,0.44596394896507263,0.2786174714565277,0.2351951152086258,0.4075504541397095,0.23738938570022583,0.37423941493034363,0.26167333126068115,0.2588287889957428,0.2528740465641022
1,-0.21266892552375793,-0.19035573303699493,-0.21732774376869202,-0.1554475575685501,-0.0636862963438034,-0.2448679357767105,-0.09473495930433273,-0.25417813658714294,-0.10660158097743988,-0.20963284373283386,-0.20586082339286804,-0.249979168176651
and,0.31309178471565247,0.10136619955301285,0.2444390207529068,0.5171257257461548,0.29831406474113464,0.2629789710044861,0.5116966962814331,0.24551862478256226,0.4954058527946472,0.28545793890953064,0.1765792816877365,0.20544172823429108
5,0.09269922226667404,0.034976083785295486,0.028200332075357437,0.09255307912826538,0.02021098881959915,-0.0023915863130241632,0.1043979674577713,0.07605086266994476,0.0862177163362503,0.05234963074326515,-0.0034942959900945425,0.06222071498632431
are,0.29724663496017456,0.16171972453594208,0.2817624509334564,0.40399202704429626,0.2828797399997711,0.1439027637243271,0.39081433415412903,0.2606703042984009,0.3841303884983063,0.3537501394748688,0.1918308287858963,0.24591213464736938
its,0.30393704771995544,0.12635840475559235,0.2691458463668823,0.559237003326416,0.272861510515213,0.2062283307313919,0.48690423369407654,0.15179754793643951,0.3793783485889435,0.24055860936641693,0.1782047599554062,0.15103481709957123
only,0.41415658593177795,0.26466360688209534,0.22135059535503387,0.5497692227363586,0.34266528487205505,0.18336576223373413,0.49632513523101807,0.27730897068977356,0.42992329597473145,0.39694860577583313,0.23228608071804047,0.2767370045185089
positive,0.2491111010313034,0.2352420836687088,0.23028762638568878,0.20502062141895294,0.13048550486564636,0.18949952721595764,0.19149050116539001,0.3307371139526367,0.1836131066083908,0.3057291805744171,0.24932478368282318,0.16532565653324127
integer,0.23293888568878174,0.4884721338748932,0.28541722893714905,0.14182277023792267,0.11168991029262543,0.1129436045885086,0.158325657248497,0.5403520464897156,0.14432935416698456,0.46157369017601013,0.27519920468330383,0.2503974437713623
factors,0.2665930688381195,0.27714264392852783,0.32360339164733887,0.2769666314125061,0.21731165051460266,0.24025392532348633,0.30045145750045776,0.4177974760532379,0.19490711390972137,0.30121123790740967,0.2938479483127594,0.2019491046667099
",",0.3087472915649414,0.16003508865833282,0.21206256747245789,0.4933079481124878,0.2989408075809479,0.199491485953331,0.4946078956127167,0.29003697633743286,0.5201468467712402,0.2535701394081116,0.18095813691616058,0.31091248989105225
whereas,0.32338035106658936,0.1909366101026535,0.25368380546569824,0.3696324825286865,0.18388615548610687,0.162614107131958,0.34012725949287415,0.2750825583934784,0.27898839116096497,0.27168965339660645,0.20651361346244812,0.1950923502445221
6,0.05088282376527786,0.06318112462759018,0.047197408974170685,0.041227471083402634,0.060335706919431686,-0.07225076109170914,0.055943556129932404,0.06209598854184151,-0.0005521549028344452,0.06949614733457565,0.0529516339302063,0.045001473277807236
is,0.28837618231773376,0.23679251968860626,0.30292779207229614,0.5823672413825989,0.3009335994720459,0.20847192406654358,0.4854315221309662,0.2382466346025467,0.5394441485404968,0.22390379011631012,0.19279582798480988,0.22961433231830597
composite,0.20413389801979065,0.2989688217639923,0.1979430466890335,0.22363927960395813,0.12047421932220459,0.138503760099411,0.27240246534347534,0.36154356598854065,0.21721719205379486,0.19020916521549225,0.2837817370891571,0.10732094198465347
because,0.46729007363319397,0.20479436218738556,0.24585673213005066,0.44596394896507263,0.2786174714565277,0.2351951152086258,0.4075504541397095,0.23738938570022583,0.37423941493034363,0.26167333126068115,0.2588287889957428,0.2528740465641022
it,0.45803478360176086,0.19667315483093262,0.214250385761261,0.6251175999641418,0.2827725112438202,0.17076654732227325,0.38761502504348755,0.2287449687719345,0.5130809545516968,0.26851508021354675,0.19945570826530457,0.25732165575027466
has,0.20338068902492523,0.14065028727054596,0.22003448009490967,0.4177538752555847,0.26405781507492065,0.17958451807498932,0.3909035325050354,0.19827555119991302,0.4173259735107422,0.31251442432403564,0.19130924344062805,0.15994466841220856
the,0.42745697498321533,0.18430666625499725,0.27586790919303894,1.0,0.38631999492645264,0.26607486605644226,0.733189046382904,0.22359657287597656,0.6662389636039734,0.35145696997642517,0.2277156263589859,0.22068053483963013
divisors,0.269854873418808,0.3600958585739136,0.32736101746559143,0.2761973440647125,0.14856578409671783,0.11141349375247955,0.30368632078170776,0.5640929341316223,0.22215262055397034,0.47861936688423157,0.24162594974040985,0.19582416117191315
2,-0.049862053245306015,-0.008989349938929081,-0.05049111321568489,-0.019434669986367226,-0.1405099779367447,0.03065010905265808,-0.013777675107121468,0.014338861219584942,0.01447046548128128,0.04057243838906288,-0.09282069653272629,0.001977203879505396
and,0.31309178471565247,0.10136619955301285,0.2444390207529068,0.5171257257461548,0.29831406474113464,0.2629789710044861,0.5116966962814331,0.24551862478256226,0.4954058527946472,0.28545793890953064,0.1765792816877365,0.20544172823429108
3,0.04473085701465607,-0.046107083559036255,0.11795175075531006,0.06283142417669296,0.05092684179544449,0.04747219383716583,0.046857766807079315,-0.010150526650249958,0.06326868385076523,-0.0164857879281044,0.009694562293589115,0.005975271109491587
in,0.30808621644973755,0.12508544325828552,0.23515373468399048,0.6662389636039734,0.28862449526786804,0.243671715259552,0.5696388483047485,0.20882321894168854,1.0,0.3024539053440094,0.16955126821994781,0.20430970191955566
addition,0.20643717050552368,0.22723978757858276,0.23392386734485626,0.32955414056777954,0.2882722318172455,0.23203891515731812,0.27503931522369385,0.19365130364894867,0.3033084571361542,0.35233429074287415,0.2649953067302704,0.19187232851982117
to,0.455847829580307,0.14878395199775696,0.2542583644390106,0.535392165184021,0.26116618514060974,0.17841029167175293,0.41548454761505127,0.22901344299316406,0.45010748505592346,0.2706126868724823,0.21947365999221802,0.29463258385658264
1,-0.21266892552375793,-0.19035573303699493,-0.21732774376869202,-0.1554475575685501,-0.0636862963438034,-0.2448679357767105,-0.09473495930433273,-0.25417813658714294,-0.10660158097743988,-0.20963284373283386,-0.20586082339286804,-0.249979168176651
and,0.31309178471565247,0.10136619955301285,0.2444390207529068,0.5171257257461548,0.29831406474113464,0.2629789710044861,0.5116966962814331,0.24551862478256226,0.4954058527946472,0.28545793890953064,0.1765792816877365,0.20544172823429108
6,0.05088282376527786,0.06318112462759018,0.047197408974170685,0.041227471083402634,0.060335706919431686,-0.07225076109170914,0.055943556129932404,0.06209598854184151,-0.0005521549028344452,0.06949614733457565,0.0529516339302063,0.045001473277807236
.,0.3567904531955719,0.19165870547294617,0.2111859768629074,0.5934505462646484,0.31122034788131714,0.22067026793956757,0.5352458953857422,0.2564551830291748,0.5591574311256409,0.3256329298019409,0.18047811090946198,0.4130953550338745
,what,theorem,defines,the,main,role,of,primes,in,number,theory,?
the,0.42745697498321533,0.18430666625499725,0.27586790919303894,1.0,0.38631999492645264,0.26607486605644226,0.733189046382904,0.22359657287597656,0.6662389636039734,0.35145696997642517,0.2277156263589859,0.22068053483963013
fundamental,0.35305243730545044,0.44537562131881714,0.39474406838417053,0.3078918755054474,0.2486298382282257,0.2102704495191574,0.35164782404899597,0.3300049602985382,0.23429831862449646,0.28797411918640137,0.49196240305900574,0.2011919468641281
theorem,0.27076783776283264,1.0,0.2486892193555832,0.18430666625499725,0.08243787288665771,0.15009695291519165,0.18068012595176697,0.5341587662696838,0.12508544325828552,0.2737624943256378,0.6171321868896484,0.18729111552238464
