,what,was,the,name,of,the,experiment,that,tested,how,life,originated,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.168198361992836,0.5473989248275757,0.22948460280895233,0.33890387415885925,0.23528170585632324,0.3238855004310608,0.22068053483963013
chemical,0.26249468326568604,0.14026302099227905,0.18641819059848785,0.174335777759552,0.22874756157398224,0.18641819059848785,0.2240222841501236,0.2704353928565979,0.2724733054637909,0.2860504388809204,0.1867421269416809,0.09682054072618484,0.2040288895368576
experiment,0.29811543226242065,0.21177788078784943,0.168198361992836,0.09103851765394211,0.12456657737493515,0.168198361992836,1.0000001192092896,0.3135862946510315,0.5019069314002991,0.29304319620132446,0.21970105171203613,0.13271713256835938,0.14968745410442352
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.3135862946510315,1.0,0.37849998474121094,0.557814359664917,0.2885509729385376,0.2922593951225281,0.32716336846351624
tested,0.2685181498527527,0.24974265694618225,0.22948460280895233,0.14238205552101135,0.17295385897159576,0.22948460280895233,0.5019069314002991,0.37849998474121094,1.0,0.2909379303455353,0.1439826488494873,0.2398066222667694,0.18890146911144257
how,0.6468034982681274,0.16678167879581451,0.33890387415885925,0.13619886338710785,0.2480744868516922,0.33890387415885925,0.29304319620132446,0.557814359664917,0.2909379303455353,1.0,0.24822278320789337,0.1785028874874115,0.4024120569229126
life,0.24693015217781067,0.22970539331436157,0.23528170585632324,0.22854015231132507,0.2788603901863098,0.23528170585632324,0.21970105171203613,0.2885509729385376,0.1439826488494873,0.24822278320789337,1.0,0.1652081459760666,0.21677987277507782
originated,0.17986609041690826,0.3099413812160492,0.3238855004310608,0.3131806552410126,0.27252769470214844,0.3238855004310608,0.13271713256835938,0.2922593951225281,0.2398066222667694,0.1785028874874115,0.1652081459760666,1.0,0.11205674707889557
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.21772995591163635,0.42569106817245483,0.23690083622932434,0.32655060291290283,0.19639495015144348,0.1378099024295807,0.2714994251728058
early,0.2454567849636078,0.4148794412612915,0.34442198276519775,0.1594075858592987,0.30937549471855164,0.34442198276519775,0.20713429152965546,0.29580917954444885,0.19462059438228607,0.2415190190076828,0.40708762407302856,0.4057914614677429,0.15272949635982513
earth,0.25883176922798157,0.18661361932754517,0.2801888585090637,0.14340636134147644,0.2329314798116684,0.2801888585090637,0.1956299990415573,0.33014219999313354,0.1651390939950943,0.2756480276584625,0.2944542467594147,0.17738379538059235,0.17717236280441284
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.19933569431304932,0.4137537479400635,0.20435887575149536,0.22659391164779663,0.24050940573215485,0.26669368147850037,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.3171212375164032,0.733189046382904,1.0,0.168198361992836,0.5473989248275757,0.22948460280895233,0.33890387415885925,0.23528170585632324,0.3238855004310608,0.22068053483963013
miller–urey,0.26082608103752136,0.2984151244163513,0.37645161151885986,0.15799008309841156,0.3454151153564453,0.37645161151885986,0.45612427592277527,0.38505345582962036,0.3438740074634552,0.325086772441864,0.24133898317813873,0.22702214121818542,0.21350862085819244
experiment,0.29811543226242065,0.21177788078784943,0.168198361992836,0.09103851765394211,0.12456657737493515,0.168198361992836,1.0000001192092896,0.3135862946510315,0.5019069314002991,0.29304319620132446,0.21970105171203613,0.13271713256835938,0.14968745410442352
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.19933569431304932,0.4137537479400635,0.20435887575149536,0.22659391164779663,0.24050940573215485,0.26669368147850037,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.21177788078784943,0.33670201897621155,0.24974265694618225,0.16678167879581451,0.22970539331436157,0.3099413812160492,0.18412111699581146
conducted,0.13546347618103027,0.28831079602241516,0.25795331597328186,0.06256745010614395,0.22415050864219666,0.25795331597328186,0.31307336688041687,0.1819024682044983,0.29290497303009033,0.17521916329860687,0.12725402414798737,0.1486952304840088,0.1105341762304306
