,how,many,quadrangles,does,the,main,quadrangles,have,?
the,0.33890387415885925,0.4335206151008606,0.3175604045391083,0.35928019881248474,1.0,0.38631999492645264,0.3175604045391083,0.40389683842658997,0.22068053483963013
main,0.1668178290128708,0.27179279923439026,0.18215849995613098,0.245339035987854,0.38631999492645264,1.0000001192092896,0.18215849995613098,0.2209363877773285,0.1665669083595276
quadrangles,0.14360938966274261,0.21620704233646393,1.0000001192092896,0.14273975789546967,0.3175604045391083,0.18215849995613098,1.0000001192092896,0.2229537069797516,0.1280493140220642
consist,0.18322843313217163,0.24257488548755646,0.25973543524742126,0.14479416608810425,0.2698076069355011,0.28421029448509216,0.25973543524742126,0.38655441999435425,0.04707268625497818
of,0.2480744868516922,0.37253960967063904,0.32943886518478394,0.3119818866252899,0.733189046382904,0.3177044689655304,0.32943886518478394,0.3802283704280853,0.1826142966747284
six,0.20644865930080414,0.37673795223236084,0.25918126106262207,0.13226458430290222,0.3614266812801361,0.1631992757320404,0.25918126106262207,0.32482776045799255,0.15298804640769958
quadrangles,0.14360938966274261,0.21620704233646393,1.0000001192092896,0.14273975789546967,0.3175604045391083,0.18215849995613098,1.0000001192092896,0.2229537069797516,0.1280493140220642
",",0.22659391164779663,0.40610817074775696,0.252428263425827,0.28617382049560547,0.4933079481124878,0.2989408075809479,0.252428263425827,0.3541618287563324,0.31091248989105225
each,0.4183253347873688,0.35348209738731384,0.2910217344760895,0.31699198484420776,0.470844566822052,0.29354554414749146,0.2910217344760895,0.4084063768386841,0.21173812448978424
surrounded,0.10506618767976761,0.23879477381706238,0.35164716839790344,0.15627554059028625,0.3510684669017792,0.2148757427930832,0.35164716839790344,0.20730632543563843,-0.022393958643078804
by,0.34370526671409607,0.3409687578678131,0.1528453379869461,0.143477201461792,0.4408751428127289,0.21864338219165802,0.1528453379869461,0.3359639644622803,0.17966607213020325
buildings,0.15449079871177673,0.323274701833725,0.3426387906074524,0.17968937754631042,0.25566717982292175,0.20187623798847198,0.3426387906074524,0.2441236823797226,0.11192528158426285
",",0.22659391164779663,0.40610817074775696,0.252428263425827,0.28617382049560547,0.4933079481124878,0.2989408075809479,0.252428263425827,0.3541618287563324,0.31091248989105225
bordering,0.15951485931873322,0.14013727009296417,0.2238764464855194,0.1878027468919754,0.26477646827697754,0.14331664144992828,0.2238764464855194,0.16301368176937103,0.14375367760658264
one,0.3213292360305786,0.4223630726337433,0.31617864966392517,0.2924913763999939,0.5514441132545471,0.3519288897514343,0.31617864966392517,0.4507926106452942,0.2673267424106598
larger,0.23193183541297913,0.2907698154449463,0.303227961063385,0.22250615060329437,0.378620445728302,0.2459665983915329,0.303227961063385,0.3610467314720154,0.1602165699005127
quadrangle,0.1048693060874939,0.14498277008533478,0.9053813219070435,0.11021328717470169,0.2833738923072815,0.1675822138786316,0.9053813219070435,0.1501380056142807,0.09862545877695084
.,0.3287222981452942,0.3974229395389557,0.2852020859718323,0.3022993505001068,0.5934505462646484,0.31122034788131714,0.2852020859718323,0.41614407300949097,0.4130953550338745
