,besides,death,wish,coffee,",",how,many,other,competitors,participated,in,the,contest,?
death,0.13511112332344055,0.9999998807907104,0.2225981205701828,0.09131897985935211,0.2070959210395813,0.19782234728336334,0.16836200654506683,0.15471260249614716,0.12968839704990387,0.08499951660633087,0.18743370473384857,0.21438048779964447,0.10098680108785629,0.21149799227714539
wish,0.29246750473976135,0.2225981205701828,0.9999999403953552,0.13589563965797424,0.22699971497058868,0.36380818486213684,0.2624437212944031,0.28015443682670593,0.1323196291923523,0.20533718168735504,0.16469073295593262,0.25205081701278687,0.16978420317173004,0.35864195227622986
coffee,0.22307232022285461,0.09131897985935211,0.13589563965797424,1.0,0.28915268182754517,0.21143853664398193,0.23135876655578613,0.2400139421224594,0.19523130357265472,0.08398573100566864,0.20177122950553894,0.20381483435630798,0.17565950751304626,0.1695348024368286
beat,0.06699568033218384,0.22142326831817627,0.1460769772529602,0.13382740318775177,0.2718006372451782,0.18019166588783264,0.1250762939453125,0.18168355524539948,0.22223806381225586,0.19685184955596924,0.16871558129787445,0.24951939284801483,0.190370112657547,0.19461682438850403
out,0.23170505464076996,0.15523947775363922,0.22934755682945251,0.20335063338279724,0.3161109685897827,0.3963836133480072,0.3329806923866272,0.2891615033149719,0.19752511382102966,0.149708092212677,0.3576207756996155,0.39404502511024475,0.2215014100074768,0.22020699083805084
nine,0.200570747256279,0.19783559441566467,0.1637536734342575,0.08288969099521637,0.273027628660202,0.1557593196630478,0.3415135145187378,0.2760736346244812,0.13855433464050293,0.19329805672168732,0.303353875875473,0.33253175020217896,0.10921628773212433,0.13964155316352844
other,0.4082275927066803,0.15471260249614716,0.28015443682670593,0.2400139421224594,0.4446498453617096,0.3591516315937042,0.6324484348297119,0.9999999403953552,0.3450625538825989,0.2045215666294098,0.39989137649536133,0.44152235984802246,0.14300529658794403,0.24682199954986572
contenders,0.16736727952957153,0.19005021452903748,0.26696068048477173,0.10050330311059952,0.2684274911880493,0.19218730926513672,0.1986568421125412,0.2214183807373047,0.41391196846961975,0.2477862685918808,0.290341317653656,0.372027724981308,0.43781691789627075,0.16972263157367706
from,0.30681347846984863,0.22335824370384216,0.1751764416694641,0.13646630942821503,0.39760664105415344,0.22939439117908478,0.33099696040153503,0.30141791701316833,0.1689811795949936,0.15900221467018127,0.4274188280105591,0.40150508284568787,0.18954509496688843,0.19969791173934937
across,0.23523537814617157,0.12532922625541687,0.1453418880701065,0.1766170710325241,0.22515052556991577,0.2515762746334076,0.34783458709716797,0.34819990396499634,0.23074623942375183,0.211189404129982,0.36988839507102966,0.3816230297088623,0.16916631162166595,0.17034576833248138
the,0.367077499628067,0.21438048779964447,0.25205081701278687,0.20381483435630798,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.44152235984802246,0.25828930735588074,0.2627280354499817,0.6662389636039734,1.0,0.25173527002334595,0.22068053483963013
united,0.14676891267299652,0.14161419868469238,0.13505123555660248,0.1677018404006958,0.3053959608078003,0.19034643471240997,0.2670816481113434,0.2444620579481125,0.2022268921136856,0.1437598466873169,0.3938477039337158,0.34367692470550537,0.16946671903133392,0.17266890406608582
states,0.17416031658649445,0.13581635057926178,0.15323710441589355,0.18346402049064636,0.3315127193927765,0.20841296017169952,0.29976361989974976,0.28788650035858154,0.2170441746711731,0.13429425656795502,0.3977442979812622,0.3463578522205353,0.18480738997459412,0.16272737085819244
for,0.3905259370803833,0.19869662821292877,0.2881307899951935,0.22831618785858154,0.4464869201183319,0.3308170735836029,0.40972793102264404,0.3273986279964447,0.23888909816741943,0.2709527611732483,0.4322226941585541,0.4739971458911896,0.2538227438926697,0.264628142118454
the,0.367077499628067,0.21438048779964447,0.25205081701278687,0.20381483435630798,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.44152235984802246,0.25828930735588074,0.2627280354499817,0.6662389636039734,1.0,0.25173527002334595,0.22068053483963013
free,0.17347174882888794,0.12239740043878555,0.24624298512935638,0.14819340407848358,0.2434854805469513,0.18879985809326172,0.21327099204063416,0.27764660120010376,0.21454788744449615,0.1159256100654602,0.25575435161590576,0.22231732308864594,0.15106257796287537,0.1278279572725296
advertisement,0.19633875787258148,0.12088068574666977,0.2508520781993866,0.2647891640663147,0.20957398414611816,0.21138110756874084,0.2585774064064026,0.2283799946308136,0.23495367169380188,0.192636638879776,0.18713390827178955,0.19069752097129822,0.27975961565971375,0.2126694768667221
.,0.28636154532432556,0.24631039798259735,0.2751295566558838,0.2474350780248642,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.41511186957359314,0.16344867646694183,0.22793421149253845,0.5591574311256409,0.5934505462646484,0.20280277729034424,0.4130953550338745
