,what,should,a,christian,follow,in,his,life,?
for,0.3017193675041199,0.3225788176059723,0.44038116931915283,0.16278709471225739,0.27082058787345886,0.4322226941585541,0.39312878251075745,0.244698166847229,0.264628142118454
luther,0.2134782373905182,0.17997929453849792,0.17967689037322998,0.36969617009162903,0.23933365941047668,0.20523880422115326,0.27093374729156494,0.20761863887310028,0.1732746809720993
",",0.3087472915649414,0.2706286907196045,0.427140474319458,0.23595517873764038,0.3021566867828369,0.5201468467712402,0.3378419280052185,0.24050940573215485,0.31091248989105225
also,0.42747777700424194,0.31703439354896545,0.5149940252304077,0.158948615193367,0.3109177350997925,0.5073733329772949,0.38173818588256836,0.18713383376598358,0.21848613023757935
christ,0.2615339457988739,0.2178039401769638,0.19816316664218903,0.5980654954910278,0.1494399905204773,0.16419753432273865,0.23623991012573242,0.24640336632728577,0.13772203028202057
's,0.02692362666130066,0.006883438676595688,0.04866964742541313,0.06999260932207108,-0.030512675642967224,-0.037580832839012146,0.047556519508361816,0.03983813151717186,-0.023395681753754616
life,0.24693015217781067,0.21260657906532288,0.27076753973960876,0.1497078835964203,0.21215732395648956,0.27054134011268616,0.37379691004753113,1.0,0.21677987277507782
",",0.3087472915649414,0.2706286907196045,0.427140474319458,0.23595517873764038,0.3021566867828369,0.5201468467712402,0.3378419280052185,0.24050940573215485,0.31091248989105225
when,0.4700249433517456,0.356647253036499,0.44397395849227905,0.13600395619869232,0.25642719864845276,0.4431333839893341,0.37120407819747925,0.20499193668365479,0.22841128706932068
understood,0.4601399898529053,0.36201468110084534,0.26333922147750854,0.18249982595443726,0.3576433062553406,0.2733529508113861,0.21867336332798004,0.2152678221464157,0.27308014035224915
as,0.31749409437179565,0.414644330739975,0.39550232887268066,0.23712071776390076,0.30632978677749634,0.3887844979763031,0.3146366477012634,0.23248597979545593,0.27043893933296204
an,0.2821882665157318,0.2285177856683731,0.44552403688430786,0.09135082364082336,0.17367669939994812,0.2605783939361572,0.24025635421276093,0.22073830664157867,0.19793890416622162
example,0.3456268310546875,0.3294276297092438,0.40234753489494324,0.06875522434711456,0.2859817147254944,0.30483278632164,0.1625245362520218,0.21652080118656158,0.30374911427497864
",",0.3087472915649414,0.2706286907196045,0.427140474319458,0.23595517873764038,0.3021566867828369,0.5201468467712402,0.3378419280052185,0.24050940573215485,0.31091248989105225
is,0.28837618231773376,0.33635082840919495,0.658733606338501,0.1473853588104248,0.23358136415481567,0.5394441485404968,0.24372583627700806,0.2110576033592224,0.22961433231830597
nothing,0.5522216558456421,0.4040512442588806,0.2923998534679413,0.19401668012142181,0.2873690128326416,0.24179935455322266,0.31021326780319214,0.2669839859008789,0.4541490972042084
more,0.3484537899494171,0.4906694293022156,0.3452818691730499,0.1325426548719406,0.2794364094734192,0.32563260197639465,0.23633438348770142,0.2655809819698334,0.27894994616508484
than,0.29388150572776794,0.30810293555259705,0.3126874566078186,0.13498419523239136,0.22255800664424896,0.3270052373409271,0.18405678868293762,0.2590208947658539,0.24917294085025787
an,0.2821882665157318,0.2285177856683731,0.44552403688430786,0.09135082364082336,0.17367669939994812,0.2605783939361572,0.24025635421276093,0.22073830664157867,0.19793890416622162
illustration,0.22580258548259735,0.16264721751213074,0.22426560521125793,0.08064457029104233,0.16687056422233582,0.209302619099617,0.20844805240631104,0.25239118933677673,0.1417175829410553
of,0.33290785551071167,0.23792634904384613,0.5052502155303955,0.23494116961956024,0.26846790313720703,0.5696388483047485,0.38364991545677185,0.2788603901863098,0.1826142966747284
the,0.42745697498321533,0.32399165630340576,0.5829201340675354,0.19930796325206757,0.3197029232978821,0.6662389636039734,0.4394008219242096,0.23528170585632324,0.22068053483963013
ten,0.1616830825805664,0.17478634417057037,0.23545676469802856,0.1575065553188324,0.19720067083835602,0.29515787959098816,0.25134992599487305,0.2003861516714096,0.14471080899238586
commandments,0.3296407163143158,0.3228621184825897,0.19712971150875092,0.2900334894657135,0.3694212734699249,0.20194119215011597,0.22985447943210602,0.2590486705303192,0.25463607907295227
",",0.3087472915649414,0.2706286907196045,0.427140474319458,0.23595517873764038,0.3021566867828369,0.5201468467712402,0.3378419280052185,0.24050940573215485,0.31091248989105225
which,0.5261979103088379,0.31937870383262634,0.56894451379776,0.13629037141799927,0.34720125794410706,0.4840516746044159,0.32283493876457214,0.26412370800971985,0.25814583897590637
a,0.3320399522781372,0.2715131938457489,1.0,0.1843954622745514,0.26547971367836,0.539380669593811,0.3497250974178314,0.27076753973960876,0.23916715383529663
christian,0.17849333584308624,0.17987006902694702,0.1843954622745514,1.0,0.19153816998004913,0.17218929529190063,0.19781717658042908,0.1497078835964203,0.1508396863937378
should,0.43830034136772156,0.9999999403953552,0.2715131938457489,0.17987006902694702,0.3808547556400299,0.23054338991641998,0.19372496008872986,0.21260657906532288,0.4442402422428131
follow,0.40711089968681335,0.3808547556400299,0.26547971367836,0.19153816998004913,1.0,0.24333487451076508,0.20164252817630768,0.21215732395648956,0.26102155447006226
in,0.30808621644973755,0.23054338991641998,0.539380669593811,0.17218929529190063,0.24333487451076508,1.0,0.3598145842552185,0.27054134011268616,0.20430970191955566
his,0.26976513862609863,0.19372496008872986,0.3497250974178314,0.19781717658042908,0.20164252817630768,0.3598145842552185,0.9999998807907104,0.37379691004753113,0.18075084686279297
or,0.33867141604423523,0.38324013352394104,0.48853766918182373,0.13909734785556793,0.2353428602218628,0.3586423695087433,0.2118215411901474,0.18162311613559723,0.32389625906944275
her,0.2733216881752014,0.1924201399087906,0.29850003123283386,0.1849471628665924,0.14184769988059998,0.30892789363861084,0.6726034283638,0.30407392978668213,0.20310723781585693
vocations,0.2543409764766693,0.2625023424625397,0.2304733544588089,0.2820650041103363,0.2633189260959625,0.31045955419540405,0.2948864698410034,0.2430265247821808,0.22251662611961365
on,0.34226128458976746,0.35256603360176086,0.3848365545272827,0.17248551547527313,0.24946705996990204,0.46853652596473694,0.32064297795295715,0.19639495015144348,0.2714994251728058
a,0.3320399522781372,0.2715131938457489,1.0,0.1843954622745514,0.26547971367836,0.539380669593811,0.3497250974178314,0.27076753973960876,0.23916715383529663
daily,0.19118091464042664,0.16952766478061676,0.1919020414352417,0.14218387007713318,0.19070008397102356,0.22667531669139862,0.16813142597675323,0.2733365297317505,0.1472100466489792
basis,0.27055948972702026,0.3293708562850952,0.3051576614379883,0.1719801425933838,0.2779237627983093,0.24894960224628448,0.22880592942237854,0.23529435694217682,0.14255106449127197
.,0.3567904531955719,0.3516756594181061,0.50484299659729,0.2474701702594757,0.3185402452945709,0.5591574311256409,0.3119256794452667,0.3029138445854187,0.4130953550338745
