,where,did,singer,hold,a,press,conference,in,may,2000,?
even,0.35960274934768677,0.45816805958747864,0.18947568535804749,0.32093724608421326,0.3278432786464691,0.1594773381948471,0.13662435114383698,0.29146435856819153,0.26682522892951965,-0.07897879183292389,0.30082517862319946
at,0.4402937591075897,0.28390252590179443,0.1398063749074936,0.260353684425354,0.3095070421695709,0.20594993233680725,0.20550666749477386,0.4374977946281433,0.2711789011955261,-0.06926931440830231,0.21978627145290375
the,0.5003893971443176,0.34736719727516174,0.14885097742080688,0.3067915439605713,0.5829201340675354,0.2519533634185791,0.25393402576446533,0.6662389636039734,0.2694292366504669,-0.015081177465617657,0.22068053483963013
draft,0.25563716888427734,0.22930853068828583,0.11339157819747925,0.14556804299354553,0.14911261200904846,0.22523324191570282,0.28140002489089966,0.19735127687454224,0.18739822506904602,-0.03541838005185127,0.1941390335559845
stage,0.1781195104122162,0.1994115114212036,0.33052438497543335,0.12639176845550537,0.2036506086587906,0.07505093514919281,0.11846877634525299,0.2011467069387436,0.2399054765701294,0.13485920429229736,0.14916576445102692
",",0.3149496018886566,0.3015086054801941,0.3160518407821655,0.2803111970424652,0.427140474319458,0.27518972754478455,0.21862302720546722,0.5201468467712402,0.5007920861244202,-0.03465369716286659,0.31091248989105225
this,0.4012809097766876,0.3609912693500519,0.12673695385456085,0.31573933362960815,0.5422310829162598,0.17219585180282593,0.16080623865127563,0.45205554366111755,0.37716761231422424,-0.10233435779809952,0.3155723512172699
finding,0.29964685440063477,0.2513088285923004,0.13030274212360382,0.21822862327098846,0.24783554673194885,0.1776782125234604,0.11919357627630234,0.24054329097270966,0.22327865660190582,-0.08557312935590744,0.18021653592586517
was,0.20731619000434875,0.41399896144866943,0.3099033236503601,0.19631803035736084,0.4508470594882965,0.20932909846305847,0.1537582278251648,0.45514053106307983,0.3388521671295166,0.06843073666095734,0.18412111699581146
disputed,0.2376980185508728,0.18744073808193207,0.09332795441150665,0.17552818357944489,0.1505136638879776,0.08823756873607635,0.13861769437789917,0.23450717329978943,0.19741912186145782,-0.24598044157028198,0.2165134698152542
by,0.2641284465789795,0.18574509024620056,0.1773979812860489,0.1619003266096115,0.32094135880470276,0.16423705220222473,0.13453824818134308,0.370934396982193,0.1970296949148178,0.028724920004606247,0.17966607213020325
contrarians,0.19791030883789062,0.3411285877227783,0.16472935676574707,0.2145138382911682,0.23234863579273224,0.1544225811958313,0.1311899572610855,0.2152300775051117,0.24026063084602356,-0.08700267225503922,0.2285989224910736
:,-0.012972540222108364,-0.05305134505033493,0.011876801960170269,0.012453654780983925,-0.0007584693375974894,-0.08680476248264313,0.055859070271253586,0.020521078258752823,-0.09418582171201706,-0.035688042640686035,-0.07156077772378922
in,0.5344807505607605,0.2593238651752472,0.18326447904109955,0.2667064666748047,0.539380669593811,0.17076928913593292,0.2199791669845581,1.0,0.3424151837825775,-0.0435720756649971,0.20430970191955566
may,0.23215454816818237,0.3038632869720459,0.20564529299736023,0.19962099194526672,0.29255667328834534,0.1486358493566513,0.09927339106798172,0.3424151837825775,0.9999998807907104,-0.010245288722217083,0.2768254578113556
2000,-0.11322752386331558,0.028451859951019287,0.13227805495262146,-0.11984903365373611,-0.03899485245347023,-0.018935879692435265,-0.13688112795352936,-0.0435720756649971,-0.010245288722217083,1.0,-0.0824366956949234
fred,0.09105968475341797,0.12262141704559326,0.21718710660934448,0.06696043163537979,0.2657069265842438,0.0822836309671402,0.11584186553955078,0.2077977955341339,0.18254534900188446,0.138967365026474,0.20597071945667267
singer,0.1538374274969101,0.1816350221633911,1.0,0.0752800852060318,0.19110652804374695,0.15317726135253906,0.06831664592027664,0.18326447904109955,0.20564529299736023,0.13227805495262146,0.16246667504310608
's,0.0007701900321990252,0.05069678649306297,0.02889201045036316,0.05379863828420639,0.04866964742541313,-0.05122065544128418,0.07087977230548859,-0.037580832839012146,-0.07006479054689407,-0.01496386993676424,-0.023395681753754616
science,0.19053184986114502,0.14819081127643585,0.10360290110111237,0.14713600277900696,0.2378881424665451,0.20877449214458466,0.21699504554271698,0.269875705242157,0.1839539259672165,0.00947162788361311,0.17974960803985596
and,0.43859338760375977,0.34479495882987976,0.26673105359077454,0.30117684602737427,0.3739250600337982,0.21916458010673523,0.21613861620426178,0.4954058527946472,0.34598252177238464,-0.004737076815217733,0.20544172823429108
environmental,0.15699052810668945,0.09464682638645172,0.14817562699317932,0.13766784965991974,0.22703608870506287,0.19355164468288422,0.19613365828990936,0.2718023955821991,0.24491149187088013,-0.15134720504283905,0.19728143513202667
policy,0.16572098433971405,0.2751549482345581,0.1368747055530548,0.18674184381961823,0.17720282077789307,0.24232302606105804,0.1918109804391861,0.1459147185087204,0.20010073482990265,-0.12514322996139526,0.30462446808815
project,0.14709509909152985,0.18681181967258453,0.09526176005601883,0.18323467671871185,0.2328382134437561,0.18906454741954803,0.22976474463939667,0.16277937591075897,0.17985300719738007,-0.07718190550804138,0.30569031834602356
held,0.27823105454444885,0.18607917428016663,0.12257358431816101,0.4960750639438629,0.22326228022575378,0.17469114065170288,0.29726144671440125,0.3127288818359375,0.16321872174739838,-0.07262770086526871,0.14103956520557404
a,0.40997210144996643,0.2552328109741211,0.19110652804374695,0.2822398841381073,1.0,0.1550007462501526,0.1375192254781723,0.539380669593811,0.29255667328834534,-0.03899485245347023,0.23916715383529663
press,0.2246195375919342,0.17585355043411255,0.15317726135253906,0.1108754426240921,0.1550007462501526,1.0000001192092896,0.3546408414840698,0.17076928913593292,0.1486358493566513,-0.018935879692435265,0.14048311114311218
event,0.2952560484409332,0.17957442998886108,0.18001651763916016,0.26400646567344666,0.2635729908943176,0.21511663496494293,0.2917104661464691,0.27304479479789734,0.21385762095451355,-0.11003094911575317,0.16076280176639557
on,0.37630224227905273,0.2670976221561432,0.1866772621870041,0.2548828125,0.3848365545272827,0.21994465589523315,0.1731710135936737,0.46853652596473694,0.3428080081939697,0.0072531066834926605,0.2714994251728058
capitol,0.21028511226177216,0.18397900462150574,0.15941283106803894,0.20832590758800507,0.2558524012565613,0.22749826312065125,0.2311505228281021,0.23477673530578613,0.13050319254398346,0.054748453199863434,0.12883435189723969
hill,0.23512762784957886,0.11027105897665024,0.22361917793750763,0.1620330959558487,0.16101446747779846,0.16553828120231628,0.13108447194099426,0.21030452847480774,0.12258715182542801,0.0017136752139776945,0.1149863451719284
