,what,kind,of,territories,are,being,destroyed,by,ecocide,in,the,amazon,?
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2565692961215973,0.3826591968536377,0.46524563431739807,0.24318714439868927,0.3815547823905945,0.29623785614967346,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.27043893933296204
indigenous,0.19103914499282837,0.12137679010629654,0.2675965428352356,0.2885824143886566,0.2271028310060501,0.23918482661247253,0.1414177268743515,0.2185533493757248,0.30217939615249634,0.19140906631946564,0.24885469675064087,0.3022803068161011,0.14450161159038544
territories,0.2053624987602234,0.024182138964533806,0.2877243757247925,1.0000001192092896,0.23005296289920807,0.1423596441745758,0.20475684106349945,0.21259188652038574,0.2569877803325653,0.27001065015792847,0.30191943049430847,0.2164703607559204,0.11298645287752151
continue,0.34721019864082336,0.1790115386247635,0.19578875601291656,0.15835528075695038,0.29296642541885376,0.27377909421920776,0.17340244352817535,0.19408774375915527,0.27222028374671936,0.249076247215271,0.28966447710990906,0.15110087394714355,0.23903685808181763
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24274706840515137,0.3504326641559601,0.4514104127883911,0.16806039214134216,0.33534231781959534,0.27898097038269043,0.45010748505592346,0.535392165184021,0.17033490538597107,0.29463258385658264
be,0.3929833769798279,0.33508673310279846,0.33904364705085754,0.17237304151058197,0.5556803941726685,0.5586286783218384,0.18877534568309784,0.43158695101737976,0.316052109003067,0.3481820821762085,0.4248143136501312,0.17553792893886566,0.3324260413646698
destroyed,0.19114850461483002,0.1395048052072525,0.27498680353164673,0.20475684106349945,0.156919926404953,0.27916303277015686,1.0,0.3162408173084259,0.22703097760677338,0.3248254656791687,0.3403017520904541,0.12532849609851837,0.10318030416965485
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.21259188652038574,0.37842893600463867,0.4690866470336914,0.3162408173084259,1.0000001192092896,0.23054717481136322,0.370934396982193,0.4408751428127289,0.16320857405662537,0.17966607213020325
deforestation,0.22733289003372192,0.23011809587478638,0.31609025597572327,0.20115399360656738,0.3082904815673828,0.317414790391922,0.3107202649116516,0.20404154062271118,0.47356343269348145,0.28902751207351685,0.31742316484451294,0.28994330763816833,0.13288208842277527
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.3149210512638092,0.48576638102531433,0.4286794066429138,0.2592630386352539,0.4289871156215668,0.3154960572719574,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.20544172823429108
ecocide,0.3003377914428711,0.21121174097061157,0.28144583106040955,0.2569877803325653,0.30662277340888977,0.3034616708755493,0.22703097760677338,0.23054717481136322,1.0,0.2644554078578949,0.2978762090206146,0.2654559910297394,0.3294436037540436
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24120540916919708,0.4062570035457611,0.34499165415763855,0.26472628116607666,0.3680937886238098,0.2989010214805603,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
such,0.23989605903625488,0.35786283016204834,0.3209529519081116,0.21776610612869263,0.4654397666454315,0.289646178483963,0.15228495001792908,0.2736194431781769,0.25927016139030457,0.2704046070575714,0.3575236201286316,0.18115593492984772,0.17851735651493073
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.2565692961215973,0.3826591968536377,0.46524563431739807,0.24318714439868927,0.3815547823905945,0.29623785614967346,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.27043893933296204
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.27001065015792847,0.3841303884983063,0.33162933588027954,0.3248254656791687,0.370934396982193,0.2644554078578949,1.0,0.6662389636039734,0.12227833271026611,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.30191943049430847,0.40399202704429626,0.419739305973053,0.3403017520904541,0.4408751428127289,0.2978762090206146,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
peruvian,0.09796009212732315,0.1299571841955185,0.15190976858139038,0.14018514752388,0.12925752997398376,0.1587972342967987,0.1597130000591278,0.20180246233940125,0.2005571573972702,0.14173287153244019,0.18021263182163239,0.2950074374675751,0.12126953154802322
amazon,0.16355936229228973,0.13268502056598663,0.20143137872219086,0.2164703607559204,0.15230076014995575,0.16138997673988342,0.12532849609851837,0.16320857405662537,0.2654559910297394,0.12227833271026611,0.260541707277298,1.0000001192092896,0.18144656717777252
indigenous,0.19103914499282837,0.12137679010629654,0.2675965428352356,0.2885824143886566,0.2271028310060501,0.23918482661247253,0.1414177268743515,0.2185533493757248,0.30217939615249634,0.19140906631946564,0.24885469675064087,0.3022803068161011,0.14450161159038544
peoples,0.26138749718666077,0.12792614102363586,0.2785113751888275,0.36073416471481323,0.3126947283744812,0.22256971895694733,0.18333706259727478,0.20198558270931244,0.31269407272338867,0.2226382941007614,0.3388310670852661,0.22153738141059875,0.2085462063550949
',0.3245812654495239,0.23732921481132507,0.39136970043182373,0.13856327533721924,0.24618251621723175,0.20301419496536255,0.21326281130313873,0.2610379159450531,0.19597068428993225,0.4158826768398285,0.474788099527359,0.1103491336107254,0.330942302942276
rainforest,0.22127854824066162,0.1675213873386383,0.22522282600402832,0.21261444687843323,0.2730858027935028,0.22066916525363922,0.27539995312690735,0.16387821733951569,0.38684311509132385,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.1917492002248764
communities,0.22858412563800812,0.15828058123588562,0.21719247102737427,0.42653781175613403,0.32897651195526123,0.21323056519031525,0.1577652394771576,0.14274847507476807,0.2746931314468384,0.2479604333639145,0.24729211628437042,0.1496974527835846,0.20171424746513367
continue,0.34721019864082336,0.1790115386247635,0.19578875601291656,0.15835528075695038,0.29296642541885376,0.27377909421920776,0.17340244352817535,0.19408774375915527,0.27222028374671936,0.249076247215271,0.28966447710990906,0.15110087394714355,0.23903685808181763
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24274706840515137,0.3504326641559601,0.4514104127883911,0.16806039214134216,0.33534231781959534,0.27898097038269043,0.45010748505592346,0.535392165184021,0.17033490538597107,0.29463258385658264
disappear,0.3191613554954529,0.17805902659893036,0.21931219100952148,0.1674680858850479,0.2679707109928131,0.26099470257759094,0.3096843659877777,0.13242410123348236,0.3187061846256256,0.20528991520404816,0.2970268130302429,0.1881231814622879,0.1442069411277771
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24120540916919708,0.4062570035457611,0.34499165415763855,0.26472628116607666,0.3680937886238098,0.2989010214805603,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
while,0.35511791706085205,0.18236218392848969,0.3366928696632385,0.22362390160560608,0.34230953454971313,0.41943445801734924,0.23461416363716125,0.3083919286727905,0.23465481400489807,0.3399278521537781,0.39804592728614807,0.21993641555309296,0.21076419949531555
others,0.3888046145439148,0.2769472897052765,0.2793974280357361,0.23906779289245605,0.44607222080230713,0.39205843210220337,0.25512731075286865,0.33746856451034546,0.2992483079433441,0.3167906701564789,0.34376874566078186,0.22350047528743744,0.26705288887023926
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.24120540916919708,0.4062570035457611,0.34499165415763855,0.26472628116607666,0.3680937886238098,0.2989010214805603,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.31091248989105225
like,0.4320242702960968,0.46880602836608887,0.3244853615760803,0.1676786094903946,0.4686352014541626,0.2912232577800751,0.2204475998878479,0.2583819031715393,0.22359521687030792,0.31010183691978455,0.32912567257881165,0.2082652449607849,0.3268813192844391
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.30191943049430847,0.40399202704429626,0.419739305973053,0.3403017520904541,0.4408751428127289,0.2978762090206146,0.6662389636039734,1.0,0.260541707277298,0.22068053483963013
urarina,0.1361532211303711,0.13888604938983917,0.23684245347976685,0.19364167749881744,0.1282186359167099,0.19300100207328796,0.24073515832424164,0.17576253414154053,0.1761637032032013,0.2394723892211914,0.2399539351463318,0.2151961773633957,0.09694888442754745
continue,0.34721019864082336,0.1790115386247635,0.19578875601291656,0.15835528075695038,0.29296642541885376,0.27377909421920776,0.17340244352817535,0.19408774375915527,0.27222028374671936,0.249076247215271,0.28966447710990906,0.15110087394714355,0.23903685808181763
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.24274706840515137,0.3504326641559601,0.4514104127883911,0.16806039214134216,0.33534231781959534,0.27898097038269043,0.45010748505592346,0.535392165184021,0.17033490538597107,0.29463258385658264
struggle,0.23432134091854095,0.14299698173999786,0.25674882531166077,0.18634316325187683,0.12408743798732758,0.20114779472351074,0.15180297195911407,0.17115847766399384,0.31103819608688354,0.19455546140670776,0.22927843034267426,0.18759816884994507,0.1330908089876175
