,what,is,rugby,rapidly,becoming,with,high,schools,?
rugby,0.0819927230477333,0.1589912325143814,0.9999998807907104,0.06968731433153152,0.10452069342136383,0.14878609776496887,0.16296443343162537,0.20882971584796906,0.026534482836723328
is,0.28837618231773376,1.0,0.1589912325143814,0.16968868672847748,0.3209705054759979,0.3250955045223236,0.2383800595998764,0.2022145688533783,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.21959561109542847,0.2370961755514145,0.3299058675765991,0.44397303462028503,0.29454025626182556,0.3129073679447174,0.21848613023757935
a,0.3320399522781372,0.658733606338501,0.1306363046169281,0.22376412153244019,0.3309323191642761,0.3783375024795532,0.22865821421146393,0.2118925303220749,0.23916715383529663
growing,0.20045997202396393,0.2603529095649719,0.08267668634653091,0.4148562550544739,0.3768993616104126,0.24962717294692993,0.19087736308574677,0.17750705778598785,0.10178618133068085
sport,0.1305270493030548,0.1922176480293274,0.32340237498283386,0.1347576230764389,0.1445033848285675,0.15825147926807404,0.1464349627494812,0.22208362817764282,0.0972188338637352
in,0.30808621644973755,0.5394441485404968,0.15478554368019104,0.24791336059570312,0.2425609976053238,0.4080928862094879,0.2652597725391388,0.2632134258747101,0.20430970191955566
southern,0.18679563701152802,0.2419366091489792,0.16526903212070465,0.19714657962322235,0.2070145457983017,0.18574869632720947,0.15573836863040924,0.16387571394443512,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.14417915046215057,0.16132168471813202,0.18462762236595154,0.1391957849264145,0.21608760952949524,0.20861601829528809,0.1409905105829239
",",0.3087472915649414,0.4691906273365021,0.23392422497272491,0.19603270292282104,0.33168935775756836,0.4120737314224243,0.27938312292099,0.2760516405105591,0.31091248989105225
particularly,0.33027681708335876,0.3122353255748749,0.13005585968494415,0.31273970007896423,0.28944191336631775,0.34844154119491577,0.25608471035957336,0.22990435361862183,0.2644225060939789
at,0.2838611304759979,0.25906258821487427,0.18030089139938354,0.13146483898162842,0.19560034573078156,0.29126521944999695,0.2874184250831604,0.21788150072097778,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,0.15126073360443115,0.26927268505096436,0.333665668964386,0.4223487675189972,0.28034812211990356,0.22905772924423218,0.22068053483963013
high,0.20466077327728271,0.2383800595998764,0.16296443343162537,0.18727178871631622,0.1845621019601822,0.19851811230182648,1.0,0.4018458425998688,0.11137914657592773
school,0.18774057924747467,0.19488026201725006,0.2132345736026764,0.10146665573120117,0.11292047053575516,0.13135014474391937,0.5397339463233948,0.7602541446685791,0.15091250836849213
level,0.27376922965049744,0.24803997576236725,0.19653445482254028,0.2484222948551178,0.17828795313835144,0.23348768055438995,0.39304521679878235,0.22917918860912323,0.20528386533260345
",",0.3087472915649414,0.4691906273365021,0.23392422497272491,0.19603270292282104,0.33168935775756836,0.4120737314224243,0.27938312292099,0.2760516405105591,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.14878609776496887,0.28175175189971924,0.2276059091091156,0.9999999403953552,0.19851811230182648,0.13740696012973785,0.2433311939239502
increasing,0.2066856026649475,0.21545660495758057,0.09838137775659561,0.4818808138370514,0.3276972770690918,0.2642509341239929,0.31017911434173584,0.16402707993984222,0.0681626945734024
numbers,0.24586999416351318,0.19465886056423187,0.15072490274906158,0.28783339262008667,0.16598734259605408,0.21640020608901978,0.1408086121082306,0.18050387501716614,0.19297972321510315
of,0.33290785551071167,0.4854315221309662,0.1578499972820282,0.18131932616233826,0.3014795780181885,0.41827285289764404,0.2803038954734802,0.265506386756897,0.1826142966747284
schools,0.1820785105228424,0.2022145688533783,0.20882971584796906,0.1829545795917511,0.13502182066440582,0.13740696012973785,0.4018458425998688,1.0,0.18349280953407288
adding,0.29902034997940063,0.25671643018722534,0.06973531097173691,0.23239094018936157,0.18101361393928528,0.3772427439689636,0.09880334883928299,0.14806026220321655,0.2800346910953522
rugby,0.0819927230477333,0.1589912325143814,0.9999998807907104,0.06968731433153152,0.10452069342136383,0.14878609776496887,0.16296443343162537,0.20882971584796906,0.026534482836723328
as,0.31749409437179565,0.43216490745544434,0.17061461508274078,0.27403390407562256,0.3812445104122162,0.40387406945228577,0.23253053426742554,0.21233005821704865,0.27043893933296204
an,0.2821882665157318,0.4654068350791931,0.17247062921524048,0.18780812621116638,0.26885077357292175,0.2730048894882202,0.13532011210918427,0.13943931460380554,0.19793890416622162
official,0.18967986106872559,0.21236078441143036,0.1825263500213623,0.09458200633525848,0.18444335460662842,0.1332864612340927,0.13281765580177307,0.1797254979610443,0.18097688257694244
school,0.18774057924747467,0.19488026201725006,0.2132345736026764,0.10146665573120117,0.11292047053575516,0.13135014474391937,0.5397339463233948,0.7602541446685791,0.15091250836849213
sport,0.1305270493030548,0.1922176480293274,0.32340237498283386,0.1347576230764389,0.1445033848285675,0.15825147926807404,0.1464349627494812,0.22208362817764282,0.0972188338637352
.,0.3567904531955719,0.4569662809371948,0.20526616275310516,0.22369088232517242,0.3426326513290405,0.4446153938770294,0.24301011860370636,0.2752705216407776,0.4130953550338745
