,when,dating,rocks,",",what,is,the,absolute,isotopic,date,applied,to,?
with,0.5075214505195618,0.219201922416687,0.14274846017360687,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.22037632763385773,0.21777626872062683,0.18248209357261658,0.20479343831539154,0.4239959120750427,0.2433311939239502
isotopic,0.2117316871881485,0.31828421354293823,0.3451731204986572,0.16429710388183594,0.2539058327674866,0.25704678893089294,0.16612645983695984,0.3230172395706177,1.0000001192092896,0.2256462424993515,0.25018051266670227,0.20931284129619598,0.23367057740688324
dates,0.22044897079467773,0.5533258318901062,0.25148099660873413,0.2383902668952942,0.2078574001789093,0.19036540389060974,0.3088380992412567,0.1805320829153061,0.25107353925704956,0.7372534275054932,0.19629761576652527,0.2791856825351715,0.2331625074148178
it,0.4775012135505676,0.21785187721252441,0.25571897625923157,0.48329564929008484,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.23544947803020477,0.2683973014354706,0.2222152203321457,0.18427211046218872,0.513711154460907,0.25732165575027466
became,0.32363733649253845,0.10924625396728516,0.09585588425397873,0.2798398435115814,0.1434093862771988,0.34253424406051636,0.36325156688690186,0.1670498549938202,0.05898500233888626,0.1623135209083557,0.2007771134376526,0.20401327311992645,0.11374033987522125
possible,0.2793816924095154,0.20859122276306152,0.24113629758358002,0.3032452464103699,0.3281886577606201,0.2872174084186554,0.32701125741004944,0.2696595788002014,0.36102330684661865,0.30001652240753174,0.2207115739583969,0.4506641626358032,0.3059970438480377
to,0.5423505902290344,0.17611581087112427,0.23520028591156006,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.26245933771133423,0.20931284129619598,0.2530132532119751,0.26928162574768066,1.0,0.29463258385658264
assign,0.28666454553604126,0.17575086653232574,0.056613657623529434,0.2065923511981964,0.31285834312438965,0.20564132928848267,0.2969426214694977,0.2614482343196869,0.25317907333374023,0.2424408495426178,0.2700852155685425,0.36108025908470154,0.29387906193733215
absolute,0.26889339089393616,0.13376139104366302,0.12423399090766907,0.19126510620117188,0.3186502158641815,0.2352413386106491,0.26488861441612244,0.9999998807907104,0.3230172395706177,0.13171128928661346,0.2238968163728714,0.26245933771133423,0.22724391520023346
ages,0.2597545385360718,0.37358954548835754,0.26357144117355347,0.20853061974048615,0.2546566128730774,0.18691010773181915,0.28271523118019104,0.2057202011346817,0.2407248318195343,0.16796541213989258,0.1457786113023758,0.18168984353542328,0.16701677441596985
to,0.5423505902290344,0.17611581087112427,0.23520028591156006,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.26245933771133423,0.20931284129619598,0.2530132532119751,0.26928162574768066,1.0,0.29463258385658264
rock,0.21878400444984436,0.24752582609653473,0.5946089029312134,0.2775712311267853,0.1923677921295166,0.1981455236673355,0.23786304891109467,0.13682039082050323,0.17741158604621887,0.16633594036102295,0.16655081510543823,0.22657817602157593,0.13172835111618042
units,0.1818792074918747,0.07924455404281616,0.16363149881362915,0.20803093910217285,0.1804584264755249,0.18204201757907867,0.2691343426704407,0.20214012265205383,0.29233312606811523,0.10931921005249023,0.25299984216690063,0.22514180839061737,0.089388407766819
",",0.36674630641937256,0.2450258880853653,0.30537211894989014,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.19126510620117188,0.16429710388183594,0.2279704213142395,0.28330111503601074,0.44245919585227966,0.31091248989105225
and,0.4716290831565857,0.23646213114261627,0.29739323258399963,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21965505182743073,0.1658094823360443,0.21585220098495483,0.26963624358177185,0.48971283435821533,0.20544172823429108
these,0.3811454772949219,0.21974509954452515,0.3329205811023712,0.37613096833229065,0.4164220690727234,0.2498808652162552,0.49086877703666687,0.22473981976509094,0.3139643669128418,0.15472975373268127,0.2480488270521164,0.46852558851242065,0.2571668326854706
absolute,0.26889339089393616,0.13376139104366302,0.12423399090766907,0.19126510620117188,0.3186502158641815,0.2352413386106491,0.26488861441612244,0.9999998807907104,0.3230172395706177,0.13171128928661346,0.2238968163728714,0.26245933771133423,0.22724391520023346
dates,0.22044897079467773,0.5533258318901062,0.25148099660873413,0.2383902668952942,0.2078574001789093,0.19036540389060974,0.3088380992412567,0.1805320829153061,0.25107353925704956,0.7372534275054932,0.19629761576652527,0.2791856825351715,0.2331625074148178
could,0.42036551237106323,0.1241912916302681,0.18706542253494263,0.27399855852127075,0.4188697934150696,0.2763098180294037,0.35393214225769043,0.20432458817958832,0.16965343058109283,0.14846424758434296,0.26825758814811707,0.5461788773536682,0.3411986827850342
be,0.4451393485069275,0.15900538861751556,0.2445140779018402,0.39254459738731384,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3183782696723938,0.2858920693397522,0.26916593313217163,0.2932760715484619,0.4972836375236511,0.3324260413646698
applied,0.2881869077682495,0.10402163118124008,0.22400791943073273,0.28330111503601074,0.1944669634103775,0.21050988137722015,0.22842662036418915,0.2238968163728714,0.25018051266670227,0.153764545917511,0.9999999403953552,0.26928162574768066,0.15585725009441376
to,0.5423505902290344,0.17611581087112427,0.23520028591156006,0.44245919585227966,0.455847829580307,0.42745086550712585,0.535392165184021,0.26245933771133423,0.20931284129619598,0.2530132532119751,0.26928162574768066,1.0,0.29463258385658264
fossil,0.1803843080997467,0.3787603974342346,0.42836707830429077,0.18419179320335388,0.22930388152599335,0.1777227222919464,0.21818694472312927,0.17333221435546875,0.3716430068016052,0.22723741829395294,0.10009662806987762,0.20474779605865479,0.15712964534759521
sequences,0.2331484854221344,0.25439903140068054,0.26733076572418213,0.20624659955501556,0.22366639971733093,0.19739049673080444,0.2234572321176529,0.17024746537208557,0.4023996889591217,0.21055078506469727,0.15197694301605225,0.22955146431922913,0.1885564625263214
in,0.4431333839893341,0.2300887107849121,0.23642492294311523,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2138172686100006,0.15804724395275116,0.21362407505512238,0.2475845366716385,0.45010748505592346,0.20430970191955566
