,what,is,the,eighth,most,populous,city,in,the,nation,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.22870898246765137,0.321603000164032,0.17486226558685303,0.20300441980361938,0.45010748505592346,0.535392165184021,0.2556411623954773,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3654443025588989,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.39486879110336304,0.22068053483963013
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.14902374148368835,0.24453285336494446,0.2993078827857971,0.38135167956352234,0.33642083406448364,0.3129390776157379,0.3083448112010956,0.12336621433496475
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.19779939949512482,0.4309377074241638,0.2610417604446411,0.2827445864677429,0.4954058527946472,0.5171257257461548,0.2466844916343689,0.20544172823429108
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.12805461883544922,0.336320698261261,0.17408040165901184,0.19554263353347778,0.4080928862094879,0.4223487675189972,0.2163824439048767,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2517085671424866,0.3508910834789276,0.20130963623523712,0.2349124401807785,0.539380669593811,0.5829201340675354,0.23379194736480713,0.23916715383529663
population,0.2000674307346344,0.2727566361427307,0.32044094800949097,0.13152477145195007,0.21684317290782928,0.6115639805793762,0.4607829749584198,0.3268454372882843,0.32044094800949097,0.3931160271167755,0.14449454843997955
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24405013024806976,0.4178851246833801,0.3670322299003601,0.32503411173820496,0.5696388483047485,0.733189046382904,0.3102196156978607,0.1826142966747284
"1,307,402",0.1214313954114914,0.07522958517074585,0.23175421357154846,0.19636301696300507,0.04842974990606308,0.10038550198078156,0.18843142688274384,0.16792328655719757,0.23175421357154846,0.14873863756656647,0.0428515300154686
is,0.28837618231773376,1.0,0.5823672413825989,0.29349127411842346,0.41165053844451904,0.3188974857330322,0.3186660706996918,0.5394441485404968,0.5823672413825989,0.2303507775068283,0.22961433231830597
san,0.19375550746917725,0.1594623327255249,0.2858080565929413,0.09821362048387527,0.19508418440818787,0.1893279254436493,0.32193511724472046,0.2617562413215637,0.2858080565929413,0.18363498151302338,0.10952327400445938
diego,0.16958405077457428,0.1608497053384781,0.20885010063648224,0.11026722937822342,0.1866137683391571,0.13782332837581635,0.2495635747909546,0.2255222201347351,0.20885010063648224,0.1569223403930664,0.11438121646642685
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20688000321388245,0.3636029064655304,0.3247142732143402,0.35839709639549255,0.5201468467712402,0.4933079481124878,0.2516145408153534,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3654443025588989,0.47635307908058167,0.3307441174983978,0.35769423842430115,0.6662389636039734,1.0,0.39486879110336304,0.22068053483963013
second,0.19948028028011322,0.3161451518535614,0.4620301127433777,0.5080205202102661,0.2877694070339203,0.2684277296066284,0.22979044914245605,0.34510284662246704,0.4620301127433777,0.23937655985355377,0.17239587008953094
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.2454690933227539,1.0,0.3985730707645416,0.24853192269802094,0.41416558623313904,0.47635307908058167,0.25644150376319885,0.2107497900724411
populous,0.18190032243728638,0.3188974857330322,0.3307441174983978,0.24222075939178467,0.3985730707645416,1.0000001192092896,0.5098537802696228,0.35825732350349426,0.3307441174983978,0.39871683716773987,0.1949436515569687
