,what,were,many,pastors,unable,to,do,?
``,0.008517155423760414,0.006090171169489622,0.012824942357838154,0.011834287084639072,0.07807784527540207,0.06720756739377975,0.06628920882940292,0.0685480609536171
merciful,0.22585226595401764,0.1759142428636551,0.15206891298294067,0.3060953617095947,0.21811933815479279,0.26691934466362,0.2388930320739746,0.192195862531662
god,0.3127830922603607,0.1674642413854599,0.22022904455661774,0.2649606764316559,0.1362592726945877,0.2408517301082611,0.21549351513385773,0.23396754264831543
",",0.3087472915649414,0.36755475401878357,0.40610817074775696,0.20957639813423157,0.20128878951072693,0.44245919585227966,0.3283645510673523,0.31091248989105225
what,0.9999998807907104,0.22298263013362885,0.36131182312965393,0.2295304387807846,0.2877064049243927,0.455847829580307,0.4609605669975281,0.5051238536834717
misery,0.2854509949684143,0.20037147402763367,0.2394864708185196,0.21291899681091309,0.18026533722877502,0.1470811367034912,0.16519367694854736,0.24438795447349548
i,0.4411132335662842,0.19386646151542664,0.22270812094211578,0.17554277181625366,0.2330792248249054,0.3140375316143036,0.39633429050445557,0.4695145785808563
have,0.39808809757232666,0.5193349123001099,0.5841760635375977,0.24441765248775482,0.29778918623924255,0.4544740617275238,0.49831271171569824,0.32991164922714233
seen,0.3087027072906494,0.24900057911872864,0.34234827756881714,0.1513468623161316,0.17525836825370789,0.2634880542755127,0.2340354472398758,0.2567344307899475
",",0.3087472915649414,0.36755475401878357,0.40610817074775696,0.20957639813423157,0.20128878951072693,0.44245919585227966,0.3283645510673523,0.31091248989105225
'',0.08143015950918198,0.007215402089059353,-0.016843097284436226,0.03076498582959175,-0.062135323882102966,-0.009905828163027763,-0.00043653504690155387,0.018684765323996544
luther,0.2134782373905182,0.18652333319187164,0.2471185326576233,0.3949829041957855,0.13116592168807983,0.18029534816741943,0.10933273285627365,0.1732746809720993
wrote,0.2664989233016968,0.3381096124649048,0.283401757478714,0.2554759681224823,0.10425154119729996,0.18888387084007263,0.16949757933616638,0.19322504103183746
",",0.3087472915649414,0.36755475401878357,0.40610817074775696,0.20957639813423157,0.20128878951072693,0.44245919585227966,0.3283645510673523,0.31091248989105225
``,0.008517155423760414,0.006090171169489622,0.012824942357838154,0.011834287084639072,0.07807784527540207,0.06720756739377975,0.06628920882940292,0.0685480609536171
the,0.42745697498321533,0.3906462490558624,0.4335206151008606,0.1971966028213501,0.29094135761260986,0.535392165184021,0.30239659547805786,0.22068053483963013
common,0.19989867508411407,0.14443030953407288,0.3503221273422241,0.09467659145593643,0.1614006906747818,0.21109338104724884,0.23032814264297485,0.20434872806072235
people,0.32444337010383606,0.35862088203430176,0.4171447455883026,0.3415030539035797,0.25711342692375183,0.37275731563568115,0.2961650788784027,0.23739641904830933
knowing,0.5129591822624207,0.19627223908901215,0.3149944245815277,0.19121631979942322,0.3696526288986206,0.3660433888435364,0.3794856667518616,0.3560667932033539
nothing,0.5522216558456421,0.17174132168293,0.2914260923862457,0.17488466203212738,0.2855115234851837,0.36909499764442444,0.37781670689582825,0.4541490972042084
at,0.2838611304759979,0.2947486639022827,0.2716965675354004,0.16656360030174255,0.23449711501598358,0.36524343490600586,0.1511090099811554,0.21978627145290375
all,0.41981086134910583,0.4387909770011902,0.5443700551986694,0.22364184260368347,0.26493361592292786,0.42520734667778015,0.38664430379867554,0.29575422406196594
of,0.33290785551071167,0.34038281440734863,0.37253960967063904,0.22573843598365784,0.2372649908065796,0.41548454761505127,0.26150479912757874,0.1826142966747284
christian,0.17849333584308624,0.17898213863372803,0.17312119901180267,0.37852153182029724,0.05837363377213478,0.19438040256500244,0.1530228853225708,0.1508396863937378
doctrine,0.3112909197807312,0.18740306794643402,0.21184688806533813,0.31479954719543457,0.07325918227434158,0.18971149623394012,0.15831871330738068,0.21789313852787018
...,0.001098619308322668,-0.011268461123108864,0.03739563375711441,0.13316908478736877,-0.08414843678474426,-0.012529745697975159,0.021506769582629204,-0.07163430005311966
and,0.31309178471565247,0.42175528407096863,0.5296266674995422,0.22662010788917542,0.2742411196231842,0.48971283435821533,0.276123583316803,0.20544172823429108
unfortunately,0.4536077380180359,0.26014816761016846,0.38150346279144287,0.1527334600687027,0.3535987138748169,0.36665233969688416,0.3251245617866516,0.24936126172542572
many,0.36131182312965393,0.4804460406303406,0.9999999403953552,0.28289884328842163,0.23783797025680542,0.40243685245513916,0.38738366961479187,0.2124512493610382
pastors,0.2295304387807846,0.3323955535888672,0.28289884328842163,1.0000001192092896,0.16807526350021362,0.24736544489860535,0.19116970896720886,0.17702129483222961
are,0.29724663496017456,0.6489362716674805,0.5655534863471985,0.2906527817249298,0.13948975503444672,0.3504326641559601,0.41111594438552856,0.24591213464736938
well-nigh,0.2452324777841568,0.239934042096138,0.2686886191368103,0.237706258893013,0.24019114673137665,0.2961030900478363,0.17360779643058777,0.2140880823135376
unskilled,0.22583582997322083,0.34413498640060425,0.31801894307136536,0.24602475762367249,0.3461116850376129,0.2599128186702728,0.24151532351970673,0.17135822772979736
and,0.31309178471565247,0.42175528407096863,0.5296266674995422,0.22662010788917542,0.2742411196231842,0.48971283435821533,0.276123583316803,0.20544172823429108
incapable,0.355741411447525,0.21709807217121124,0.23088866472244263,0.21603181958198547,0.36961063742637634,0.2589816153049469,0.302617609500885,0.24158988893032074
of,0.33290785551071167,0.34038281440734863,0.37253960967063904,0.22573843598365784,0.2372649908065796,0.41548454761505127,0.26150479912757874,0.1826142966747284
teaching,0.27416905760765076,0.1876843124628067,0.32002294063568115,0.39544641971588135,0.13931338489055634,0.2762126624584198,0.28052759170532227,0.20424684882164001
.,0.3567904531955719,0.3378238379955292,0.3974229395389557,0.19854140281677246,0.25733235478401184,0.4645031690597534,0.3613996207714081,0.4130953550338745
'',0.08143015950918198,0.007215402089059353,-0.016843097284436226,0.03076498582959175,-0.062135323882102966,-0.009905828163027763,-0.00043653504690155387,0.018684765323996544
