,when,rock,formations,are,found,on,top,of,a,fault,that,have,not,been,cut,",",then,they,must,be,older,or,younger,than,the,fault,?
faults,0.26734304428100586,0.32859569787979126,0.3810639977455139,0.25682997703552246,0.236900195479393,0.18545252084732056,0.1231914833188057,0.1837489753961563,0.189353346824646,0.7531968355178833,0.3603096008300781,0.3013685345649719,0.30541467666625977,0.20724131166934967,0.271660178899765,0.22731737792491913,0.23056480288505554,0.26456981897354126,0.21042506396770477,0.2472122311592102,0.19695046544075012,0.26072609424591064,0.16587422788143158,0.2174776792526245,0.3002931475639343,0.7531968355178833,0.17420656979084015
are,0.29873907566070557,0.2232755869626999,0.3421277403831482,1.0,0.2740558087825775,0.268924742937088,0.1942039579153061,0.39081433415412903,0.265255331993103,0.17996442317962646,0.45265161991119385,0.6577680706977844,0.46186959743499756,0.4703826308250427,0.2171708643436432,0.4062570035457611,0.23076686263084412,0.610666811466217,0.3923934996128082,0.5556803941726685,0.2168419063091278,0.5374364256858826,0.1360478401184082,0.39206281304359436,0.40399202704429626,0.17996442317962646,0.24591213464736938
younger,0.2750922739505768,0.21331720054149628,0.12633584439754486,0.1360478401184082,0.10564430803060532,0.08506304025650024,0.11643285304307938,0.23100069165229797,0.17135030031204224,0.18530389666557312,0.23157529532909393,0.17356112599372864,0.12290078401565552,0.182977557182312,0.14701372385025024,0.24365073442459106,0.14003990590572357,0.21859700977802277,0.14517994225025177,0.156501904129982,0.6406369209289551,0.1400587260723114,0.9999999403953552,0.29155412316322327,0.19571860134601593,0.18530389666557312,0.12709127366542816
than,0.2883036434650421,0.17937497794628143,0.24463580548763275,0.39206281304359436,0.21039707958698273,0.2864885926246643,0.20067130029201508,0.33036211133003235,0.3126874566078186,0.1325051635503769,0.4891277849674225,0.46517109870910645,0.3858577013015747,0.29363131523132324,0.2008989006280899,0.3371901512145996,0.24344494938850403,0.3383907079696655,0.2465018779039383,0.46516597270965576,0.35258033871650696,0.5002588033676147,0.29155412316322327,1.0,0.3227543234825134,0.1325051635503769,0.24917294085025787
the,0.5091903209686279,0.23786304891109467,0.3201930522918701,0.40399202704429626,0.3452354073524475,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40389683842658997,0.4310511648654938,0.3563927710056305,0.29221418499946594,0.4933079481124878,0.4297412931919098,0.49925389885902405,0.2713140547275543,0.4248143136501312,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.22068053483963013
rocks,0.2353006899356842,0.5946089029312134,0.5366939306259155,0.33511796593666077,0.33259448409080505,0.2381529062986374,0.16140633821487427,0.2664484679698944,0.2111329436302185,0.3826194107532501,0.2636556923389435,0.2391737848520279,0.2078518122434616,0.19731006026268005,0.20006367564201355,0.30537211894989014,0.18642613291740417,0.3147345185279846,0.18584714829921722,0.2445140779018402,0.27690139412879944,0.26878252625465393,0.24828751385211945,0.2361476570367813,0.24413059651851654,0.3826194107532501,0.17394492030143738
they,0.5090266466140747,0.23386521637439728,0.33538779616355896,0.610666811466217,0.3030489683151245,0.31295230984687805,0.18080748617649078,0.3426007330417633,0.3528250455856323,0.1586654633283615,0.5710820555686951,0.6542890071868896,0.5804335474967957,0.410590261220932,0.23222216963768005,0.390799880027771,0.4681341052055359,0.9999999403953552,0.3667615056037903,0.4858434796333313,0.2707013487815857,0.4633304476737976,0.21859700977802277,0.3383907079696655,0.49925389885902405,0.1586654633283615,0.2753053903579712
cut,0.255116730928421,0.1922423094511032,0.1482122391462326,0.2171708643436432,0.17397652566432953,0.22312447428703308,0.1726968139410019,0.26061776280403137,0.2642877995967865,0.2554089426994324,0.28329476714134216,0.2731536626815796,0.2627222239971161,0.2411678433418274,0.9999998807907104,0.23439376056194305,0.323426753282547,0.23222216963768005,0.160549595952034,0.3182462155818939,0.12609869241714478,0.28960758447647095,0.14701372385025024,0.2008989006280899,0.29221418499946594,0.2554089426994324,0.1403924524784088
;,0.022927695885300636,0.07991944253444672,0.030677521601319313,0.15315808355808258,0.06301894783973694,-0.017878999933600426,-0.019828343763947487,0.054534342139959335,-0.02122584730386734,0.12647061049938202,0.0633435994386673,0.10650043189525604,0.12084553390741348,0.09567742794752121,0.01955031044781208,0.04938793554902077,-0.016737230122089386,0.14797019958496094,0.05532258376479149,0.06185305491089821,0.10462401062250137,0.0563276931643486,0.02841752953827381,0.04767092317342758,0.09152708947658539,0.12647061049938202,0.10349778085947037
accordingly,0.3177817463874817,0.16008512675762177,0.20587220788002014,0.32359579205513,0.17743417620658875,0.3608325719833374,0.1736883670091629,0.22633248567581177,0.26570287346839905,0.2574189305305481,0.39682233333587646,0.3850425183773041,0.41525793075561523,0.35272908210754395,0.2274462729692459,0.31155139207839966,0.32453447580337524,0.32170745730400085,0.3525197207927704,0.46244752407073975,0.22708067297935486,0.29191187024116516,0.16674162447452545,0.3219190239906311,0.31703200936317444,0.2574189305305481,0.3418521285057068
",",0.36674630641937256,0.2775712311267853,0.2789337933063507,0.4062570035457611,0.27385151386260986,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.427140474319458,0.2584017217159271,0.4137537479400635,0.3541618287563324,0.3769696354866028,0.34873589873313904,0.23439376056194305,1.0000001192092896,0.36768391728401184,0.390799880027771,0.2231246829032898,0.39254459738731384,0.2598324418067932,0.3769497275352478,0.24365073442459106,0.3371901512145996,0.4933079481124878,0.2584017217159271,0.31091248989105225
if,0.5608453154563904,0.12996108829975128,0.1705593764781952,0.32547882199287415,0.18238407373428345,0.24549968540668488,0.24618546664714813,0.2557544410228729,0.41272827982902527,0.2040300965309143,0.5634250640869141,0.48852935433387756,0.6100378632545471,0.30252891778945923,0.2140454798936844,0.257730096578598,0.5936081409454346,0.4092397689819336,0.5808357000350952,0.5628611445426941,0.1552969515323639,0.508355975151062,0.13320735096931458,0.387159138917923,0.33724796772003174,0.2040300965309143,0.4441644251346588
a,0.44397395849227905,0.25165656208992004,0.2534730136394501,0.265255331993103,0.2869448959827423,0.3848365545272827,0.2422690987586975,0.5052502155303955,1.0,0.20718993246555328,0.47537946701049805,0.338716596364975,0.3791346549987793,0.3315402865409851,0.2642877995967865,0.427140474319458,0.3970017731189728,0.3528250455856323,0.3016769587993622,0.39883795380592346,0.19492490589618683,0.48853766918182373,0.17135030031204224,0.3126874566078186,0.5829201340675354,0.20718993246555328,0.23916715383529663
fault,0.23491935431957245,0.27987319231033325,0.28325313329696655,0.17996442317962646,0.25951021909713745,0.2299683690071106,0.04841805249452591,0.18183428049087524,0.20718993246555328,1.0,0.3191380500793457,0.1979800909757614,0.2346569299697876,0.18250776827335358,0.2554089426994324,0.2584017217159271,0.20591700077056885,0.1586654633283615,0.12722532451152802,0.18428079783916473,0.19825749099254608,0.15710939466953278,0.18530389666557312,0.1325051635503769,0.2534576952457428,1.0,0.1623915582895279
is,0.3471449911594391,0.1981455236673355,0.23410221934318542,0.5330929756164551,0.3526395261287689,0.3635730445384979,0.17102722823619843,0.4854315221309662,0.658733606338501,0.22032389044761658,0.3995479643344879,0.3613572418689728,0.3776007890701294,0.39566612243652344,0.16317076981067657,0.4691906273365021,0.24618037045001984,0.330102801322937,0.3093329071998596,0.4819129705429077,0.19513072073459625,0.41870999336242676,0.1445060670375824,0.2839990258216858,0.5823672413825989,0.22032389044761658,0.22961433231830597
found,0.24078510701656342,0.18355251848697662,0.33055731654167175,0.2740558087825775,0.9999999403953552,0.2337699830532074,0.16634538769721985,0.2982911467552185,0.2869448959827423,0.25951021909713745,0.29063743352890015,0.32803434133529663,0.23683975636959076,0.3022008240222931,0.17397652566432953,0.27385151386260986,0.16172561049461365,0.3030489683151245,0.13391098380088806,0.23313552141189575,0.16500303149223328,0.22172152996063232,0.10564430803060532,0.21039707958698273,0.3452354073524475,0.25951021909713745,0.16790300607681274
that,0.5860282182693481,0.2285659909248352,0.2890501916408539,0.45265161991119385,0.29063743352890015,0.42569106817245483,0.2259238362312317,0.41498205065727234,0.47537946701049805,0.3191380500793457,1.0,0.6182622313499451,0.6600887179374695,0.4152003228664398,0.28329476714134216,0.4137537479400635,0.455153226852417,0.5710820555686951,0.42000943422317505,0.6036020517349243,0.30689194798469543,0.4729836881160736,0.23157529532909393,0.4891277849674225,0.5473989248275757,0.3191380500793457,0.32716336846351624
