,what,famous,snowbaorder,lives,in,southern,california,?
professional,0.20202119648456573,0.18918973207473755,0.27008265256881714,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
skateboarder,0.1660849153995514,0.27740681171417236,0.32852834463119507,0.21284063160419464,0.1850292980670929,0.13928164541721344,0.2639768719673157,0.1600131243467331
tony,0.10000114887952805,0.21134856343269348,0.22109778225421906,0.1675073206424713,0.1887626051902771,0.1789068877696991,0.2308392971754074,0.08139519393444061
hawk,0.2023882418870926,0.19904527068138123,0.27595454454421997,0.1742183119058609,0.1284998506307602,0.21686673164367676,0.227328360080719,0.14979258179664612
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
professional,0.20202119648456573,0.18918973207473755,0.27008265256881714,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
surfers,0.2054639458656311,0.24093963205814362,0.31973594427108765,0.26480379700660706,0.18088552355766296,0.1396961361169815,0.3116176724433899,0.12450002878904343
rob,0.1472785621881485,0.14822843670845032,0.16667528450489044,0.15694500505924225,0.14996689558029175,0.13436730206012726,0.22655650973320007,0.1787470430135727
machado,0.15403850376605988,0.28999602794647217,0.21481618285179138,0.14004471898078918,0.1900041401386261,0.14771847426891327,0.2892453372478485,0.13878436386585236
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
tim,0.175260990858078,0.1509898602962494,0.16504080593585968,0.1406632512807846,0.1986953467130661,0.04902440309524536,0.2017405480146408,0.15955719351768494
curran,0.07071159034967422,0.22153839468955994,0.2194833755493164,0.23301248252391815,0.1983710378408432,0.2883972227573395,0.23727954924106598,0.17317073047161102
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
bobby,0.14280302822589874,0.1590290516614914,0.1741410344839096,0.17476922273635864,0.13409388065338135,0.10859166830778122,0.186086043715477,0.08083787560462952
martinez,0.1382196694612503,0.1995752602815628,0.21291612088680267,0.18582195043563843,0.20239223539829254,0.1806326061487198,0.301456093788147,0.17318372428417206
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
pat,0.2026040256023407,0.13275624811649323,0.18668608367443085,0.1537516564130783,0.1931418925523758,0.05011230334639549,0.25268033146858215,0.14307257533073425
o'connell,0.16373181343078613,0.06026146560907364,0.19858670234680176,0.11248494684696198,0.18149052560329437,0.1749049872159958,0.2458188235759735,0.19909696280956268
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
dane,0.16443581879138947,0.18078038096427917,0.2063051164150238,0.21269680559635162,0.25265949964523315,0.13664120435714722,0.20837484300136566,0.15775646269321442
reynolds,0.12969659268856049,0.23070956766605377,0.1429440975189209,0.16409245133399963,0.19053037464618683,0.21635548770427704,0.24060070514678955,0.15176701545715332
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
and,0.31309178471565247,0.2970265746116638,0.252532958984375,0.27047020196914673,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
chris,0.1438586264848709,0.10479199141263962,0.16549022495746613,0.12109553068876266,0.10647130012512207,0.09188168495893478,0.16182805597782135,0.12341532111167908
ward,0.15211644768714905,0.20423787832260132,0.17462661862373352,0.17745378613471985,0.19211581349372864,0.16219225525856018,0.1562517136335373,0.09479375928640366
",",0.3087472915649414,0.2816491723060608,0.29314544796943665,0.32538965344429016,0.5201468467712402,0.2795628309249878,0.2704589068889618,0.31091248989105225
and,0.31309178471565247,0.2970265746116638,0.252532958984375,0.27047020196914673,0.4954058527946472,0.24232792854309082,0.2441616654396057,0.20544172823429108
professional,0.20202119648456573,0.18918973207473755,0.27008265256881714,0.12127061188220978,0.20803587138652802,0.15845218300819397,0.2293522208929062,0.13074518740177155
snowboarder,0.10477627068758011,0.1710646152496338,0.6102436184883118,0.15675508975982666,0.14020635187625885,0.12203998118638992,0.22619010508060455,0.14644627273082733
shaun,0.11964268237352371,0.1263882964849472,0.21541252732276917,0.15139418840408325,0.1682451367378235,0.05373920872807503,0.16206739842891693,0.2251807302236557
white,0.1410645991563797,0.11057977378368378,0.23548482358455658,0.22204534709453583,0.1821274310350418,0.18219314515590668,0.13869701325893402,0.124679796397686
live,0.20532001554965973,0.21670106053352356,0.21772032976150513,0.5280572772026062,0.3068392276763916,0.13170766830444336,0.18956486880779266,0.19481121003627777
in,0.30808621644973755,0.34673580527305603,0.23667974770069122,0.3182811737060547,1.0,0.3190481662750244,0.2772824168205261,0.20430970191955566
southern,0.18679563701152802,0.16474774479866028,0.1936017870903015,0.2201305776834488,0.3190481662750244,1.0,0.2983402609825134,0.11225555837154388
california,0.1811584085226059,0.17896324396133423,0.21079835295677185,0.20627649128437042,0.2772824168205261,0.2983402609825134,1.0,0.1409905105829239
.,0.3567904531955719,0.2322506159543991,0.2757204473018646,0.2944296896457672,0.5591574311256409,0.26629969477653503,0.2870451807975769,0.4130953550338745
