,what,is,the,civil,disobedience,called,where,people,refuse,to,be,released,?
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.24196121096611023,0.3574272096157074,0.41327622532844543,0.4012809097766876,0.27838850021362305,0.29187625646591187,0.5759071707725525,0.566177248954773,0.22735528647899628,0.3155723512172699
is,0.28837618231773376,1.0,0.5823672413825989,0.16941262781620026,0.21453623473644257,0.430266410112381,0.3586711287498474,0.34254953265190125,0.20586010813713074,0.42745086550712585,0.4819129705429077,0.21587204933166504,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.21693918108940125,0.25352153182029724,0.4868806302547455,0.40997210144996643,0.3483705520629883,0.2521035671234131,0.45503583550453186,0.39883795380592346,0.23456448316574097,0.23916715383529663
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.0937703400850296,0.2092548906803131,0.39092445373535156,0.25177764892578125,0.1481005847454071,0.1904849410057068,0.2772196829319,0.3391776382923126,0.14297938346862793,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24698495864868164,0.31932318210601807,0.4222904443740845,0.38066378235816956,0.3251037895679474,0.2180326282978058,0.41548454761505127,0.33904364705085754,0.17721395194530487,0.1826142966747284
jail,0.18833428621292114,0.1632465124130249,0.15714490413665771,0.2882981300354004,0.37023699283599854,0.17413218319416046,0.22083544731140137,0.2623855769634247,0.32081565260887146,0.22650986909866333,0.20116743445396423,0.30565786361694336,0.16329234838485718
solidarity,0.21004708111286163,0.18792396783828735,0.253632515668869,0.3223045766353607,0.45741015672683716,0.16725552082061768,0.15559428930282593,0.2694614827632904,0.247949481010437,0.2103736847639084,0.15554843842983246,0.08565352112054825,0.21046410501003265
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2541380822658539,0.2603943943977356,0.300344854593277,0.41390106081962585,0.33118996024131775,0.25066500902175903,0.4645031690597534,0.4383580684661865,0.298698753118515,0.4130953550338745
,what,is,the,civil,disobedience,called,where,people,refuse,to,be,released,?
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,0.03367530554533005,0.021624822169542313,0.0023308666422963142,0.09494096785783768,0.10792411118745804,0.0413617305457592,0.07649242132902145,0.02023543231189251,0.21417824923992157,0.011015460826456547
page,0.31527459621429443,0.23543500900268555,0.3112281262874603,0.1595798134803772,0.14275901019573212,0.09376032650470734,0.20993535220623016,0.1575283706188202,0.20374532043933868,0.32946673035621643,0.40966424345970154,0.1684620976448059,0.38066282868385315
needed,0.3631289601325989,0.21605761349201202,0.3064746856689453,0.1810653656721115,0.19774167239665985,0.26120099425315857,0.333842933177948,0.23403583467006683,0.3790995478630066,0.45002421736717224,0.44150373339653015,0.1491192728281021,0.2863257825374603
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,-0.029140548780560493,-0.0568564347922802,0.0610046349465847,-0.015714233741164207,-0.03171391412615776,-0.041378047317266464,-0.04249158129096031,-0.0038522027898579836,0.03719226270914078,-0.0022520492784678936
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.2768925428390503,0.23306922614574432,0.398924857378006,0.5016061663627625,0.4820519685745239,0.2491062879562378,0.40669289231300354,0.41019052267074585,0.18746162950992584,0.29405656456947327
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.16153892874717712,0.22560594975948334,0.34887513518333435,0.412650465965271,0.3380994498729706,0.28155434131622314,0.4544740617275238,0.5760743618011475,0.19418354332447052,0.32991164922714233
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.22241419553756714,0.30266615748405457,0.5140911936759949,0.5413004159927368,0.34775957465171814,0.30365264415740967,0.5348826050758362,0.48342031240463257,0.2548539638519287,0.21848613023757935
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.16754008829593658,0.20087917149066925,0.21922262012958527,0.24669882655143738,0.23209184408187866,0.15854553878307343,0.34945759177207947,0.5304332375526428,0.1854143887758255,0.24354910850524902
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.2212105095386505,0.2810143232345581,0.3552800714969635,0.4338301420211792,0.4171447455883026,0.2671359181404114,0.40243685245513916,0.3961109519004822,0.19981540739536285,0.2124512493610382
instances,0.37020906805992126,0.25202253460884094,0.33414426445961,0.15560325980186462,0.2574734091758728,0.2607717216014862,0.3989109694957733,0.27486664056777954,0.22769221663475037,0.35826775431632996,0.451374888420105,0.1937035620212555,0.3098512887954712
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24698495864868164,0.31932318210601807,0.4222904443740845,0.38066378235816956,0.3251037895679474,0.2180326282978058,0.41548454761505127,0.33904364705085754,0.17721395194530487,0.1826142966747284
solitary,0.18614345788955688,0.21105600893497467,0.23371794819831848,0.1575855314731598,0.2958022654056549,0.22471816837787628,0.22522775828838348,0.15250439941883087,0.17763543128967285,0.21951009333133698,0.3292269706726074,0.2750087380409241,0.17906878888607025
civil,0.15091551840305328,0.16941262781620026,0.2477465271949768,1.0,0.5442691445350647,0.1720334142446518,0.13912323117256165,0.24625034630298615,0.20696480572223663,0.2019355595111847,0.18061059713363647,0.1241351068019867,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.30963727831840515,0.5442691445350647,1.0,0.2320696860551834,0.20790143311023712,0.2943185269832611,0.46560195088386536,0.30665844678878784,0.2944406270980835,0.18067608773708344,0.19890835881233215
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.26549121737480164,0.3149496018886566,0.36644625663757324,0.25615203380584717,0.44245919585227966,0.39254459738731384,0.2775750756263733,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.09689128398895264,0.20085255801677704,0.2647407650947571,0.3198639750480652,0.2260056734085083,0.2124263346195221,0.2871878743171692,0.5239806771278381,0.15574897825717926,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.18100082874298096,0.25773370265960693,0.2827680706977844,0.35409465432167053,0.15704652667045593,0.19890442490577698,0.42092081904411316,0.5230465531349182,0.21291524171829224,0.27043893933296204
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.16867391765117645,0.3551425039768219,0.41604554653167725,0.4876193106174469,0.3621441423892975,0.36122363805770874,0.5436353087425232,0.6036020517349243,0.23219406604766846,0.32716336846351624
committed,0.2308928668498993,0.1756133735179901,0.18229636549949646,0.2268705815076828,0.416408896446228,0.17721524834632874,0.17114463448524475,0.2303527295589447,0.29176124930381775,0.2310274988412857,0.24712106585502625,0.202456533908844,0.20722328126430511
