,what,other,inventor,did,he,work,with,?
tesla,0.23221199214458466,0.11896419525146484,0.3558236360549927,0.09757418930530548,0.12373391538858414,0.2545209228992462,0.16424812376499176,0.10250775516033173
gained,0.15457381308078766,0.17253731191158295,0.12698787450790405,0.2939504086971283,0.2999608516693115,0.156564861536026,0.22814740240573883,0.11261032521724701
experience,0.3894727826118469,0.2569684386253357,0.0929093286395073,0.2411177009344101,0.27276426553726196,0.35909560322761536,0.2553955614566803,0.25203612446784973
in,0.30808621644973755,0.39989137649536133,0.18350328505039215,0.2593238651752472,0.41690486669540405,0.2753349542617798,0.4080928862094879,0.20430970191955566
telephony,0.2220737338066101,0.19478708505630493,0.33322325348854065,0.15577323734760284,0.159131720662117,0.2415921837091446,0.2150789499282837,0.14779767394065857
and,0.31309178471565247,0.5504306554794312,0.1455620676279068,0.34479495882987976,0.45427167415618896,0.37551814317703247,0.5477725267410278,0.20544172823429108
electrical,0.19961315393447876,0.20480802655220032,0.3073776364326477,0.12294142693281174,0.20249535143375397,0.23701360821723938,0.1801341325044632,0.10923371464014053
engineering,0.1897483468055725,0.22762979567050934,0.3119569420814514,0.14655107259750366,0.18994903564453125,0.2970539927482605,0.17486169934272766,0.16555240750312805
before,0.3801657259464264,0.20753322541713715,0.10826229304075241,0.33642593026161194,0.3621264398097992,0.21733282506465912,0.32654517889022827,0.2507109045982361
emigrating,0.2456328123807907,0.2625356912612915,0.09320909529924393,0.17718683183193207,0.21348634362220764,0.3024757504463196,0.23471780121326447,0.14666429162025452
to,0.455847829580307,0.4193183183670044,0.12521976232528687,0.4452643394470215,0.385390967130661,0.3482864499092102,0.4239959120750427,0.29463258385658264
the,0.42745697498321533,0.44152235984802246,0.15489226579666138,0.34736719727516174,0.4571082592010498,0.2704800069332123,0.4223487675189972,0.22068053483963013
united,0.20036718249320984,0.2444620579481125,0.120681032538414,0.21137088537216187,0.28426578640937805,0.13603049516677856,0.19869105517864227,0.17266890406608582
states,0.21526020765304565,0.28788650035858154,0.11523843556642532,0.21754568815231323,0.26046910881996155,0.14620256423950195,0.21424104273319244,0.16272737085819244
in,0.30808621644973755,0.39989137649536133,0.18350328505039215,0.2593238651752472,0.41690486669540405,0.2753349542617798,0.4080928862094879,0.20430970191955566
1884,-0.09389782696962357,0.08156026154756546,-0.10902795195579529,-0.019103914499282837,0.06471044570207596,-0.019513612613081932,0.027040107175707817,-0.08445221930742264
to,0.455847829580307,0.4193183183670044,0.12521976232528687,0.4452643394470215,0.385390967130661,0.3482864499092102,0.4239959120750427,0.29463258385658264
work,0.3762225806713104,0.29067906737327576,0.23283414542675018,0.336654931306839,0.3134653568267822,1.0,0.2649822533130646,0.2621155381202698
for,0.3017193675041199,0.3273986279964447,0.1384800523519516,0.318512886762619,0.4540175199508667,0.4087657630443573,0.39140474796295166,0.264628142118454
thomas,0.1806955188512802,0.12860773503780365,0.26832932233810425,0.20728807151317596,0.2241380214691162,0.18902532756328583,0.1763175129890442,0.16133050620555878
edison,0.15105706453323364,0.06834761798381805,0.3815968632698059,0.1372239738702774,0.25568121671676636,0.20589876174926758,0.17097458243370056,0.10244420915842056
in,0.30808621644973755,0.39989137649536133,0.18350328505039215,0.2593238651752472,0.41690486669540405,0.2753349542617798,0.4080928862094879,0.20430970191955566
new,0.2130378633737564,0.2957918047904968,0.08054633438587189,0.227974995970726,0.2739552855491638,0.2501217722892761,0.24325589835643768,0.14782847464084625
york,0.15652963519096375,0.20110401511192322,0.10119277983903885,0.16606222093105316,0.26895642280578613,0.21467359364032745,0.18072271347045898,0.15262620151042938
city,0.17493832111358643,0.20028837025165558,0.09702100604772568,0.12266099452972412,0.2717975378036499,0.12649786472320557,0.19554263353347778,0.13423943519592285
.,0.3567904531955719,0.41511186957359314,0.20599165558815002,0.35288307070732117,0.38061028718948364,0.33121398091316223,0.4446153938770294,0.4130953550338745
