,what,is,the,name,of,the,stadium,where,super,bowl,50,was,played,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.5003893971443176,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.48711544275283813,0.2603478729724884,0.22068053483963013
league,0.16616638004779816,0.1591515690088272,0.2724147439002991,0.1580641269683838,0.23588460683822632,0.2724147439002991,0.3161369860172272,0.16120316088199615,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.21425791084766388,0.38097119331359863,0.15941482782363892
eventually,0.28470873832702637,0.18755480647087097,0.42022404074668884,0.16192349791526794,0.313495934009552,0.42022404074668884,0.11016884446144104,0.4520733952522278,0.2287168651819229,0.1778719127178192,-0.020709319040179253,0.35699570178985596,0.16087090969085693,0.13642115890979767
narrowed,0.25415581464767456,0.19825032353401184,0.3612460196018219,0.1297641545534134,0.2496551126241684,0.3612460196018219,0.16127634048461914,0.23444579541683197,0.14927197992801666,0.14345666766166687,0.030878890305757523,0.19033023715019226,0.2033735066652298,0.1559450924396515
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.21145665645599365,0.5003893971443176,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.48711544275283813,0.2603478729724884,0.22068053483963013
bids,0.11914563924074173,0.16304871439933777,0.2717687487602234,0.06371021270751953,0.26786938309669495,0.2717687487602234,0.2175513356924057,0.19635358452796936,0.16850195825099945,0.21797062456607819,0.06577780842781067,0.18575212359428406,0.1823977828025818,0.13915638625621796
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2075904905796051,0.47735077142715454,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.3636345863342285,0.14824016392230988,0.29463258385658264
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.1462973952293396,0.3844621181488037,0.43452659249305725,0.10102047026157379,0.25543931126594543,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.2748996615409851,0.2819078266620636,0.20928427577018738
sites,0.23563508689403534,0.2070067971944809,0.2751152217388153,0.1365012526512146,0.24120540916919708,0.2751152217388153,0.2154092788696289,0.23118363320827484,0.05213000252842903,0.041055768728256226,0.010206971317529678,0.16607749462127686,0.11774760484695435,0.20032718777656555
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,0.007205923553556204,-0.012972540222108364,0.14034654200077057,0.14579139649868011,0.06510673463344574,0.002802103292196989,0.08568762987852097,-0.07156077772378922
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.19623230397701263,0.343457967042923,0.3845241069793701,0.17546728253364563,0.26026442646980286,0.2769954204559326,0.1471257209777832,-0.011314106173813343,0.2748313844203949,0.1566726267337799,0.14782847464084625
orleans,0.14538788795471191,0.1614922136068344,0.22309443354606628,0.14456430077552795,0.20952944457530975,0.22309443354606628,0.13913080096244812,0.19909310340881348,0.1912957727909088,0.3010152578353882,0.016710840165615082,0.25941523909568787,0.18975746631622314,0.13097690045833588
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.3737941086292267,0.39136970043182373,0.474788099527359,0.17962510883808136,0.24928376078605652,0.17380782961845398,0.10706733912229538,0.017068088054656982,0.33675912022590637,0.21729733049869537,0.330942302942276
mercedes-benz,0.15212507545948029,0.12088383734226227,0.19218237698078156,0.25027787685394287,0.17663422226905823,0.19218237698078156,0.22348326444625854,0.15263740718364716,0.20391908288002014,0.09357385337352753,0.02235935628414154,0.2598739266395569,0.21056954562664032,0.20224438607692719
superdome,0.13333910703659058,0.2004878968000412,0.24818874895572662,0.20495690405368805,0.19121742248535156,0.24818874895572662,0.4002038836479187,0.22875747084617615,0.5794023275375366,0.39185452461242676,0.11676210910081863,0.27980396151542664,0.31526798009872437,0.10737294703722
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2056228220462799,0.3149496018886566,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.45456063747406006,0.2987361550331116,0.31091248989105225
miami,0.1000966876745224,0.15470117330551147,0.19180938601493835,0.12913408875465393,0.15650133788585663,0.19180938601493835,0.2434653639793396,0.1959831267595291,0.27029719948768616,0.3255155682563782,0.12948407232761383,0.22150732576847076,0.23676075041294098,0.14054250717163086
