,which,descendant,of,genghis,khan,sacked,baghdad,?
his,0.32283493876457214,0.2647243142127991,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.28847014904022217,0.241385355591774,0.18075084686279297
descendant,0.1452820897102356,1.0000001192092896,0.29808375239372253,0.3387492299079895,0.19751887023448944,0.2075362652540207,0.1026778444647789,0.109697625041008
hulagu,0.243641659617424,0.21556448936462402,0.254523903131485,0.6000757217407227,0.5551163554191589,0.35837113857269287,0.5362353920936584,0.20386822521686554
khan,0.19211235642433167,0.19751887023448944,0.17124508321285248,0.5896923542022705,1.0,0.23874610662460327,0.42589855194091797,0.12862591445446014
destroyed,0.3071635365486145,0.1918458193540573,0.27498680353164673,0.26998573541641235,0.08322438597679138,0.44683507084846497,0.3080635964870453,0.10318030416965485
much,0.4274604916572571,0.12555572390556335,0.2671096920967102,0.2249296009540558,0.16338728368282318,0.1292862594127655,0.12654834985733032,0.23442231118679047
of,0.5011631846427917,0.29808375239372253,1.0,0.2938849925994873,0.17124508321285248,0.21375003457069397,0.2278968244791031,0.1826142966747284
iran,0.19877111911773682,0.1239219456911087,0.23381876945495605,0.3727608919143677,0.356723427772522,0.23164446651935577,0.4671894311904907,0.13501082360744476
's,0.03856118768453598,-0.07926476746797562,-0.03817026689648628,0.031423866748809814,0.05307086929678917,-0.021834373474121094,0.0032089599408209324,-0.023395681753754616
northern,0.2470913678407669,0.1809406578540802,0.32586339116096497,0.2395780384540558,0.1290637105703354,0.17685458064079285,0.23351271450519562,0.13149388134479523
part,0.4460882246494293,0.21129536628723145,0.452393114566803,0.1747124046087265,0.15835325419902802,0.16812224686145782,0.15740486979484558,0.08557961881160736
and,0.506277859210968,0.18630819022655487,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.24385301768779755,0.26976263523101807,0.20544172823429108
sacked,0.131550133228302,0.2075362652540207,0.21375003457069397,0.33736592531204224,0.23874610662460327,1.0000001192092896,0.295266717672348,0.07766196876764297
baghdad,0.23038727045059204,0.1026778444647789,0.2278968244791031,0.45240816473960876,0.42589855194091797,0.295266717672348,1.0000001192092896,0.10744515061378479
although,0.3901670575141907,0.14542406797409058,0.3024747669696808,0.18719874322414398,0.14819692075252533,0.1936923861503601,0.12347700446844101,0.15541206300258636
