,who,was,the,uighur,king,of,qocho,ranked,above,?
when,0.48282691836357117,0.37326499819755554,0.5091903209686279,0.06333541125059128,0.18628188967704773,0.3757161796092987,0.23001784086227417,0.08116722106933594,0.22809481620788574,0.22841128706932068
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
mongols,0.2709572911262512,0.19519121944904327,0.310281366109848,0.30120983719825745,0.23180559277534485,0.23517343401908875,0.2715598940849304,0.17161762714385986,0.09778913110494614,0.11517509818077087
placed,0.1622145026922226,0.23873765766620636,0.38702741265296936,0.1575770080089569,0.13740208745002747,0.2962164878845215,0.09489274024963379,0.32185885310173035,0.2624523937702179,0.18964257836341858
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
uighurs,0.20429787039756775,0.20198987424373627,0.3033442199230194,0.8024002909660339,0.17887505888938904,0.23551470041275024,0.22279474139213562,0.21454299986362457,0.20113010704517365,0.17329514026641846
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24139994382858276,0.2938710153102875,1.0,0.2404760718345642,0.276383638381958,0.24890293180942535,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
kingdom,0.15265370905399323,0.27756404876708984,0.3143408000469208,0.1689855009317398,0.47840359807014465,0.3218171298503876,0.19769836962223053,0.18840517103672028,0.13476581871509552,0.12927088141441345
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.24139994382858276,0.2938710153102875,1.0,0.2404760718345642,0.276383638381958,0.24890293180942535,0.1826142966747284
qocho,0.1683555245399475,0.2545815706253052,0.30962467193603516,0.22008885443210602,0.20869319140911102,0.2404760718345642,1.0,0.1404360830783844,0.17469963431358337,0.1867162138223648
over,0.316001296043396,0.24486446380615234,0.39856547117233276,0.1639159470796585,0.14966578781604767,0.36136594414711,0.23160994052886963,0.23310305178165436,0.2213282287120819,0.25742942094802856
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
koreans,0.30688464641571045,0.22738997638225555,0.2526109516620636,0.2996090054512024,0.1438654512166977,0.22756856679916382,0.27170640230178833,0.16499793529510498,0.10447122156620026,0.22291037440299988
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.1135488972067833,0.17968851327896118,0.42558613419532776,0.17569275200366974,0.1951880007982254,0.25034499168395996,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
court,0.24532970786094666,0.2737988233566284,0.2812081575393677,0.09829767048358917,0.23431216180324554,0.28835242986679077,0.13582545518875122,0.15967829525470734,0.12044361233711243,0.17100423574447632
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
korean,0.19757816195487976,0.22204650938510895,0.2349277287721634,0.28111496567726135,0.1336478739976883,0.21011142432689667,0.23187866806983948,0.14668162167072296,0.09135923534631729,0.1996629685163498
king,0.24555552005767822,0.27377256751060486,0.25887003540992737,0.12530680000782013,1.0000001192092896,0.2938710153102875,0.20869319140911102,0.14068704843521118,0.12369357794523239,0.19130074977874756
objected,0.29762837290763855,0.27253714203834534,0.23751474916934967,0.11176800727844238,0.11742882430553436,0.2466960996389389,0.05482541024684906,0.1480303257703781,0.23143403232097626,0.23257127404212952
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.26278290152549744,0.27879971265792847,0.4946078956127167,0.333072692155838,0.21935869753360748,0.2902800738811493,0.31091248989105225
then,0.29952746629714966,0.27044644951820374,0.4297412931919098,0.062714122235775,0.22984622418880463,0.2937326431274414,0.25204038619995117,0.04103130102157593,0.24946866929531097,0.2884598970413208
the,0.3733934462070465,0.48711544275283813,1.0,0.2778043746948242,0.25887003540992737,0.733189046382904,0.30962467193603516,0.2711145281791687,0.33988961577415466,0.22068053483963013
mongol,0.22505711019039154,0.17204789817333221,0.2924198508262634,0.3582642376422882,0.24616986513137817,0.22712039947509766,0.2861095666885376,0.11330563575029373,0.08860798180103302,0.12849251925945282
