,who,among,the,population,of,bukhara,became,part,of,the,mongolian,army,?
survivors,0.27655908465385437,0.22103002667427063,0.2727756202220917,0.24197609722614288,0.20122501254081726,0.213568314909935,0.09367690235376358,0.1975547820329666,0.20122501254081726,0.2727756202220917,0.19789263606071472,0.2166370451450348,0.1608695685863495
from,0.27839982509613037,0.19863110780715942,0.40150508284568787,0.22323650121688843,0.4249346852302551,0.15754248201847076,0.22486808896064758,0.31841611862182617,0.4249346852302551,0.40150508284568787,0.1933802217245102,0.2187274545431137,0.19969791173934937
the,0.3733934462070465,0.3507058024406433,1.0,0.32044094800949097,0.733189046382904,0.279489129781723,0.36325156688690186,0.527681291103363,0.733189046382904,1.0,0.2657795250415802,0.31011611223220825,0.22068053483963013
citadel,0.12424866110086441,0.167363241314888,0.2966357171535492,0.23946823179721832,0.2896718978881836,0.31519097089767456,0.22634540498256683,0.2886039912700653,0.2896718978881836,0.2966357171535492,0.14834028482437134,0.2588393986225128,0.11120149493217468
were,0.3188014328479767,0.35641026496887207,0.3906462490558624,0.17721828818321228,0.34038281440734863,0.238279789686203,0.45684126019477844,0.25213372707366943,0.34038281440734863,0.3906462490558624,0.16115030646324158,0.2540908753871918,0.17890112102031708
executed,0.2674998342990875,0.13492026925086975,0.16640569269657135,0.19313286244869232,0.22732853889465332,0.1599929928779602,0.15358492732048035,0.08801361173391342,0.22732853889465332,0.16640569269657135,0.05787207558751106,0.27713778614997864,0.14393280446529388
",",0.3365725874900818,0.2640531659126282,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.2508552372455597,0.2798398435115814,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22636307775974274,0.230897456407547,0.31091248989105225
artisans,0.2864210307598114,0.2935256361961365,0.22881002724170685,0.17310580611228943,0.22061841189861298,0.30205413699150085,0.2145877182483673,0.18862305581569672,0.22061841189861298,0.22881002724170685,0.2364846020936966,0.3390856087207794,0.1264987587928772
and,0.41279885172843933,0.39211368560791016,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.23025576770305634,0.31226563453674316,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.22904802858829498,0.25581875443458557,0.20544172823429108
craftsmen,0.34195560216903687,0.27220436930656433,0.20246608555316925,0.22316598892211914,0.2427458018064499,0.25109484791755676,0.26975375413894653,0.19026334583759308,0.2427458018064499,0.20246608555316925,0.172186478972435,0.19219185411930084,0.1082361713051796
were,0.3188014328479767,0.35641026496887207,0.3906462490558624,0.17721828818321228,0.34038281440734863,0.238279789686203,0.45684126019477844,0.25213372707366943,0.34038281440734863,0.3906462490558624,0.16115030646324158,0.2540908753871918,0.17890112102031708
sent,0.33813023567199707,0.16360941529273987,0.3010627329349518,0.1639358401298523,0.28923630714416504,0.11027009785175323,0.26388609409332275,0.24303315579891205,0.28923630714416504,0.3010627329349518,0.19384297728538513,0.3183806538581848,0.10903520882129669
back,0.2667590379714966,0.1145811527967453,0.3612101674079895,0.11228471249341965,0.23051875829696655,0.149867981672287,0.16146813333034515,0.2614932954311371,0.23051875829696655,0.3612101674079895,0.18727877736091614,0.22256450355052948,0.2397768795490265
to,0.42656609416007996,0.26594701409339905,0.535392165184021,0.19776633381843567,0.41548454761505127,0.1593388020992279,0.20401327311992645,0.2875264883041382,0.41548454761505127,0.535392165184021,0.152916818857193,0.22938482463359833,0.29463258385658264
mongolia,0.16683310270309448,0.2065439373254776,0.26887956261634827,0.24191121757030487,0.24969549477100372,0.47834739089012146,0.10771304368972778,0.22277021408081055,0.24969549477100372,0.26887956261634827,0.875663697719574,0.1657920926809311,0.12165829539299011
",",0.3365725874900818,0.2640531659126282,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.2508552372455597,0.2798398435115814,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.22636307775974274,0.230897456407547,0.31091248989105225
young,0.4362107217311859,0.2547062039375305,0.2729646563529968,0.16334624588489532,0.28555598855018616,0.1333627849817276,0.25402379035949707,0.15750306844711304,0.28555598855018616,0.2729646563529968,0.11285211890935898,0.26077955961227417,0.14931946992874146
men,0.3380306363105774,0.2551209330558777,0.26001617312431335,0.22019024193286896,0.2133621722459793,0.13015475869178772,0.19159932434558868,0.18121474981307983,0.2133621722459793,0.26001617312431335,0.1215781718492508,0.3110544681549072,0.1408759206533432
who,0.9999998807907104,0.32480236887931824,0.3733934462070465,0.1931699961423874,0.2827862501144409,0.22850756347179413,0.2624726891517639,0.19576206803321838,0.2827862501144409,0.3733934462070465,0.22100761532783508,0.2866576313972473,0.26220351457595825
had,0.36173108220100403,0.31127458810806274,0.3875846862792969,0.21385526657104492,0.37755560874938965,0.19821423292160034,0.4615839719772339,0.27259039878845215,0.37755560874938965,0.3875846862792969,0.16512134671211243,0.2597939670085907,0.20728366076946259
not,0.369414746761322,0.26159530878067017,0.4310511648654938,0.19793428480625153,0.3307090103626251,0.1395387351512909,0.22392530739307404,0.2769853472709656,0.3307090103626251,0.4310511648654938,0.18595169484615326,0.18422868847846985,0.41942933201789856
fought,0.26828768849372864,0.21422865986824036,0.30367159843444824,0.2069053202867508,0.26073968410491943,0.24091140925884247,0.3239894211292267,0.2614063620567322,0.26073968410491943,0.30367159843444824,0.17701344192028046,0.4943471848964691,0.15288178622722626
were,0.3188014328479767,0.35641026496887207,0.3906462490558624,0.17721828818321228,0.34038281440734863,0.238279789686203,0.45684126019477844,0.25213372707366943,0.34038281440734863,0.3906462490558624,0.16115030646324158,0.2540908753871918,0.17890112102031708
drafted,0.23988907039165497,0.12496350705623627,0.21025162935256958,0.1888503134250641,0.17559650540351868,0.08027562499046326,0.27311012148857117,0.1788080930709839,0.17559650540351868,0.21025162935256958,0.13640722632408142,0.2635689973831177,0.14424492418766022
into,0.16956904530525208,0.23548991978168488,0.39493247866630554,0.1354193091392517,0.32255905866622925,0.14420555531978607,0.19829480350017548,0.32314327359199524,0.32255905866622925,0.39493247866630554,0.1260862946510315,0.17944656312465668,0.15662476420402527
the,0.3733934462070465,0.3507058024406433,1.0,0.32044094800949097,0.733189046382904,0.279489129781723,0.36325156688690186,0.527681291103363,0.733189046382904,1.0,0.2657795250415802,0.31011611223220825,0.22068053483963013
mongolian,0.22100761532783508,0.20828312635421753,0.2657795250415802,0.20062443614006042,0.22608324885368347,0.4666467607021332,0.07939545065164566,0.17643694579601288,0.22608324885368347,0.2657795250415802,0.9999999403953552,0.16826550662517548,0.13122369349002838
army,0.2866576313972473,0.16557571291923523,0.31011611223220825,0.2534603476524353,0.2669098675251007,0.3005765676498413,0.2339673489332199,0.17501159012317657,0.2669098675251007,0.31011611223220825,0.16826550662517548,1.0000001192092896,0.180583193898201
and,0.41279885172843933,0.39211368560791016,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.23025576770305634,0.31226563453674316,0.35301485657691956,0.5116966962814331,0.5171257257461548,0.22904802858829498,0.25581875443458557,0.20544172823429108
the,0.3733934462070465,0.3507058024406433,1.0,0.32044094800949097,0.733189046382904,0.279489129781723,0.36325156688690186,0.527681291103363,0.733189046382904,1.0,0.2657795250415802,0.31011611223220825,0.22068053483963013
rest,0.23655016720294952,0.17530770599842072,0.41330549120903015,0.1742381453514099,0.33621829748153687,0.22026357054710388,0.19436244666576385,0.43280690908432007,0.33621829748153687,0.41330549120903015,0.07605299353599548,0.24114041030406952,0.1725541204214096
of,0.2827862501144409,0.3679063022136688,0.733189046382904,0.3060894012451172,1.0,0.22439724206924438,0.3638904094696045,0.452393114566803,1.0,0.733189046382904,0.22608324885368347,0.2669098675251007,0.1826142966747284
the,0.3733934462070465,0.3507058024406433,1.0,0.32044094800949097,0.733189046382904,0.279489129781723,0.36325156688690186,0.527681291103363,0.733189046382904,1.0,0.2657795250415802,0.31011611223220825,0.22068053483963013
population,0.1931699961423874,0.1688181608915329,0.32044094800949097,1.0,0.3060894012451172,0.23549260199069977,0.2084570825099945,0.2794913649559021,0.3060894012451172,0.32044094800949097,0.20062443614006042,0.2534603476524353,0.14449454843997955
was,0.3318818509578705,0.23730893433094025,0.48711544275283813,0.1935066133737564,0.4069072902202606,0.24019742012023926,0.6575068235397339,0.3407018780708313,0.4069072902202606,0.48711544275283813,0.11424200981855392,0.30177709460258484,0.18412111699581146
sent,0.33813023567199707,0.16360941529273987,0.3010627329349518,0.1639358401298523,0.28923630714416504,0.11027009785175323,0.26388609409332275,0.24303315579891205,0.28923630714416504,0.3010627329349518,0.19384297728538513,0.3183806538581848,0.10903520882129669
into,0.16956904530525208,0.23548991978168488,0.39493247866630554,0.1354193091392517,0.32255905866622925,0.14420555531978607,0.19829480350017548,0.32314327359199524,0.32255905866622925,0.39493247866630554,0.1260862946510315,0.17944656312465668,0.15662476420402527
slavery,0.25019121170043945,0.20559731125831604,0.2249661535024643,0.20503391325473785,0.20040786266326904,0.20956961810588837,0.20508502423763275,0.18523938953876495,0.20040786266326904,0.2249661535024643,0.14425009489059448,0.22103773057460785,0.21057774126529694
