,other,than,warships,",",what,ships,typically,required,high,speeds,?
it,0.36282607913017273,0.3603973984718323,0.18081307411193848,0.48329564929008484,0.45803478360176086,0.18837276101112366,0.28889989852905273,0.1928969770669937,0.22461844980716705,0.2870689034461975,0.25732165575027466
was,0.14651623368263245,0.1872616857290268,0.21019156277179718,0.45456063747406006,0.22111038863658905,0.21883714199066162,0.15949344635009766,0.14378079771995544,0.19978567957878113,0.18840493261814117,0.18412111699581146
however,0.4558732807636261,0.3964720070362091,0.24040913581848145,0.4037865996360779,0.4480680823326111,0.25519099831581116,0.4348779618740082,0.40117207169532776,0.2587375044822693,0.31129395961761475,0.2152075469493866
superseded,0.2423163801431656,0.23289155960083008,0.240855410695076,0.2742447853088379,0.26111072301864624,0.20328867435455322,0.22553081810474396,0.3509562611579895,0.16137154400348663,0.20855629444122314,0.22590570151805878
by,0.3321913778781891,0.2015816867351532,0.203717440366745,0.3680937886238098,0.2455483376979828,0.24591349065303802,0.24891473352909088,0.21564500033855438,0.2159195840358734,0.1885034143924713,0.17966607213020325
the,0.44152235984802246,0.3227543234825134,0.25667640566825867,0.4933079481124878,0.42745697498321533,0.279244989156723,0.33345210552215576,0.27848219871520996,0.28034812211990356,0.21895723044872284,0.22068053483963013
british,0.20676550269126892,0.14209213852882385,0.2891523838043213,0.25734075903892517,0.19255435466766357,0.2579096555709839,0.156657412648201,0.09180744737386703,0.10205645859241486,0.12686295807361603,0.09711728990077972
invention,0.1680225431919098,0.19161944091320038,0.20187100768089294,0.20097169280052185,0.2399451732635498,0.20837287604808807,0.20199263095855713,0.1497587263584137,0.08694396167993546,0.21937985718250275,0.15906493365764618
steam,0.17945607006549835,0.18941029906272888,0.2870645523071289,0.2264556586742401,0.15672586858272552,0.32751697301864624,0.19133950769901276,0.18926741182804108,0.17955797910690308,0.3550100028514862,0.113324373960495
turbine,0.17912042140960693,0.16056789457798004,0.2717251479625702,0.21183495223522186,0.1404699683189392,0.22045907378196716,0.24342967569828033,0.14832644164562225,0.22862960398197174,0.42946282029151917,0.16315746307373047
where,0.3730994164943695,0.2726525366306305,0.14927664399147034,0.3149496018886566,0.4457937180995941,0.223256915807724,0.32960572838783264,0.2750108242034912,0.26466572284698486,0.2032005339860916,0.24793872237205505
speed,0.1581478714942932,0.1943736970424652,0.23646976053714752,0.21732394397258759,0.23285695910453796,0.26465874910354614,0.30601492524147034,0.17695777118206024,0.3039379417896271,0.8222293853759766,0.17392314970493317
was,0.14651623368263245,0.1872616857290268,0.21019156277179718,0.45456063747406006,0.22111038863658905,0.21883714199066162,0.15949344635009766,0.14378079771995544,0.19978567957878113,0.18840493261814117,0.18412111699581146
required,0.309059202671051,0.28824999928474426,0.22979940474033356,0.22653338313102722,0.2506856620311737,0.2225482165813446,0.4123048484325409,1.0000001192092896,0.1952924132347107,0.23440174758434296,0.24962718784809113
",",0.4446498453617096,0.3371901512145996,0.17959299683570862,1.0000001192092896,0.3087472915649414,0.21014784276485443,0.18964512646198273,0.22653338313102722,0.27938312292099,0.21746009588241577,0.31091248989105225
for,0.3273986279964447,0.30793827772140503,0.24359162151813507,0.4464869201183319,0.3017193675041199,0.27495136857032776,0.3479194939136505,0.33989444375038147,0.1925620585680008,0.2369784563779831,0.264628142118454
instance,0.3569113612174988,0.3124333620071411,0.15102750062942505,0.3124626874923706,0.3862040638923645,0.17560777068138123,0.43876349925994873,0.36505722999572754,0.1826922744512558,0.25566837191581726,0.30205854773521423
in,0.39989137649536133,0.3270052373409271,0.19614829123020172,0.5201468467712402,0.30808621644973755,0.2328297346830368,0.22473083436489105,0.20162324607372284,0.2652597725391388,0.17838042974472046,0.20430970191955566
warships,0.2328910380601883,0.2382449060678482,0.9999999403953552,0.17959299683570862,0.12942056357860565,0.7503591179847717,0.1929471492767334,0.22979940474033356,0.18327881395816803,0.2578667998313904,0.09829609841108322
",",0.4446498453617096,0.3371901512145996,0.17959299683570862,1.0000001192092896,0.3087472915649414,0.21014784276485443,0.18964512646198273,0.22653338313102722,0.27938312292099,0.21746009588241577,0.31091248989105225
such,0.6041211485862732,0.4386829137802124,0.17243893444538116,0.39626169204711914,0.23989605903625488,0.19957631826400757,0.4289718568325043,0.26925382018089294,0.2009960561990738,0.2773236036300659,0.17851735651493073
as,0.42805421352386475,0.40532299876213074,0.1882363259792328,0.48816442489624023,0.31749409437179565,0.21477726101875305,0.31947922706604004,0.23791028559207916,0.23253053426742554,0.21085236966609955,0.27043893933296204
the,0.44152235984802246,0.3227543234825134,0.25667640566825867,0.4933079481124878,0.42745697498321533,0.279244989156723,0.33345210552215576,0.27848219871520996,0.28034812211990356,0.21895723044872284,0.22068053483963013
dreadnought,0.22345289587974548,0.234197735786438,0.5393946170806885,0.35431239008903503,0.3053315579891205,0.5170315504074097,0.22674305737018585,0.24040183424949646,0.20426271855831146,0.2688561677932739,0.1535792052745819
battleships,0.22553271055221558,0.23497194051742554,0.7482611536979675,0.24723291397094727,0.1947270631790161,0.6862587332725525,0.17260903120040894,0.20558759570121765,0.13227927684783936,0.2528800070285797,0.1660284548997879
",",0.4446498453617096,0.3371901512145996,0.17959299683570862,1.0000001192092896,0.3087472915649414,0.21014784276485443,0.18964512646198273,0.22653338313102722,0.27938312292099,0.21746009588241577,0.31091248989105225
and,0.5504306554794312,0.39361441135406494,0.2609744369983673,0.6633074283599854,0.31309178471565247,0.27834877371788025,0.3137528598308563,0.25104308128356934,0.2911888659000397,0.26546770334243774,0.20544172823429108
ocean,0.23583251237869263,0.15814639627933502,0.3149966597557068,0.27962222695350647,0.21858152747154236,0.4152641296386719,0.16887883841991425,0.13102230429649353,0.12076354026794434,0.2900071144104004,0.15205028653144836
liners,0.30189353227615356,0.3008792996406555,0.3440307080745697,0.2460763305425644,0.2631974518299103,0.4102798104286194,0.2623741328716278,0.2583400011062622,0.1803116649389267,0.30020976066589355,0.25179335474967957
.,0.41511186957359314,0.3594527542591095,0.23154480755329132,0.6812511086463928,0.3567904531955719,0.2274792641401291,0.25537845492362976,0.2724599838256836,0.24301011860370636,0.1877630650997162,0.4130953550338745
