,where,was,parliament,'s,temporary,home,whilst,the,permanent,building,was,being,built,?
whilst,0.30593448877334595,0.297672837972641,0.27869096398353577,-0.000871912285219878,0.15202893316745758,0.20564500987529755,1.0,0.3195625841617584,0.16934463381767273,0.16541334986686707,0.297672837972641,0.4010735750198364,0.15553216636180878,0.12100983411073685
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,-0.01540423184633255,0.3147225081920624,0.28978195786476135,0.3195625841617584,1.0,0.34165191650390625,0.3159640431404114,0.48711544275283813,0.419739305973053,0.2950156033039093,0.22068053483963013
permanent,0.30856484174728394,0.19599035382270813,0.23472239077091217,0.029542317613959312,0.5739985704421997,0.18953292071819305,0.16934463381767273,0.34165191650390625,1.0,0.24012230336666107,0.19599035382270813,0.1890871375799179,0.23388628661632538,0.14813289046287537
building,0.2663278877735138,0.237406387925148,0.25232768058776855,0.004743766970932484,0.2724364995956421,0.16975408792495728,0.16541334986686707,0.3159640431404114,0.24012230336666107,0.9999998807907104,0.237406387925148,0.29336702823638916,0.5628743767738342,0.13549931347370148
at,0.4402937591075897,0.36707764863967896,0.17480722069740295,-0.08481216430664062,0.21673241257667542,0.260183721780777,0.3369092047214508,0.457212895154953,0.23636314272880554,0.2514413893222809,0.36707764863967896,0.2686914801597595,0.2754790186882019,0.21978627145290375
holyrood,0.2936607897281647,0.30698326230049133,0.4392244517803192,-0.06842388957738876,0.2110278159379959,0.36994674801826477,0.25664421916007996,0.3764844834804535,0.18847855925559998,0.3603992760181427,0.30698326230049133,0.22484928369522095,0.3497360646724701,0.1637646108865738
was,0.20731619000434875,1.0000001192092896,0.24742799997329712,0.008974763564765453,0.15720134973526,0.25139835476875305,0.297672837972641,0.48711544275283813,0.19599035382270813,0.237406387925148,1.0000001192092896,0.5201660394668579,0.3424932360649109,0.18412111699581146
being,0.34980592131614685,0.5201660394668579,0.17365151643753052,-0.055871423333883286,0.1901589035987854,0.17956112325191498,0.4010735750198364,0.419739305973053,0.1890871375799179,0.29336702823638916,0.5201660394668579,1.0,0.20667359232902527,0.26743772625923157
constructed,0.22897350788116455,0.2546897530555725,0.13506200909614563,0.01325368694961071,0.21863174438476562,0.20242996513843536,0.24486052989959717,0.29105475544929504,0.21739307045936584,0.5449345111846924,0.2546897530555725,0.2184029519557953,0.6182932257652283,0.12459525465965271
",",0.3149496018886566,0.45456063747406006,0.25442883372306824,-0.0016132977325469255,0.1985798180103302,0.2790627181529999,0.28249332308769226,0.4933079481124878,0.22933200001716614,0.2374238669872284,0.45456063747406006,0.34499165415763855,0.22658206522464752,0.31091248989105225
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,-0.01540423184633255,0.3147225081920624,0.28978195786476135,0.3195625841617584,1.0,0.34165191650390625,0.3159640431404114,0.48711544275283813,0.419739305973053,0.2950156033039093,0.22068053483963013
parliament,0.14109039306640625,0.24742799997329712,1.0,0.012842429801821709,0.22928740084171295,0.14304479956626892,0.27869096398353577,0.26521381735801697,0.23472239077091217,0.25232768058776855,0.24742799997329712,0.17365151643753052,0.17164477705955505,0.1586504578590393
's,0.0007701900321990252,0.008974763564765453,0.012842429801821709,0.9999999403953552,0.03074457123875618,0.07170099765062332,-0.000871912285219878,-0.01540423184633255,0.029542317613959312,0.004743766970932484,0.008974763564765453,-0.055871423333883286,0.09241583198308945,-0.023395681753754616
temporary,0.3061901032924652,0.15720134973526,0.22928740084171295,0.03074457123875618,1.0,0.20565755665302277,0.15202893316745758,0.3147225081920624,0.5739985704421997,0.2724364995956421,0.15720134973526,0.1901589035987854,0.216778963804245,0.11651745438575745
home,0.2877289652824402,0.25139835476875305,0.14304479956626892,0.07170099765062332,0.20565755665302277,1.0,0.20564500987529755,0.28978195786476135,0.18953292071819305,0.16975408792495728,0.25139835476875305,0.17956112325191498,0.20679430663585663,0.0757145956158638
was,0.20731619000434875,1.0000001192092896,0.24742799997329712,0.008974763564765453,0.15720134973526,0.25139835476875305,0.297672837972641,0.48711544275283813,0.19599035382270813,0.237406387925148,1.0000001192092896,0.5201660394668579,0.3424932360649109,0.18412111699581146
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,-0.01540423184633255,0.3147225081920624,0.28978195786476135,0.3195625841617584,1.0,0.34165191650390625,0.3159640431404114,0.48711544275283813,0.419739305973053,0.2950156033039093,0.22068053483963013
general,0.20537003874778748,0.2445744127035141,0.24502259492874146,-0.0757286474108696,0.2676001489162445,0.0894777700304985,0.08400466293096542,0.28634732961654663,0.24080994725227356,0.1898861676454544,0.2445744127035141,0.21628807485103607,0.16503474116325378,0.1972234547138214
assembly,0.1432265341281891,0.2233278602361679,0.5638344287872314,-0.0998736247420311,0.14349880814552307,0.11217354238033295,0.16366039216518402,0.2524827718734741,0.13880306482315063,0.2479591965675354,0.2233278602361679,0.18210871517658234,0.21994169056415558,0.1488889455795288
hall,0.2247285097837448,0.2961261570453644,0.20954716205596924,0.0072262524627149105,0.15692339837551117,0.18997660279273987,0.1646035760641098,0.28526565432548523,0.13076645135879517,0.39172402024269104,0.2961261570453644,0.2227305769920349,0.2913576662540436,0.13520537316799164
of,0.38066378235816956,0.4069072902202606,0.2885259687900543,-0.03817026689648628,0.303035706281662,0.24402645230293274,0.24168513715267181,0.733189046382904,0.3283363878726959,0.26200541853904724,0.4069072902202606,0.34885138273239136,0.23442776501178741,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,-0.01540423184633255,0.3147225081920624,0.28978195786476135,0.3195625841617584,1.0,0.34165191650390625,0.3159640431404114,0.48711544275283813,0.419739305973053,0.2950156033039093,0.22068053483963013
church,0.173080712556839,0.24960921704769135,0.32477182149887085,0.023664841428399086,0.18364474177360535,0.14727607369422913,0.12213680893182755,0.23846197128295898,0.1615932434797287,0.37474581599235535,0.24960921704769135,0.20436839759349823,0.22987869381904602,0.18081501126289368
of,0.38066378235816956,0.4069072902202606,0.2885259687900543,-0.03817026689648628,0.303035706281662,0.24402645230293274,0.24168513715267181,0.733189046382904,0.3283363878726959,0.26200541853904724,0.4069072902202606,0.34885138273239136,0.23442776501178741,0.1826142966747284
scotland,0.2062309980392456,0.17744721472263336,0.33239492774009705,0.03316264972090721,0.11724947392940521,0.23970705270767212,0.26126331090927124,0.23846951127052307,0.12288887053728104,0.18538445234298706,0.17744721472263336,0.24100668728351593,0.19310180842876434,0.09160218387842178
on,0.37630224227905273,0.3909217119216919,0.2047569900751114,0.0026888418942689896,0.1923809051513672,0.31595379114151,0.315006822347641,0.5107308030128479,0.23910291492938995,0.24277396500110626,0.3909217119216919,0.3119087219238281,0.1758279800415039,0.2714994251728058
the,0.5003893971443176,0.48711544275283813,0.26521381735801697,-0.01540423184633255,0.3147225081920624,0.28978195786476135,0.3195625841617584,1.0,0.34165191650390625,0.3159640431404114,0.48711544275283813,0.419739305973053,0.2950156033039093,0.22068053483963013
royal,0.21012668311595917,0.2874114215373993,0.27501314878463745,-0.0776824876666069,0.12516596913337708,0.15097256004810333,0.22644436359405518,0.2997032403945923,0.1700332909822464,0.1945846974849701,0.2874114215373993,0.16678257286548615,0.15800219774246216,0.11453001946210861
mile,0.14095735549926758,0.2049332857131958,0.20082992315292358,0.004837329033762217,0.20156538486480713,0.19823192059993744,0.18680614233016968,0.20835919678211212,0.23464402556419373,0.15843205153942108,0.2049332857131958,0.18415264785289764,0.2445143163204193,0.11426067352294922
in,0.5344807505607605,0.45514053106307983,0.2323146015405655,-0.037580832839012146,0.2516824007034302,0.30467477440834045,0.23549731075763702,0.6662389636039734,0.25959497690200806,0.3256937265396118,0.45514053106307983,0.33162933588027954,0.25829681754112244,0.20430970191955566
edinburgh,0.21033897995948792,0.25017035007476807,0.3362952172756195,0.02990899048745632,0.12842345237731934,0.17903627455234528,0.25316232442855835,0.2266589254140854,0.1295999139547348,0.19851650297641754,0.25017035007476807,0.23263637721538544,0.21047046780586243,0.09266204386949539
.,0.41390106081962585,0.40146201848983765,0.23747818171977997,-0.003708066651597619,0.2518162131309509,0.3067048490047455,0.28335684537887573,0.5934505462646484,0.24822813272476196,0.275610089302063,0.40146201848983765,0.35574623942375183,0.2374027520418167,0.4130953550338745
