,what,type,of,shadow,does,the,north,pennines,cast,?
being,0.3760843276977539,0.17359550297260284,0.34885138273239136,0.12865182757377625,0.25347548723220825,0.419739305973053,0.17588099837303162,0.16951273381710052,0.2623988687992096,0.26743772625923157
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19251595437526703,0.214483380317688,0.6662389636039734,0.39050599932670593,0.30858325958251953,0.2079460471868515,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24119868874549866,0.35928019881248474,1.0,0.36298373341560364,0.30359017848968506,0.2840540409088135,0.22068053483963013
rain,0.16031549870967865,0.14211562275886536,0.22789213061332703,0.2899549901485443,0.19322392344474792,0.238019198179245,0.2355569303035736,0.31833428144454956,0.19117522239685059,0.16845054924488068
shadow,0.1272137314081192,0.12582933902740479,0.22556622326374054,0.9999999403953552,0.1940058171749115,0.24119868874549866,0.15472424030303955,0.1796610951423645,0.28045374155044556,0.06946013122797012
of,0.33290785551071167,0.18112817406654358,1.0,0.22556622326374054,0.3119818866252899,0.733189046382904,0.3604778051376343,0.2463543713092804,0.2314109057188034,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24119868874549866,0.35928019881248474,1.0,0.36298373341560364,0.30359017848968506,0.2840540409088135,0.22068053483963013
north,0.18673177063465118,0.17490129172801971,0.3604778051376343,0.15472424030303955,0.11500263214111328,0.36298373341560364,1.0,0.4425569474697113,0.17624174058437347,0.11829731613397598
pennines,0.19993457198143005,0.098269522190094,0.2463543713092804,0.1796610951423645,0.1114770770072937,0.30359017848968506,0.4425569474697113,1.0,0.15369828045368195,0.11561626195907593
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.170498326420784,0.28617382049560547,0.4933079481124878,0.31834840774536133,0.30260440707206726,0.19477514922618866,0.31091248989105225
it,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.11901357769966125,0.34188351035118103,0.6251175999641418,0.33463054895401,0.31345510482788086,0.19780243933200836,0.25732165575027466
is,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.16672174632549286,0.4403602182865143,0.5823672413825989,0.2993389368057251,0.22449858486652374,0.21460455656051636,0.22961433231830597
among,0.21154822409152985,0.10981784015893936,0.3679063022136688,0.04796286299824715,0.13270315527915955,0.3507058024406433,0.12307140976190567,0.11867102980613708,0.19859051704406738,0.14343059062957764
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24119868874549866,0.35928019881248474,1.0,0.36298373341560364,0.30359017848968506,0.2840540409088135,0.22068053483963013
driest,0.2066555619239807,0.1412178874015808,0.2937450408935547,0.16085907816886902,0.2052527219057083,0.3232472240924835,0.3337308168411255,0.4231032729148865,0.17981351912021637,0.21951979398727417
cities,0.161918506026268,0.08238024264574051,0.29528072476387024,0.045514240860939026,0.14097881317138672,0.2621172070503235,0.30330315232276917,0.33484888076782227,0.11283174157142639,0.13339310884475708
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.19251595437526703,0.214483380317688,0.6662389636039734,0.39050599932670593,0.30858325958251953,0.2079460471868515,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24119868874549866,0.35928019881248474,1.0,0.36298373341560364,0.30359017848968506,0.2840540409088135,0.22068053483963013
uk,0.17163191735744476,0.15166042745113373,0.21513383090496063,0.18388891220092773,0.1707082986831665,0.2143084555864334,0.23569737374782562,0.24336980283260345,0.1365765482187271,0.20222434401512146
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.1908247172832489,0.3022993505001068,0.5934505462646484,0.3171539604663849,0.2484039068222046,0.21193501353263855,0.4130953550338745
