,what,was,tesla,'s,father,'s,name,?
his,0.26976513862609863,0.4405253231525421,0.1580733060836792,0.047556519508361816,0.5241755247116089,0.047556519508361816,0.1914493292570114,0.18075084686279297
father,0.21527598798274994,0.3492507338523865,0.08892767131328583,0.029256420210003853,1.0,0.029256420210003853,0.21667927503585815,0.14826634526252747
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
milutin,0.15894187986850739,0.23261001706123352,0.39255380630493164,0.037752315402030945,0.19130650162696838,0.037752315402030945,0.1538759469985962,0.15096595883369446
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.08892767131328583,0.06449045985937119,0.15570181608200073,0.10250775516033173
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.30597206950187683,-0.0016132977325469255,0.28145334124565125,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.3492507338523865,0.008974763564765453,0.2646567225456238,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.22525158524513245,0.04866964742541313,0.26421117782592773,0.23916715383529663
serbian,0.17299731075763702,0.20167015492916107,0.3454362452030182,0.08339866995811462,0.11830629408359528,0.08339866995811462,0.0729266107082367,0.11544056981801987
orthodox,0.21725283563137054,0.2057921141386032,0.2568820118904114,0.030631132423877716,0.20080924034118652,0.030631132423877716,0.08071581274271011,0.20826838910579681
priest,0.1868823766708374,0.2762300968170166,0.1718987375497818,-0.005394737236201763,0.32090815901756287,-0.005394737236201763,0.12462211400270462,0.1474698781967163
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.2509099841117859,-0.003708066651597619,0.24737101793289185,0.4130953550338745
