,where,does,the,rhine,empty,?
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.14250990748405457,0.13754533231258392
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.20044538378715515,0.40561532974243164
romansh,0.20180125534534454,0.07517675310373306,0.28993913531303406,0.38489073514938354,0.1374393105506897,0.16606679558753967
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.06466040015220642,-0.07156077772378922
rein,0.13384267687797546,0.06790103018283844,0.23112499713897705,0.2607007622718811,0.17511825263500214,0.19597680866718292
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
german,0.12907783687114716,0.1575017124414444,0.256483793258667,0.49305370450019836,0.04148244112730026,0.13978645205497742
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.06466040015220642,-0.07156077772378922
rhein,0.16271300613880157,0.16328522562980652,0.2614726424217224,0.6607828736305237,0.19839772582054138,0.2176131010055542
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
french,0.17587623000144958,0.09901018440723419,0.2555147111415863,0.2762029767036438,0.03839639201760292,0.1386883556842804
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.06466040015220642,-0.07156077772378922
le,0.1287374198436737,0.08454840630292892,0.18814682960510254,0.1599120944738388,0.10288381576538086,0.11964468657970428
rhin,0.20129166543483734,0.17580638825893402,0.34496304392814636,0.7436901330947876,0.16063901782035828,0.16895344853401184
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
dutch,0.13309121131896973,0.13053582608699799,0.1705695390701294,0.31772172451019287,0.1308678239583969,0.1081366017460823
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.06466040015220642,-0.07156077772378922
rijn,0.13809074461460114,0.1349175125360489,0.15022686123847961,0.41360682249069214,0.18358325958251953,0.15792600810527802
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.20535394549369812,0.42300865054130554
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.15617261826992035,0.16314446926116943,0.22961433231830597
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.1823403388261795,0.17477411031723022,0.23916715383529663
european,0.17414534091949463,0.11488570272922516,0.3423081040382385,0.22015999257564545,0.07859323173761368,0.14560863375663757
river,0.1886204034090042,0.14026834070682526,0.2894456386566162,0.3672541379928589,0.17220932245254517,0.15390869975090027
that,0.4876193106174469,0.4764937460422516,0.5473989248275757,0.16362759470939636,0.2919633984565735,0.32716336846351624
begins,0.1639891117811203,0.2696463465690613,0.3446018099784851,0.1869913935661316,0.07880329340696335,0.09518900513648987
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.1864481121301651,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
swiss,0.14655742049217224,0.09144312143325806,0.17452241480350494,0.29746899008750916,0.004647664725780487,0.11023817211389542
canton,0.18501651287078857,0.1747741848230362,0.28469693660736084,0.3045586347579956,0.04851251095533371,0.09711585193872452
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.1882307082414627,0.1826142966747284
graubünden,0.2459544539451599,0.15729181468486786,0.32258641719818115,0.48978495597839355,0.11858000606298447,0.1337408721446991
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.1864481121301651,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
southeastern,0.27617761492729187,0.09886547923088074,0.37968114018440247,0.26681381464004517,0.11932042986154556,0.1729537695646286
swiss,0.14655742049217224,0.09144312143325806,0.17452241480350494,0.29746899008750916,0.004647664725780487,0.11023817211389542
alps,0.18269453942775726,0.08534310013055801,0.315137654542923,0.3853704631328583,0.07677017897367477,0.07792776823043823
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
forms,0.20930740237236023,0.3104206919670105,0.2950737178325653,0.20136399567127228,0.1076512262225151,0.1196754202246666
part,0.3328706920146942,0.26684749126434326,0.527681291103363,0.23044916987419128,0.1250145584344864,0.08557961881160736
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.1882307082414627,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
swiss-austrian,0.18545226752758026,0.13754361867904663,0.2632595896720886,0.404801607131958,0.09761679172515869,0.12778812646865845
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
swiss-liechtenstein,0.22838713228702545,0.1689874827861786,0.25903835892677307,0.4653128683567047,0.11755765229463577,0.1577683836221695
border,0.2192085236310959,0.17243514955043793,0.2856229841709137,0.32308438420295715,0.16132394969463348,0.1706928312778473
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.1626930832862854,0.31091248989105225
swiss-german,0.2181645631790161,0.1642165333032608,0.2871095538139343,0.4335334897041321,0.07210204750299454,0.1988486349582672
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.2123519778251648,0.20544172823429108
then,0.5403340458869934,0.2951544523239136,0.4297412931919098,0.18961727619171143,0.34917986392974854,0.2884598970413208
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.2499721348285675,0.22068053483963013
franco-german,0.17892973124980927,0.12763360142707825,0.34231671690940857,0.4917261004447937,0.05830736458301544,0.21309657394886017
border,0.2192085236310959,0.17243514955043793,0.2856229841709137,0.32308438420295715,0.16132394969463348,0.1706928312778473
