,what,carolina,player,was,injured,in,the,nfc,championship,game,?
carolina,0.1956660896539688,1.0000001192092896,0.13799667358398438,0.26687008142471313,0.16966405510902405,0.2380082756280899,0.24749229848384857,0.3309314548969269,0.1809738576412201,0.1679076999425888,0.11847445368766785
suffered,0.13741295039653778,0.19834394752979279,0.14782151579856873,0.3911045491695404,0.4281172752380371,0.277639776468277,0.2558774948120117,0.14072050154209137,0.21612636744976044,0.14093159139156342,0.08963493257761002
a,0.3320399522781372,0.1979188621044159,0.2591003477573395,0.4508470594882965,0.2173323780298233,0.539380669593811,0.5829201340675354,0.20643295347690582,0.18214380741119385,0.23211604356765747,0.23916715383529663
major,0.21026742458343506,0.16825921833515167,0.1840788722038269,0.20676274597644806,0.1299477368593216,0.3249945342540741,0.31775903701782227,0.2140611857175827,0.15515366196632385,0.12348651885986328,0.19788557291030884
setback,0.3320176899433136,0.2157900482416153,0.16528785228729248,0.2762092351913452,0.2703400254249573,0.28636541962623596,0.3215973973274231,0.28003278374671936,0.279744952917099,0.2102450430393219,0.20897552371025085
when,0.4700249433517456,0.16545826196670532,0.16096390783786774,0.37326499819755554,0.28566494584083557,0.4431333839893341,0.5091903209686279,0.20492814481258392,0.20474274456501007,0.22596776485443115,0.22841128706932068
thomas,0.1806955188512802,0.1952405422925949,0.12414050847291946,0.26629963517189026,0.14843913912773132,0.21133768558502197,0.23505409061908722,0.16319149732589722,0.1911715567111969,0.15256451070308685,0.16133050620555878
davis,0.18317241966724396,0.22498787939548492,0.22269335389137268,0.23191459476947784,0.13593189418315887,0.20000724494457245,0.25552070140838623,0.21527732908725739,0.19010725617408752,0.14556019008159637,0.17094263434410095
",",0.3087472915649414,0.2566046118736267,0.25826331973075867,0.45456063747406006,0.20513707399368286,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
an,0.2821882665157318,0.1042201966047287,0.17294925451278687,0.3694365322589874,0.1294514536857605,0.2605783939361572,0.4207492768764496,0.11881481856107712,0.12924516201019287,0.16604416072368622,0.19793890416622162
11-year,0.19224752485752106,0.25720542669296265,0.24870389699935913,0.19449378550052643,0.21364368498325348,0.2812681794166565,0.25359681248664856,0.4219059348106384,0.22593924403190613,0.28337082266807556,0.32096078991889954
veteran,0.12123548984527588,0.22619682550430298,0.23122860491275787,0.2965739965438843,0.24655048549175262,0.18765248358249664,0.2511998414993286,0.21065255999565125,0.1771077960729599,0.1512906402349472,0.15891358256340027
who,0.40942975878715515,0.1409980058670044,0.21536648273468018,0.3318818509578705,0.29879260063171387,0.2792111933231354,0.3733934462070465,0.17579996585845947,0.15638136863708496,0.2523840069770813,0.26220351457595825
had,0.23849567770957947,0.20392835140228271,0.12922927737236023,0.5927209258079529,0.28497424721717834,0.385026752948761,0.3875846862792969,0.16702289879322052,0.13773253560066223,0.18758456408977509,0.20728366076946259
already,0.4530037045478821,0.13686595857143402,0.12040142714977264,0.35964685678482056,0.19536283612251282,0.288102924823761,0.34582915902137756,0.20388568937778473,0.15047475695610046,0.2488563060760498,0.3477933406829834
overcome,0.20512010157108307,0.12525486946105957,0.1266670972108841,0.11566828191280365,0.21604059636592865,0.1771119087934494,0.19138307869434357,0.18053589761257172,0.1655457466840744,0.1663098931312561,0.17361730337142944
three,0.24888746440410614,0.1938534528017044,0.18337850272655487,0.2748996615409851,0.2420773208141327,0.34828072786331177,0.43452659249305725,0.3151578903198242,0.21245597302913666,0.24410177767276764,0.20928427577018738
acl,0.10634554177522659,0.25138425827026367,0.09564754366874695,0.14903591573238373,0.3060924708843231,0.15011103451251984,0.23845629394054413,0.33169156312942505,0.2721298336982727,0.0950402319431305,0.14736860990524292
tears,0.2509855031967163,0.1393890529870987,0.0953415259718895,0.1334013193845749,0.21953324973583221,0.1449623852968216,0.24051350355148315,0.13466887176036835,0.17549929022789001,0.1635821908712387,0.15044362843036652
in,0.30808621644973755,0.2380082756280899,0.1851271539926529,0.45514053106307983,0.24870866537094116,1.0,0.6662389636039734,0.20630285143852234,0.20047812163829803,0.23986028134822845,0.20430970191955566
his,0.26976513862609863,0.19019079208374023,0.24347680807113647,0.4405253231525421,0.2609750032424927,0.3598145842552185,0.4394008219242096,0.13699233531951904,0.17189359664916992,0.21079449355602264,0.18075084686279297
career,0.0917418897151947,0.2012605518102646,0.26366010308265686,0.2927095592021942,0.19090817868709564,0.2564375698566437,0.19230268895626068,0.18755735456943512,0.2705346345901489,0.24611979722976685,0.1300809234380722
",",0.3087472915649414,0.2566046118736267,0.25826331973075867,0.45456063747406006,0.20513707399368286,0.5201468467712402,0.4933079481124878,0.28086528182029724,0.256124883890152,0.2653886377811432,0.31091248989105225
