,whose,saying,about,purgatory,did,martin,luther,object,to,?
luther,0.16639941930770874,0.22644348442554474,0.203048437833786,0.32118529081344604,0.23667675256729126,0.6228963136672974,1.0,0.07967665791511536,0.18029534816741943,0.1732746809720993
objected,0.1924489438533783,0.2807701826095581,0.21635624766349792,0.1537044495344162,0.3025481104850769,0.05213591083884239,0.1514570713043213,0.6698155999183655,0.314758837223053,0.23257127404212952
to,0.320825457572937,0.36477673053741455,0.391953706741333,0.2647497355937958,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.2821136713027954,1.0,0.29463258385658264
a,0.3225097060203552,0.3239319324493408,0.34171196818351746,0.21682927012443542,0.2552328109741211,0.2163310945034027,0.17967689037322998,0.3271922171115875,0.45503583550453186,0.23916715383529663
saying,0.23425647616386414,1.0,0.36896374821662903,0.2999652922153473,0.4131317138671875,0.14559099078178406,0.22644348442554474,0.1976912021636963,0.36477673053741455,0.36382168531417847
attributed,0.24795691668987274,0.2484177201986313,0.23520520329475403,0.2265167087316513,0.19394554197788239,0.04826873540878296,0.06450080871582031,0.19353939592838287,0.1937648355960846,0.20030178129673004
to,0.320825457572937,0.36477673053741455,0.391953706741333,0.2647497355937958,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.2821136713027954,1.0,0.29463258385658264
johann,0.24856384098529816,0.09097839146852493,0.13302192091941833,0.2186015397310257,0.20292572677135468,0.29547569155693054,0.3837730586528778,0.1699780523777008,0.1611560434103012,0.1194499209523201
tetzel,0.15203846991062164,0.18642519414424896,0.16985823214054108,0.21839192509651184,0.11791906505823135,0.27019256353378296,0.2834067940711975,0.1376655250787735,0.17206594347953796,0.1545286476612091
that,0.3740115463733673,0.5727561116218567,0.4500710964202881,0.28657132387161255,0.47518548369407654,0.1594845950603485,0.21746599674224854,0.3378750681877136,0.5436353087425232,0.32716336846351624
``,0.0994773656129837,0.003639297094196081,0.008102871477603912,-0.0639946460723877,-0.029888948425650597,0.028174111619591713,-0.013964727520942688,0.021910512819886208,0.06720756739377975,0.0685480609536171
as,0.3202406167984009,0.36268365383148193,0.2989700436592102,0.2063038945198059,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.22475431859493256,0.42092081904411316,0.27043893933296204
soon,0.24425002932548523,0.28687986731529236,0.24193471670150757,0.17678885161876678,0.35734426975250244,0.18599152565002441,0.1843409240245819,0.14646096527576447,0.3827410042285919,0.17460282146930695
as,0.3202406167984009,0.36268365383148193,0.2989700436592102,0.2063038945198059,0.3596470057964325,0.13608874380588531,0.20242992043495178,0.22475431859493256,0.42092081904411316,0.27043893933296204
the,0.38253846764564514,0.30105578899383545,0.37995871901512146,0.28960198163986206,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.22418850660324097,0.535392165184021,0.22068053483963013
coin,0.11175503581762314,0.15836352109909058,0.13648487627506256,0.12028280645608902,0.1464581936597824,0.03745631128549576,0.07952068746089935,0.21130084991455078,0.20275764167308807,0.20988723635673523
in,0.23496666550636292,0.2119031846523285,0.39797019958496094,0.1845684051513672,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.18661287426948547,0.45010748505592346,0.20430970191955566
the,0.38253846764564514,0.30105578899383545,0.37995871901512146,0.28960198163986206,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.22418850660324097,0.535392165184021,0.22068053483963013
coffer,0.12124631553888321,0.20075763761997223,0.1965019851922989,0.2456286996603012,0.17130576074123383,0.2605413794517517,0.23214247822761536,0.15992401540279388,0.25638890266418457,0.18287260830402374
rings,0.09659262746572495,0.2285601794719696,0.215376079082489,0.19050724804401398,0.18020008504390717,0.1737445890903473,0.1856563836336136,0.24428926408290863,0.21012280881404877,0.09448361396789551
",",0.25601375102996826,0.28455621004104614,0.3877100944519043,0.2961324155330658,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.149229496717453,0.44245919585227966,0.31091248989105225
the,0.38253846764564514,0.30105578899383545,0.37995871901512146,0.28960198163986206,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.22418850660324097,0.535392165184021,0.22068053483963013
soul,0.1960802972316742,0.17000029981136322,0.18182019889354706,0.3370964825153351,0.13049879670143127,0.13848355412483215,0.1514018028974533,0.22427603602409363,0.1948116272687912,0.2029775083065033
from,0.2266867458820343,0.27914348244667053,0.3421173691749573,0.16943871974945068,0.20248863101005554,0.10372040420770645,0.10716932266950607,0.18346236646175385,0.4069952368736267,0.19969791173934937
purgatory,0.184417724609375,0.2999652922153473,0.23656275868415833,0.9999999403953552,0.1478838324546814,0.20558078587055206,0.32118529081344604,0.17033599317073822,0.2647497355937958,0.23922227323055267
(,0.2345174252986908,0.15216246247291565,0.27495184540748596,0.17145726084709167,0.18979617953300476,0.21604594588279724,0.1677781045436859,0.13700400292873383,0.30882009863853455,0.40561532974243164
