,after,what,battle,did,union,forces,return,to,and,occupy,jacksonville,for,the,rest,of,the,war,?
in,0.44050168991088867,0.30808621644973755,0.24353940784931183,0.2593238651752472,0.22726479172706604,0.2565164566040039,0.1852470338344574,0.45010748505592346,0.4954058527946472,0.3150743544101715,0.22147351503372192,0.4322226941585541,0.6662389636039734,0.3255048990249634,0.5696388483047485,0.6662389636039734,0.29904094338417053,0.20430970191955566
february,0.31998828053474426,0.1913013905286789,0.17771880328655243,0.25426602363586426,0.20305205881595612,0.21103164553642273,0.18056704103946686,0.20325583219528198,0.25102463364601135,0.10108993947505951,0.2440309375524521,0.2791854739189148,0.26483774185180664,0.18186575174331665,0.20366249978542328,0.26483774185180664,0.23280571401119232,0.29594847559928894
1864,0.06356795132160187,0.12873968482017517,0.03670267015695572,0.10932037979364395,0.0046144891530275345,0.02692457102239132,0.11569487303495407,0.10575515776872635,0.03566472604870796,0.03175865113735199,0.0604112409055233,0.0642455518245697,0.08191413432359695,0.08802582323551178,-0.032037075608968735,0.08191413432359695,-0.027021296322345734,0.1412568986415863
union,0.18530848622322083,0.1396910548210144,0.22924955189228058,0.185054212808609,0.9999999403953552,0.3241446018218994,0.13197098672389984,0.16926777362823486,0.2594362497329712,0.16469594836235046,0.2896147072315216,0.20406247675418854,0.24421639740467072,0.1568979024887085,0.2642118036746979,0.24421639740467072,0.31622445583343506,0.07797172665596008
forces,0.2831678092479706,0.2112482488155365,0.46557727456092834,0.13164828717708588,0.3241446018218994,1.0,0.20692573487758636,0.2581802308559418,0.26456665992736816,0.39996981620788574,0.14779745042324066,0.14048048853874207,0.3134811818599701,0.2786719501018524,0.3090144991874695,0.3134811818599701,0.4495985805988312,0.16984491050243378
left,0.2841540575027466,0.2442072629928589,0.12014750391244888,0.27335280179977417,0.16613338887691498,0.15860171616077423,0.2494591474533081,0.2724500000476837,0.2571277916431427,0.15561285614967346,0.14120382070541382,0.19966527819633484,0.33113980293273926,0.25191524624824524,0.2218635529279709,0.33113980293273926,0.18595144152641296,0.13251960277557373
jacksonville,0.20310255885124207,0.14578714966773987,0.17926530539989471,0.22992172837257385,0.2896147072315216,0.14779745042324066,0.15582811832427979,0.1994343250989914,0.2603762745857239,0.08337137848138809,1.0000001192092896,0.28549739718437195,0.2176690250635147,0.23247259855270386,0.23084138333797455,0.2176690250635147,0.18616357445716858,0.1359667330980301
and,0.3765919506549835,0.31309178471565247,0.15482768416404724,0.34479495882987976,0.2594362497329712,0.26456665992736816,0.20753136277198792,0.48971283435821533,1.0,0.2639010548591614,0.2603762745857239,0.5064792633056641,0.5171257257461548,0.34185317158699036,0.5116966962814331,0.5171257257461548,0.29695844650268555,0.20544172823429108
confronted,0.2806559205055237,0.21653518080711365,0.285645067691803,0.21286343038082123,0.105068139731884,0.28179237246513367,0.2947383224964142,0.2613157033920288,0.2608409523963928,0.2530398964881897,0.09100444614887238,0.1286439746618271,0.22254350781440735,0.16885945200920105,0.21712985634803772,0.22254350781440735,0.2684066891670227,0.15124325454235077
a,0.3831600844860077,0.3320399522781372,0.1176733672618866,0.2552328109741211,0.18140026926994324,0.17848460376262665,0.20093116164207458,0.45503583550453186,0.3739250600337982,0.21937653422355652,0.28008249402046204,0.44038116931915283,0.5829201340675354,0.2692912518978119,0.5052502155303955,0.5829201340675354,0.2368277609348297,0.23916715383529663
confederate,0.2225932776927948,0.1444343775510788,0.4085182547569275,0.21040590107440948,0.4943378269672394,0.4466829299926758,0.190107062458992,0.21213676035404205,0.2116209715604782,0.19188186526298523,0.36438611149787903,0.13829921185970306,0.24595312774181366,0.23428642749786377,0.22236056625843048,0.24595312774181366,0.378765344619751,0.15273870527744293
army,0.2654078006744385,0.1698741316795349,0.44362473487854004,0.21148359775543213,0.3145981431007385,0.6373161673545837,0.15428827702999115,0.22938482463359833,0.25581875443458557,0.3241097629070282,0.15866801142692566,0.17493335902690887,0.31011611223220825,0.24114041030406952,0.2669098675251007,0.31011611223220825,0.5000815987586975,0.180583193898201
at,0.3622083067893982,0.2838611304759979,0.23658646643161774,0.28390252590179443,0.16550375521183014,0.20982104539871216,0.15280912816524506,0.36524343490600586,0.3571503460407257,0.24790573120117188,0.2604049742221832,0.34237727522850037,0.457212895154953,0.21832938492298126,0.42558613419532776,0.457212895154953,0.23910050094127655,0.21978627145290375
the,0.4565047025680542,0.42745697498321533,0.2820790410041809,0.34736719727516174,0.24421639740467072,0.3134811818599701,0.2543797492980957,0.535392165184021,0.5171257257461548,0.31747862696647644,0.2176690250635147,0.4739971458911896,1.0,0.41330549120903015,0.733189046382904,1.0,0.366199791431427,0.22068053483963013
battle,0.23362083733081818,0.17112864553928375,1.0000001192092896,0.12105695903301239,0.22924955189228058,0.46557727456092834,0.13019444048404694,0.17405389249324799,0.15482768416404724,0.19172848761081696,0.17926530539989471,0.1235591247677803,0.2820790410041809,0.16703732311725616,0.2291749268770218,0.2820790410041809,0.5131220817565918,0.1680624783039093
of,0.3867455720901489,0.33290785551071167,0.2291749268770218,0.2513895630836487,0.2642118036746979,0.3090144991874695,0.20821265876293182,0.41548454761505127,0.5116966962814331,0.3452157974243164,0.23084138333797455,0.4185989499092102,0.733189046382904,0.33621829748153687,1.0,0.733189046382904,0.31680163741111755,0.1826142966747284
olustee,0.2713136672973633,0.15316376090049744,0.2615053057670593,0.1543387770652771,0.2870069742202759,0.3129749596118927,0.1220594197511673,0.23531906306743622,0.32529813051223755,0.25297221541404724,0.392673134803772,0.2221890389919281,0.3864355981349945,0.20659783482551575,0.3620203137397766,0.3864355981349945,0.31766173243522644,0.059449683874845505
resulting,0.40614020824432373,0.17960047721862793,0.16583092510700226,0.17864365875720978,0.18209756910800934,0.2900187373161316,0.2600601315498352,0.26808956265449524,0.33249855041503906,0.18346595764160156,0.18114712834358215,0.28196775913238525,0.3905409574508667,0.23642954230308533,0.3631994426250458,0.3905409574508667,0.2422839105129242,0.10813049972057343
in,0.44050168991088867,0.30808621644973755,0.24353940784931183,0.2593238651752472,0.22726479172706604,0.2565164566040039,0.1852470338344574,0.45010748505592346,0.4954058527946472,0.3150743544101715,0.22147351503372192,0.4322226941585541,0.6662389636039734,0.3255048990249634,0.5696388483047485,0.6662389636039734,0.29904094338417053,0.20430970191955566
a,0.3831600844860077,0.3320399522781372,0.1176733672618866,0.2552328109741211,0.18140026926994324,0.17848460376262665,0.20093116164207458,0.45503583550453186,0.3739250600337982,0.21937653422355652,0.28008249402046204,0.44038116931915283,0.5829201340675354,0.2692912518978119,0.5052502155303955,0.5829201340675354,0.2368277609348297,0.23916715383529663
confederate,0.2225932776927948,0.1444343775510788,0.4085182547569275,0.21040590107440948,0.4943378269672394,0.4466829299926758,0.190107062458992,0.21213676035404205,0.2116209715604782,0.19188186526298523,0.36438611149787903,0.13829921185970306,0.24595312774181366,0.23428642749786377,0.22236056625843048,0.24595312774181366,0.378765344619751,0.15273870527744293
victory,0.2888297140598297,0.12667348980903625,0.4560186564922333,0.18024887144565582,0.2895318567752838,0.3529549837112427,0.20258580148220062,0.17833203077316284,0.14554795622825623,0.22424665093421936,0.16092483699321747,0.2551555335521698,0.2795662581920624,0.11814515292644501,0.21037539839744568,0.2795662581920624,0.4195147752761841,0.15412560105323792
.,0.35870397090911865,0.3567904531955719,0.1661834716796875,0.35288307070732117,0.23708370327949524,0.21802116930484772,0.25014954805374146,0.4645031690597534,0.588965117931366,0.2559439539909363,0.2843366861343384,0.4726039469242096,0.5934505462646484,0.36049437522888184,0.5352458953857422,0.5934505462646484,0.3000848889350891,0.4130953550338745
