,in,how,many,places,is,oxygen,stored,in,its,cycle,?
this,0.45205554366111755,0.45272302627563477,0.43532639741897583,0.29972514510154724,0.480927973985672,0.31131085753440857,0.33391061425209045,0.45205554366111755,0.43815311789512634,0.2510433495044708,0.3155723512172699
biogeochemical,0.2428106814622879,0.2808811664581299,0.22010718286037445,0.15907415747642517,0.26437681913375854,0.47898709774017334,0.32753100991249084,0.2428106814622879,0.2814166843891144,0.34096720814704895,0.19834385812282562
cycle,0.20483464002609253,0.24716903269290924,0.20147281885147095,0.12114056944847107,0.20626789331436157,0.2879956066608429,0.24469956755638123,0.20483464002609253,0.11801506578922272,1.0000001192092896,0.07156776636838913
describes,0.31060853600502014,0.3473767936229706,0.23264826834201813,0.1456521898508072,0.33745625615119934,0.09102625399827957,0.16131114959716797,0.31060853600502014,0.17992140352725983,0.28379347920417786,0.13134142756462097
the,0.6662389636039734,0.33890387415885925,0.4335206151008606,0.31653955578804016,0.5823672413825989,0.20428593456745148,0.2634609043598175,0.6662389636039734,0.559237003326416,0.2701641917228699,0.22068053483963013
movement,0.26725053787231445,0.2090272754430771,0.24651534855365753,0.15653572976589203,0.20353496074676514,0.11622465401887894,0.07997918874025345,0.26725053787231445,0.29622000455856323,0.2348567247390747,0.1423349231481552
of,0.5696388483047485,0.2480744868516922,0.37253960967063904,0.26612308621406555,0.4854315221309662,0.16848602890968323,0.2396228164434433,0.5696388483047485,0.48690423369407654,0.255176842212677,0.1826142966747284
oxygen,0.1672476977109909,0.21928748488426208,0.21045979857444763,0.11478540301322937,0.21825239062309265,0.9999999403953552,0.2505055367946625,0.1672476977109909,0.23293741047382355,0.2879956066608429,0.16786395013332367
within,0.40576374530792236,0.24755704402923584,0.2613624930381775,0.33120569586753845,0.30135563015937805,0.17688089609146118,0.21028240025043488,0.40576374530792236,0.34678399562835693,0.18040014803409576,0.1870293766260147
and,0.4954058527946472,0.33647966384887695,0.5296266674995422,0.36121195554733276,0.3859752118587494,0.22261030972003937,0.23925133049488068,0.4954058527946472,0.3841775357723236,0.2020994871854782,0.20544172823429108
between,0.41100412607192993,0.2747800648212433,0.29423660039901733,0.23790280520915985,0.26809602975845337,0.1443812996149063,0.1475965976715088,0.41100412607192993,0.2510443925857544,0.1642710119485855,0.12887074053287506
its,0.3793783485889435,0.22449488937854767,0.3319723308086395,0.2525220215320587,0.4447362422943115,0.23293741047382355,0.24488487839698792,0.3793783485889435,1.0,0.11801506578922272,0.15103481709957123
three,0.34828072786331177,0.23807744681835175,0.4501400589942932,0.13968525826931,0.23072560131549835,0.20057295262813568,0.15812596678733826,0.34828072786331177,0.23637419939041138,0.23193049430847168,0.20928427577018738
main,0.28862449526786804,0.1668178290128708,0.27179279923439026,0.165603905916214,0.3009335994720459,0.13720345497131348,0.14214769005775452,0.28862449526786804,0.272861510515213,0.17028678953647614,0.1665669083595276
reservoirs,0.23612621426582336,0.1389463245868683,0.21809199452400208,0.33144909143447876,0.2594228684902191,0.20340348780155182,0.3133015036582947,0.23612621426582336,0.21557064354419708,0.17224456369876862,0.12752436101436615
on,0.46853652596473694,0.32655060291290283,0.32520127296447754,0.33895233273506165,0.3635730445384979,0.2008662223815918,0.2273547500371933,0.46853652596473694,0.34331920742988586,0.14723779261112213,0.2714994251728058
earth,0.18566735088825226,0.2756480276584625,0.22623728215694427,0.20812219381332397,0.26888176798820496,0.3065866231918335,0.1975690722465515,0.18566735088825226,0.246530681848526,0.2534622848033905,0.17717236280441284
:,0.020521078258752823,-0.11215605586767197,-0.10786184668540955,-0.08972007036209106,-0.07222653180360794,-0.038063742220401764,-0.1515846699476242,0.020521078258752823,-0.09279701858758926,-0.0007793467957526445,-0.07156077772378922
the,0.6662389636039734,0.33890387415885925,0.4335206151008606,0.31653955578804016,0.5823672413825989,0.20428593456745148,0.2634609043598175,0.6662389636039734,0.559237003326416,0.2701641917228699,0.22068053483963013
atmosphere,0.20898397266864777,0.2488957792520523,0.24549169838428497,0.20555712282657623,0.1850086748600006,0.48839667439460754,0.2215816080570221,0.20898397266864777,0.22483336925506592,0.26162341237068176,0.15636961162090302
",",0.5201468467712402,0.22659391164779663,0.40610817074775696,0.2988786995410919,0.4691906273365021,0.21812842786312103,0.24477602541446686,0.5201468467712402,0.33157986402511597,0.16122886538505554,0.31091248989105225
the,0.6662389636039734,0.33890387415885925,0.4335206151008606,0.31653955578804016,0.5823672413825989,0.20428593456745148,0.2634609043598175,0.6662389636039734,0.559237003326416,0.2701641917228699,0.22068053483963013
biosphere,0.24146156013011932,0.173431396484375,0.20771074295043945,0.3013928532600403,0.270405650138855,0.3454684019088745,0.2409891039133072,0.24146156013011932,0.20847491919994354,0.2637070119380951,0.15510359406471252
",",0.5201468467712402,0.22659391164779663,0.40610817074775696,0.2988786995410919,0.4691906273365021,0.21812842786312103,0.24477602541446686,0.5201468467712402,0.33157986402511597,0.16122886538505554,0.31091248989105225
and,0.4954058527946472,0.33647966384887695,0.5296266674995422,0.36121195554733276,0.3859752118587494,0.22261030972003937,0.23925133049488068,0.4954058527946472,0.3841775357723236,0.2020994871854782,0.20544172823429108
the,0.6662389636039734,0.33890387415885925,0.4335206151008606,0.31653955578804016,0.5823672413825989,0.20428593456745148,0.2634609043598175,0.6662389636039734,0.559237003326416,0.2701641917228699,0.22068053483963013
lithosphere,0.2248716950416565,0.22982193529605865,0.2246159166097641,0.24274896085262299,0.26867392659187317,0.4960818290710449,0.291890025138855,0.2248716950416565,0.25867438316345215,0.280102014541626,0.1646844744682312
.,0.5591574311256409,0.3287222981452942,0.3974229395389557,0.27904579043388367,0.4569662809371948,0.2554275095462799,0.27817240357398987,0.5591574311256409,0.3566088080406189,0.19143328070640564,0.4130953550338745
