,when,did,oil,finally,returned,to,its,bretton,woods,levels,?
the,0.5091903209686279,0.34736719727516174,0.21849922835826874,0.4516841769218445,0.32857778668403625,0.535392165184021,0.559237003326416,0.2398787885904312,0.25063925981521606,0.286034494638443,0.22068053483963013
substantial,0.224839448928833,0.3070415258407593,0.22404663264751434,0.22755570709705353,0.12915204465389252,0.31344684958457947,0.3473050892353058,0.20555847883224487,0.13341645896434784,0.22734735906124115,0.25194647908210754
price,0.17377425730228424,0.20305229723453522,0.3166557550430298,0.1885780394077301,0.19841508567333221,0.2590087652206421,0.18407803773880005,0.2537996768951416,0.22399024665355682,0.2255113422870636,0.14631175994873047
increases,0.3511248826980591,0.14636409282684326,0.2115572988986969,0.22766835987567902,0.15136654675006866,0.3197665810585022,0.3789345324039459,0.10510242730379105,0.0767587348818779,0.45439237356185913,0.10270863026380539
of,0.3757161796092987,0.2513895630836487,0.22900764644145966,0.2709518074989319,0.28002414107322693,0.41548454761505127,0.48690423369407654,0.2087654173374176,0.19778653979301453,0.23668165504932404,0.1826142966747284
1973–1974,0.014461226761341095,-0.09768588840961456,-0.012271667830646038,0.046909354627132416,0.07203339785337448,-0.04889845475554466,0.05636868625879288,0.0874827429652214,0.11955401301383972,-0.09374517947435379,-0.05859573930501938
largely,0.2664821743965149,0.16484405100345612,0.14610658586025238,0.296322762966156,0.2268884927034378,0.24348199367523193,0.31890732049942017,0.17540442943572998,0.1644214391708374,0.1900145262479782,0.08185246586799622
returned,0.28365370631217957,0.32570260763168335,0.0958612784743309,0.4220111072063446,1.0,0.30012887716293335,0.18422208726406097,0.25302353501319885,0.19119569659233093,0.13254070281982422,0.07695316523313522
their,0.3682888448238373,0.38078752160072327,0.1690470576286316,0.27545443177223206,0.2557326555252075,0.44619059562683105,0.5367968082427979,0.18754145503044128,0.210040882229805,0.2625004053115845,0.1898253709077835
prices,0.23320770263671875,0.22555270791053772,0.39236316084861755,0.23155400156974792,0.19196102023124695,0.3313114047050476,0.2362198829650879,0.24261009693145752,0.20122164487838745,0.34633469581604004,0.14604969322681427
and,0.4716290831565857,0.34479495882987976,0.19239190220832825,0.42047661542892456,0.2844434380531311,0.48971283435821533,0.3841775357723236,0.21567559242248535,0.28619274497032166,0.2956688106060028,0.20544172823429108
corresponding,0.24920585751533508,0.1408667117357254,0.09022333472967148,0.1510537564754486,0.17428985238075256,0.3358774781227112,0.2372058779001236,0.12264024466276169,0.12156686186790466,0.34710896015167236,0.21760094165802002
incomes,0.25106531381607056,0.19128462672233582,0.2956365942955017,0.19936154782772064,0.11126727610826492,0.30075564980506897,0.23331943154335022,0.16306398808956146,0.1477522999048233,0.3020322024822235,0.1867215484380722
to,0.5423505902290344,0.4452643394470215,0.1619214415550232,0.4384642541408539,0.30012887716293335,1.0,0.3691340684890747,0.21082665026187897,0.22002160549163818,0.29053324460983276,0.29463258385658264
bretton,0.23351384699344635,0.2297620177268982,0.17660436034202576,0.22783797979354858,0.25302353501319885,0.21082665026187897,0.10408086329698563,1.0,0.37897005677223206,0.12535522878170013,0.08820702880620956
woods,0.21983341872692108,0.09587925672531128,0.13973990082740784,0.24254988133907318,0.19119569659233093,0.22002160549163818,0.14511528611183167,0.37897005677223206,0.9999998807907104,0.16971604526042938,0.09811560064554214
levels,0.2584584951400757,0.16511613130569458,0.16845765709877014,0.16761328279972076,0.13254070281982422,0.29053324460983276,0.22832393646240234,0.12535522878170013,0.16971604526042938,0.9999998807907104,0.1541307419538498
in,0.4431333839893341,0.2593238651752472,0.21800900995731354,0.36356985569000244,0.341925710439682,0.45010748505592346,0.3793783485889435,0.2577485740184784,0.21960093080997467,0.2418597936630249,0.20430970191955566
terms,0.23413047194480896,0.19385001063346863,0.15678100287914276,0.18427115678787231,0.12526719272136688,0.356818288564682,0.23987792432308197,0.1076083555817604,0.08632641285657883,0.252601683139801,0.23466452956199646
of,0.3757161796092987,0.2513895630836487,0.22900764644145966,0.2709518074989319,0.28002414107322693,0.41548454761505127,0.48690423369407654,0.2087654173374176,0.19778653979301453,0.23668165504932404,0.1826142966747284
commodities,0.17227178812026978,0.21312002837657928,0.3056020140647888,0.16051720082759857,0.17016437649726868,0.273486852645874,0.2528955638408661,0.22752267122268677,0.17645935714244843,0.2125312238931656,0.18083880841732025
such,0.27679547667503357,0.24497397243976593,0.1593000292778015,0.16362608969211578,0.11900018155574799,0.2871878743171692,0.22375942766666412,0.12163589894771576,0.14469116926193237,0.2846648395061493,0.17851735651493073
as,0.4437963366508484,0.3596470057964325,0.18042321503162384,0.28214770555496216,0.2330649346113205,0.42092081904411316,0.31874480843544006,0.1608247309923172,0.1722680926322937,0.24056120216846466,0.27043893933296204
gold,0.21325871348381042,0.1811094880104065,0.2072755992412567,0.18380838632583618,0.16117483377456665,0.19999347627162933,0.1952981948852539,0.16661329567432404,0.19756655395030975,0.15360090136528015,0.11542754620313644
.,0.475719153881073,0.35288307070732117,0.22117017209529877,0.31775936484336853,0.22617055475711823,0.4645031690597534,0.3566088080406189,0.26237455010414124,0.2466553896665573,0.24042059481143951,0.4130953550338745
