,since,2005,",",what,is,the,gender,of,doctor,who,'s,primary,traveling,companion,?
since,1.0000001192092896,0.027849651873111725,0.3991432189941406,0.29783400893211365,0.3567592203617096,0.4054957628250122,0.16249124705791473,0.35513219237327576,0.10913390666246414,0.27765995264053345,-0.04899144917726517,0.17323777079582214,0.09545136988162994,0.16758902370929718,0.2876587212085724
the,0.4054957628250122,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.24119289219379425,0.733189046382904,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.25688621401786804,0.2753162384033203,0.2540271282196045,0.22068053483963013
2005,0.027849651873111725,1.0,0.11050146818161011,0.0704459398984909,-0.10802728682756424,0.037273142486810684,0.04161449149250984,0.017815761268138885,0.07635467499494553,0.18423187732696533,0.047040801495313644,-0.03427283465862274,-0.017244435846805573,0.06746454536914825,0.10709824413061142
revival,0.22599349915981293,0.10179609805345535,0.2530691921710968,0.17674529552459717,0.19539782404899597,0.30452626943588257,0.09833233803510666,0.2109367549419403,0.13733609020709991,0.1408388912677765,0.015062598511576653,0.1184072494506836,0.18741518259048462,0.1847228854894638,0.09967152029275894
",",0.3991432189941406,0.11050146818161011,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21584902703762054,0.4946078956127167,0.20407600700855255,0.3365725874900818,-0.0016132977325469255,0.2565748989582062,0.19962750375270844,0.2139829695224762,0.31091248989105225
the,0.4054957628250122,0.037273142486810684,0.4933079481124878,0.42745697498321533,0.5823672413825989,1.0,0.24119289219379425,0.733189046382904,0.2820442318916321,0.3733934462070465,-0.01540423184633255,0.25688621401786804,0.2753162384033203,0.2540271282196045,0.22068053483963013
doctor,0.10913390666246414,0.07635467499494553,0.20407600700855255,0.20870667695999146,0.19875872135162354,0.2820442318916321,0.207935631275177,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.031664930284023285,0.1228446364402771,0.26551535725593567,0.42781779170036316,0.1462511420249939
generally,0.28686630725860596,-0.057772498577833176,0.29679131507873535,0.40614598989486694,0.4094115197658539,0.41466525197029114,0.30890175700187683,0.3127037584781647,0.09131764620542526,0.3352776765823364,0.017207007855176926,0.24302303791046143,0.1999557465314865,0.14830920100212097,0.23411904275417328
travels,0.09032545238733292,-0.057940177619457245,0.20302538573741913,0.17787288129329681,0.2770076096057892,0.31547650694847107,0.10556232929229736,0.2645129859447479,0.3345279097557068,0.20237360894680023,-0.01169153768569231,0.12713801860809326,0.7171341180801392,0.3425360918045044,0.06471772491931915
with,0.3120420575141907,-0.0030237799510359764,0.4120737314224243,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.2009250968694687,0.41827285289764404,0.17277967929840088,0.3282766342163086,-0.04624466598033905,0.16595536470413208,0.2149413526058197,0.17172420024871826,0.2433311939239502
a,0.3303585946559906,-0.044396962970495224,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22587965428829193,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.04866964742541313,0.23038449883460999,0.26968079805374146,0.23561611771583557,0.23916715383529663
primary,0.17323777079582214,-0.03427283465862274,0.2565748989582062,0.2113915979862213,0.23824772238731384,0.25688621401786804,0.16384032368659973,0.23414276540279388,0.1228446364402771,0.15416203439235687,-0.06354844570159912,1.0,0.1020553931593895,0.07066981494426727,0.16286636888980865
female,0.13890612125396729,-0.020599352195858955,0.1907428652048111,0.14235767722129822,0.19344212114810944,0.2673940658569336,0.38196632266044617,0.26416701078414917,0.16167813539505005,0.3403880000114441,-0.006360549479722977,0.17437130212783813,0.1402713507413864,0.18389271199703217,0.17839525640010834
companion,0.16758902370929718,0.06746454536914825,0.2139829695224762,0.14817854762077332,0.21143139898777008,0.2540271282196045,0.2083437144756317,0.2278505116701126,0.42781779170036316,0.28241121768951416,-0.05183550715446472,0.07066981494426727,0.3340437114238739,1.0000001192092896,0.14478090405464172
",",0.3991432189941406,0.11050146818161011,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21584902703762054,0.4946078956127167,0.20407600700855255,0.3365725874900818,-0.0016132977325469255,0.2565748989582062,0.19962750375270844,0.2139829695224762,0.31091248989105225
who,0.27765995264053345,0.18423187732696533,0.3365725874900818,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.3237629532814026,0.2827862501144409,0.3504868149757385,0.9999998807907104,0.05599616840481758,0.15416203439235687,0.2793048322200775,0.28241121768951416,0.26220351457595825
occupies,0.19053800404071808,0.026391886174678802,0.28519195318222046,0.1754315048456192,0.2902050316333771,0.3467068672180176,0.10310831665992737,0.41113683581352234,0.1092589870095253,0.1592215895652771,-0.037531528621912,0.14013370871543884,0.13382773101329803,0.13567368686199188,0.054502952843904495
a,0.3303585946559906,-0.044396962970495224,0.427140474319458,0.3320399522781372,0.658733606338501,0.5829201340675354,0.22587965428829193,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.04866964742541313,0.23038449883460999,0.26968079805374146,0.23561611771583557,0.23916715383529663
larger,0.2036043107509613,-0.027156732976436615,0.2491181194782257,0.23663538694381714,0.24218857288360596,0.378620445728302,0.21609696745872498,0.32469573616981506,0.08620276302099228,0.16680826246738434,0.06408897042274475,0.20283132791519165,0.20400910079479218,0.1144522950053215,0.1602165699005127
narrative,0.10027703642845154,0.018327003344893456,0.1692914515733719,0.3493801951408386,0.2095203697681427,0.22237147390842438,0.23009143769741058,0.24289782345294952,0.19518297910690308,0.16720187664031982,0.024924546480178833,0.2570817470550537,0.20044782757759094,0.2719976007938385,0.1689632087945938
role,0.1922060251235962,0.02154882252216339,0.199491485953331,0.22614215314388275,0.20847192406654358,0.26607486605644226,0.26316067576408386,0.1797693818807602,0.2079973667860031,0.2767873704433441,0.00619043642655015,0.10765475034713745,0.1294383406639099,0.21076327562332153,0.18676944077014923
.,0.431787371635437,0.0678042471408844,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2381640076637268,0.5352458953857422,0.22361043095588684,0.3541337847709656,-0.003708066651597619,0.22422198951244354,0.2175574004650116,0.1974223256111145,0.4130953550338745
