,what,have,the,treaties,sought,to,enable,since,its,foundation,?
since,0.29783400893211365,0.47784632444381714,0.4054957628250122,0.25351011753082275,0.23844285309314728,0.3733763098716736,0.18250930309295654,1.0000001192092896,0.37237873673439026,0.2297438383102417,0.2876587212085724
its,0.30393704771995544,0.3852778375148773,0.559237003326416,0.21471375226974487,0.23418010771274567,0.3691340684890747,0.18646420538425446,0.37237873673439026,1.0,0.2026788890361786,0.15103481709957123
foundation,0.19225969910621643,0.20333780348300934,0.23942872881889343,0.296730637550354,0.26408055424690247,0.20144611597061157,0.17992311716079712,0.2297438383102417,0.2026788890361786,1.0000001192092896,0.1791457086801529
",",0.3087472915649414,0.3541618287563324,0.4933079481124878,0.2152065634727478,0.25776931643486023,0.44245919585227966,0.2326114922761917,0.3991432189941406,0.33157986402511597,0.21837306022644043,0.31091248989105225
the,0.42745697498321533,0.40389683842658997,1.0,0.28970760107040405,0.2821049392223358,0.535392165184021,0.284074991941452,0.4054957628250122,0.559237003326416,0.23942872881889343,0.22068053483963013
treaties,0.2403455525636673,0.2842963933944702,0.28970760107040405,0.9999998807907104,0.37191492319107056,0.30276235938072205,0.2540079951286316,0.25351011753082275,0.21471375226974487,0.296730637550354,0.1693580597639084
sought,0.2695325016975403,0.2659693956375122,0.2821049392223358,0.37191492319107056,1.0,0.3909280598163605,0.3333355486392975,0.23844285309314728,0.23418010771274567,0.26408055424690247,0.1753331869840622
to,0.455847829580307,0.4544740617275238,0.535392165184021,0.30276235938072205,0.3909280598163605,1.0,0.41969531774520874,0.3733763098716736,0.3691340684890747,0.20144611597061157,0.29463258385658264
enable,0.29289326071739197,0.37312552332878113,0.284074991941452,0.2540079951286316,0.3333355486392975,0.41969531774520874,1.0000001192092896,0.18250930309295654,0.18646420538425446,0.17992311716079712,0.2741726338863373
people,0.32444337010383606,0.3380994498729706,0.36838498711586,0.28024521470069885,0.1752752810716629,0.37275731563568115,0.12058087438344955,0.2502933144569397,0.24203898012638092,0.1363983005285263,0.23739641904830933
to,0.455847829580307,0.4544740617275238,0.535392165184021,0.30276235938072205,0.3909280598163605,1.0,0.41969531774520874,0.3733763098716736,0.3691340684890747,0.20144611597061157,0.29463258385658264
pursue,0.21410717070102692,0.2974075973033905,0.21766875684261322,0.15446814894676208,0.3554121255874634,0.38036081194877625,0.3224208354949951,0.23214124143123627,0.15768854320049286,0.19592998921871185,0.1284760683774948
their,0.35142919421195984,0.523270845413208,0.516537070274353,0.2464694082736969,0.33269545435905457,0.44619059562683105,0.27125459909439087,0.2668287754058838,0.5367968082427979,0.17385753989219666,0.1898253709077835
life,0.24693015217781067,0.25565779209136963,0.23528170585632324,0.1685909479856491,0.12537284195423126,0.24560359120368958,0.1520102173089981,0.19007231295108795,0.14865194261074066,0.2273385375738144,0.21677987277507782
goals,0.13392581045627594,0.10935129970312119,0.11426310986280441,0.3058951795101166,0.09313918650150299,0.20219381153583527,0.09714671969413757,0.1749276965856552,0.11332490295171738,0.16144223511219025,0.16318443417549133
in,0.30808621644973755,0.36843645572662354,0.6662389636039734,0.2564578652381897,0.21093487739562988,0.45010748505592346,0.17007185518741608,0.4325680434703827,0.3793783485889435,0.2082953006029129,0.20430970191955566
any,0.43670421838760376,0.5329707860946655,0.4525727927684784,0.27712899446487427,0.27618616819381714,0.46410247683525085,0.3968670666217804,0.352570503950119,0.362114816904068,0.20195481181144714,0.4113408327102661
country,0.22705033421516418,0.19540336728096008,0.30432501435279846,0.24195539951324463,0.21084095537662506,0.31281599402427673,0.13007663190364838,0.2667653560638428,0.25601598620414734,0.158289834856987,0.12647280097007751
through,0.23167094588279724,0.2991202771663666,0.44071322679519653,0.1737106740474701,0.265342652797699,0.4062686562538147,0.28772875666618347,0.32660001516342163,0.25456881523132324,0.1500241905450821,0.16913433372974396
free,0.22754132747650146,0.18823827803134918,0.22231732308864594,0.20868639647960663,0.2581198215484619,0.2913753390312195,0.2306695431470871,0.166397824883461,0.15832874178886414,0.2673598825931549,0.1278279572725296
movement,0.23934946954250336,0.19237689673900604,0.339571475982666,0.1769084483385086,0.2448147088289261,0.2780168950557709,0.22107096016407013,0.1966906487941742,0.29622000455856323,0.233646422624588,0.1423349231481552
.,0.3567904531955719,0.41614407300949097,0.5934505462646484,0.21012970805168152,0.1925266534090042,0.4645031690597534,0.2330912947654724,0.431787371635437,0.3566088080406189,0.26203909516334534,0.4130953550338745
