,which,carolina,panthers,wide,receiver,suffered,a,torn,acl,before,the,season,began,?
despite,0.2826302945613861,0.17361785471439362,0.1696106642484665,0.19146284461021423,0.16212256252765656,0.4179152846336365,0.28239360451698303,0.20321454107761383,0.23096124827861786,0.28090900182724,0.3172689974308014,0.25890347361564636,0.22879506647586823,0.14350546896457672
waiving,0.2979806065559387,0.26358741521835327,0.33846792578697205,0.18824894726276398,0.2767663300037384,0.2570328116416931,0.3373030722141266,0.27774447202682495,0.20297269523143768,0.37015819549560547,0.3694417178630829,0.2095266878604889,0.25690391659736633,0.242996484041214
longtime,0.2204979509115219,0.19550731778144836,0.25195038318634033,0.16629807651042938,0.25372081995010376,0.26649922132492065,0.24678170680999756,0.1671687215566635,0.21017949283123016,0.2099248468875885,0.2717287242412567,0.17901133000850677,0.282662034034729,0.07657656818628311
running,0.30427414178848267,0.12100528925657272,0.1742893010377884,0.26102083921432495,0.22452443838119507,0.15750186145305634,0.30176547169685364,0.270994633436203,0.14905574917793274,0.24777370691299438,0.28883472084999084,0.1752285361289978,0.1613425612449646,0.15679655969142914
back,0.3174980580806732,0.15576092898845673,0.24408011138439178,0.19097882509231567,0.23621419072151184,0.24440796673297882,0.31908270716667175,0.2605397403240204,0.20832140743732452,0.3646722137928009,0.3612101674079895,0.16828195750713348,0.2557622790336609,0.2397768795490265
deangelo,0.18337586522102356,0.2874116897583008,0.2667361795902252,0.1494043916463852,0.1658250391483307,0.12319266051054001,0.20384690165519714,0.19215230643749237,0.21163815259933472,0.16783201694488525,0.2024650275707245,0.14086845517158508,0.17582350969314575,0.18370559811592102
williams,0.1554034948348999,0.22131896018981934,0.2933593690395355,0.16883152723312378,0.23185934126377106,0.18541066348552704,0.15783628821372986,0.2265806943178177,0.16502287983894348,0.13099604845046997,0.20852252840995789,0.24283945560455322,0.1252618134021759,0.1924409717321396
and,0.506277859210968,0.22423055768013,0.2230100929737091,0.272363543510437,0.23549625277519226,0.17773643136024475,0.3739250600337982,0.23394551873207092,0.15022554993629456,0.3518902659416199,0.5171257257461548,0.2369309365749359,0.3021392226219177,0.20544172823429108
losing,0.25697997212409973,0.1639697253704071,0.19497670233249664,0.16118021309375763,0.1911679059267044,0.3359540104866028,0.28068792819976807,0.23722302913665771,0.24256667494773865,0.2947567105293274,0.3114689588546753,0.23164252936840057,0.18968844413757324,0.15056444704532623
top,0.3052574694156647,0.19100475311279297,0.20028118789196014,0.2269822359085083,0.16103088855743408,0.06639586389064789,0.2422690987586975,0.23461715877056122,0.1369650661945343,0.20637446641921997,0.31754136085510254,0.24344053864479065,0.0900086909532547,0.17265194654464722
wide,0.3568881154060364,0.1462310254573822,0.21128936111927032,1.0,0.42298761010169983,0.12071528285741806,0.301088809967041,0.20644089579582214,0.20347966253757477,0.14785529673099518,0.28078147768974304,0.1078408807516098,0.15866169333457947,0.12719376385211945
receiver,0.24653580784797668,0.19075524806976318,0.3002510964870453,0.42298761010169983,1.0000001192092896,0.1233363077044487,0.2591530680656433,0.16010800004005432,0.2051057070493698,0.13976505398750305,0.21850530803203583,0.21946853399276733,0.03962376341223717,0.11587938666343689
kelvin,0.2036457508802414,0.16270607709884644,0.1860472559928894,0.15264859795570374,0.2911127507686615,0.01183517649769783,0.22150981426239014,0.1216483786702156,0.14359156787395477,0.1560516357421875,0.20588484406471252,0.12391088902950287,0.13988111913204193,0.18197040259838104
benjamin,0.1817704141139984,0.16624823212623596,0.16550496220588684,0.1269586831331253,0.1700541079044342,0.15383653342723846,0.2032749503850937,0.21433420479297638,0.1090025082230568,0.1958930492401123,0.2507040798664093,0.11361268162727356,0.18870072066783905,0.20336422324180603
to,0.5345056653022766,0.23296888172626495,0.2185782641172409,0.27017152309417725,0.25238820910453796,0.15722067654132843,0.45503583550453186,0.18432354927062988,0.1536690592765808,0.4190867841243744,0.535392165184021,0.22382742166519165,0.2731419503688812,0.29463258385658264
a,0.56894451379776,0.1979188621044159,0.2255268394947052,0.301088809967041,0.2591530680656433,0.2735525667667389,1.0,0.2563896179199219,0.20035260915756226,0.3583870828151703,0.5829201340675354,0.1855505406856537,0.21651826798915863,0.23916715383529663
torn,0.23811250925064087,0.2112542986869812,0.2421046644449234,0.20644089579582214,0.16010800004005432,0.29135093092918396,0.2563896179199219,0.9999998807907104,0.22409923374652863,0.28861331939697266,0.270181804895401,0.19888190925121307,0.1520366221666336,0.13564015924930573
acl,0.27066105604171753,0.25138425827026367,0.34984248876571655,0.20347966253757477,0.2051057070493698,0.2583101689815521,0.20035260915756226,0.22409923374652863,0.9999998807907104,0.16738992929458618,0.23845629394054413,0.3185107111930847,0.1391335427761078,0.14736860990524292
in,0.4840516746044159,0.2380082756280899,0.2115829735994339,0.22946839034557343,0.16248875856399536,0.277639776468277,0.539380669593811,0.24918708205223083,0.15011103451251984,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.34154343605041504,0.20430970191955566
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.28078147768974304,0.21850530803203583,0.2558774948120117,0.5829201340675354,0.270181804895401,0.23845629394054413,0.45900648832321167,1.0,0.2507155239582062,0.3059147596359253,0.22068053483963013
preseason,0.2840823233127594,0.3035641610622406,0.5198215246200562,0.20833280682563782,0.40699639916419983,0.23723344504833221,0.22467027604579926,0.19715546071529388,0.40600553154945374,0.30159035325050354,0.32348138093948364,0.6879447102546692,0.253121554851532,0.13884200155735016
",",0.3658004403114319,0.2566046118736267,0.2494642585515976,0.2452421933412552,0.25716352462768555,0.24693666398525238,0.427140474319458,0.22414912283420563,0.21163040399551392,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.2705576717853546,0.31091248989105225
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.28078147768974304,0.21850530803203583,0.2558774948120117,0.5829201340675354,0.270181804895401,0.23845629394054413,0.45900648832321167,1.0,0.2507155239582062,0.3059147596359253,0.22068053483963013
carolina,0.16939401626586914,1.0000001192092896,0.4154948592185974,0.1462310254573822,0.19075524806976318,0.19834394752979279,0.1979188621044159,0.2112542986869812,0.25138425827026367,0.18129569292068481,0.24749229848384857,0.2196287363767624,0.18737605214118958,0.11847445368766785
panthers,0.2003214955329895,0.4154948592185974,0.9999999403953552,0.21128936111927032,0.3002510964870453,0.19017468392848969,0.2255268394947052,0.2421046644449234,0.34984248876571655,0.2136039286851883,0.2602776288986206,0.3867887854576111,0.17091281712055206,0.16608978807926178
had,0.3188965916633606,0.20392835140228271,0.1570805162191391,0.20107664167881012,0.14794345200061798,0.536039412021637,0.34897568821907043,0.2971421480178833,0.13574959337711334,0.3737051784992218,0.3875846862792969,0.1978970468044281,0.3872743248939514,0.20728366076946259
their,0.4582767188549042,0.16664347052574158,0.20130555331707,0.21030864119529724,0.2027367651462555,0.2437056601047516,0.29698723554611206,0.21884466707706451,0.18358485400676727,0.3135907053947449,0.516537070274353,0.21295444667339325,0.29290321469306946,0.1898253709077835
best,0.21743349730968475,0.1503656804561615,0.1958107054233551,0.15974637866020203,0.18235863745212555,0.08605904132127762,0.2547774314880371,0.17343969643115997,0.13096582889556885,0.20619253814220428,0.3134109377861023,0.20042479038238525,0.2417820394039154,0.2799045741558075
regular,0.35800397396087646,0.14601212739944458,0.2117871195077896,0.225326806306839,0.20337006449699402,0.15956899523735046,0.313107967376709,0.16226182878017426,0.1781291514635086,0.2358778715133667,0.3214086890220642,0.4002528786659241,0.21140921115875244,0.18334713578224182
season,0.20103639364242554,0.2196287363767624,0.3867887854576111,0.1078408807516098,0.21946853399276733,0.21271176636219025,0.1855505406856537,0.19888190925121307,0.3185107111930847,0.2670373320579529,0.2507155239582062,1.0,0.2107011079788208,0.16793298721313477
in,0.4840516746044159,0.2380082756280899,0.2115829735994339,0.22946839034557343,0.16248875856399536,0.277639776468277,0.539380669593811,0.24918708205223083,0.15011103451251984,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.34154343605041504,0.20430970191955566
franchise,0.25914502143859863,0.19974973797798157,0.3353862166404724,0.16658435761928558,0.22508452832698822,0.10973576456308365,0.2522450387477875,0.13812614977359772,0.1804620623588562,0.19119217991828918,0.30872398614883423,0.3754488229751587,0.19265298545360565,0.13445523381233215
history,0.2426081746816635,0.16457390785217285,0.15208889544010162,0.16498173773288727,0.12854091823101044,0.21651439368724823,0.2123815417289734,0.1864994764328003,0.13144268095493317,0.28429466485977173,0.33215048909187317,0.13905751705169678,0.20195066928863525,0.2501974403858185
",",0.3658004403114319,0.2566046118736267,0.2494642585515976,0.2452421933412552,0.25716352462768555,0.24693666398525238,0.427140474319458,0.22414912283420563,0.21163040399551392,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.2705576717853546,0.31091248989105225
becoming,0.25386714935302734,0.17902915179729462,0.182475283741951,0.180954247713089,0.178756982088089,0.15734294056892395,0.3309323191642761,0.22064141929149628,0.1396322399377823,0.37695789337158203,0.333665668964386,0.22846610844135284,0.26202908158302307,0.17354105412960052
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.28078147768974304,0.21850530803203583,0.2558774948120117,0.5829201340675354,0.270181804895401,0.23845629394054413,0.45900648832321167,1.0,0.2507155239582062,0.3059147596359253,0.22068053483963013
