,at,what,university,'s,facility,did,the,panthers,practice,?
the,0.457212895154953,0.42745697498321533,0.263973206281662,-0.01540423184633255,0.19252020120620728,0.34736719727516174,1.0,0.2602776288986206,0.27333036065101624,0.22068053483963013
panthers,0.21283596754074097,0.17002959549427032,0.3375431001186371,0.06940732896327972,0.1516900211572647,0.189295694231987,0.2602776288986206,0.9999999403953552,0.18023143708705902,0.16608978807926178
used,0.22295412421226501,0.27546408772468567,0.10607656836509705,0.00600846204906702,0.2626993656158447,0.30443844199180603,0.3718377649784088,0.11825588345527649,0.32384344935417175,0.22430120408535004
the,0.457212895154953,0.42745697498321533,0.263973206281662,-0.01540423184633255,0.19252020120620728,0.34736719727516174,1.0,0.2602776288986206,0.27333036065101624,0.22068053483963013
san,0.21309925615787506,0.19375550746917725,0.235455721616745,-0.022058377042412758,0.18334515392780304,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.0973610207438469,0.10952327400445938
jose,0.16885404288768768,0.14773352444171906,0.191651850938797,0.07878328859806061,0.11054478585720062,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.07145044952630997,0.06250977516174316
state,0.2408173680305481,0.24273863434791565,0.3891100585460663,0.038451772183179855,0.17645402252674103,0.152080237865448,0.3097178041934967,0.21158847212791443,0.1713540256023407,0.1160883978009224
practice,0.17058232426643372,0.2749895751476288,0.2132919579744339,0.06984969228506088,0.2047412395477295,0.256716251373291,0.27333036065101624,0.18023143708705902,1.0000001192092896,0.21386858820915222
facility,0.2692711055278778,0.13735945522785187,0.2896938621997833,-0.023819494992494583,0.9999998807907104,0.12269388139247894,0.19252020120620728,0.1516900211572647,0.2047412395477295,0.12783357501029968
and,0.3571503460407257,0.31309178471565247,0.2665814459323883,0.06895173341035843,0.2123740017414093,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.2791718542575836,0.20544172823429108
stayed,0.2881714403629303,0.19541862607002258,0.25577598810195923,0.04686899110674858,0.1249115914106369,0.42530572414398193,0.3768083155155182,0.17210689187049866,0.16857481002807617,0.06590735167264938
at,1.0,0.2838611304759979,0.30386853218078613,-0.08481216430664062,0.2692711055278778,0.28390252590179443,0.457212895154953,0.21283596754074097,0.17058232426643372,0.21978627145290375
the,0.457212895154953,0.42745697498321533,0.263973206281662,-0.01540423184633255,0.19252020120620728,0.34736719727516174,1.0,0.2602776288986206,0.27333036065101624,0.22068053483963013
san,0.21309925615787506,0.19375550746917725,0.235455721616745,-0.022058377042412758,0.18334515392780304,0.1785750538110733,0.2858080565929413,0.2766169309616089,0.0973610207438469,0.10952327400445938
jose,0.16885404288768768,0.14773352444171906,0.191651850938797,0.07878328859806061,0.11054478585720062,0.15362997353076935,0.19788163900375366,0.3475921154022217,0.07145044952630997,0.06250977516174316
marriott,0.2200389802455902,0.09404444694519043,0.3143061101436615,-0.040775906294584274,0.21303799748420715,0.17210820317268372,0.2137458175420761,0.2338441163301468,0.18456484377384186,0.16338540613651276
.,0.4549728035926819,0.3567904531955719,0.290679007768631,-0.003708066651597619,0.1676650047302246,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.2513175904750824,0.4130953550338745
