,cypiddids,are,not,what,?
evidence,0.3723106384277344,0.251604288816452,0.37296104431152344,0.33425694704055786,0.24151235818862915
accumulating,0.34104177355766296,0.26210591197013855,0.2908852696418762,0.23356319963932037,0.1747220754623413
since,0.27736353874206543,0.30560651421546936,0.3510459065437317,0.29783400893211365,0.2876587212085724
the,0.32812440395355225,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
1980s,0.2187499850988388,0.1412225067615509,-0.030492300167679787,-0.06585196405649185,-0.0718669518828392
indicates,0.33421167731285095,0.27392980456352234,0.3020388185977936,0.22214530408382416,0.21375471353530884
that,0.38187500834465027,0.45265161991119385,0.6600887179374695,0.6297725439071655,0.32716336846351624
the,0.32812440395355225,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
``,0.18911300599575043,0.12624181807041168,0.09406080842018127,0.008517155423760414,0.0685480609536171
cydippids,0.6768008470535278,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
'',0.019248226657509804,0.0263817198574543,0.04262445494532585,0.08143015950918198,0.018684765323996544
are,0.39741218090057373,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
not,0.4030976891517639,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
monophyletic,0.5542986989021301,0.365886926651001,0.34159567952156067,0.2433047592639923,0.1779925376176834
",",0.3160068094730377,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
in,0.26175689697265625,0.3841303884983063,0.3403114080429077,0.30808621644973755,0.20430970191955566
other,0.3692408800125122,0.5932393670082092,0.4341118037700653,0.341873437166214,0.24682199954986572
words,0.28065747022628784,0.27760887145996094,0.30803123116493225,0.3355468809604645,0.27074310183525085
do,0.38060417771339417,0.41111594438552856,0.6619802713394165,0.4609605669975281,0.4093979299068451
not,0.4030976891517639,0.46186959743499756,0.9999999403953552,0.5449194312095642,0.41942933201789856
include,0.25263306498527527,0.5140694975852966,0.26363661885261536,0.1535889357328415,0.14925788342952728
all,0.38685882091522217,0.5343062281608582,0.4974499046802521,0.41981086134910583,0.29575422406196594
and,0.3372798562049866,0.48576638102531433,0.39099299907684326,0.31309178471565247,0.20544172823429108
only,0.36103904247283936,0.4533037543296814,0.5868885517120361,0.41415658593177795,0.2767370045185089
the,0.32812440395355225,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
descendants,0.3411199450492859,0.2559800446033478,0.2142058163881302,0.16656607389450073,0.10391592979431152
of,0.28926652669906616,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
a,0.2758583128452301,0.265255331993103,0.3791346549987793,0.3320399522781372,0.23916715383529663
single,0.27535101771354675,0.2179369032382965,0.27701905369758606,0.24458327889442444,0.2151121199131012
common,0.26608189940452576,0.3463647663593292,0.25485387444496155,0.19989867508411407,0.20434872806072235
ancestor,0.3500256836414337,0.20168296992778778,0.22305332124233246,0.16140799224376678,0.14805565774440765
",",0.3160068094730377,0.4062570035457611,0.3769696354866028,0.3087472915649414,0.31091248989105225
because,0.31779032945632935,0.43093472719192505,0.6040527820587158,0.46729007363319397,0.2528740465641022
all,0.38685882091522217,0.5343062281608582,0.4974499046802521,0.41981086134910583,0.29575422406196594
the,0.32812440395355225,0.40399202704429626,0.4310511648654938,0.42745697498321533,0.22068053483963013
other,0.3692408800125122,0.5932393670082092,0.4341118037700653,0.341873437166214,0.24682199954986572
traditional,0.25870469212532043,0.29966410994529724,0.22508177161216736,0.20066824555397034,0.1327509582042694
ctenophore,0.5966808199882507,0.30906161665916443,0.3213199973106384,0.2381439507007599,0.2190871685743332
groups,0.36330845952033997,0.41374143958091736,0.2124776840209961,0.23137421905994415,0.14349548518657684
are,0.39741218090057373,1.0,0.46186959743499756,0.29724663496017456,0.24591213464736938
descendants,0.3411199450492859,0.2559800446033478,0.2142058163881302,0.16656607389450073,0.10391592979431152
of,0.28926652669906616,0.39081433415412903,0.3307090103626251,0.33290785551071167,0.1826142966747284
various,0.37603288888931274,0.45140719413757324,0.2713419795036316,0.26045072078704834,0.12823495268821716
cydippids,0.6768008470535278,0.35411837697029114,0.312296599149704,0.22088393568992615,0.217335045337677
.,0.33670559525489807,0.3452940285205841,0.4824007451534271,0.3567904531955719,0.4130953550338745
