,what,kind,of,rail,system,is,metro,trains,melbourne,?
major,0.21026742458343506,0.14154492318630219,0.2641255557537079,0.16314925253391266,0.19242970645427704,0.19079607725143433,0.1692892462015152,0.10248686373233795,0.14914554357528687,0.19788557291030884
operators,0.24600493907928467,0.15808068215847015,0.20075355470180511,0.35225605964660645,0.2992517352104187,0.18070605397224426,0.22317622601985931,0.41958537697792053,0.16598999500274658,0.15860143303871155
include,0.1535889357328415,0.21321992576122284,0.37431180477142334,0.13569973409175873,0.10040400177240372,0.28863582015037537,0.17107324302196503,0.14509060978889465,0.20318548381328583,0.14925788342952728
:,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.05367104336619377,-0.1002127006649971,-0.07222653180360794,-0.02939387410879135,-0.09836820513010025,-0.08559030294418335,-0.07156077772378922
metro,0.11200546473264694,0.04481136426329613,0.1791107952594757,0.39465299248695374,0.24759142100811005,0.14491155743598938,1.0,0.4323975145816803,0.2365671843290329,0.15922676026821136
trains,0.17798206210136414,0.1277208924293518,0.16788527369499207,0.612637460231781,0.18780240416526794,0.1842682957649231,0.4323975145816803,0.9999999403953552,0.30400314927101135,0.12280461937189102
melbourne,0.10823550075292587,0.11613009870052338,0.1963735967874527,0.24754998087882996,0.16479983925819397,0.14877618849277496,0.2365671843290329,0.30400314927101135,1.0,0.09101688116788864
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.22425106167793274,0.37390631437301636,0.4457404911518097,0.17972806096076965,0.20246727764606476,0.20258696377277374,0.25814583897590637
runs,0.17057748138904572,0.08205197006464005,0.22292760014533997,0.17973370850086212,0.21451768279075623,0.30176323652267456,0.19409170746803284,0.303349107503891,0.18486948311328888,0.08094297349452972
an,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.10804139822721481,0.17536801099777222,0.4654068350791931,0.10869180411100388,0.09185762703418732,0.1537962555885315,0.19793890416622162
extensive,0.24088335037231445,0.1922597438097,0.2948661148548126,0.19845932722091675,0.29809698462486267,0.23508477210998535,0.15792091190814972,0.1984567791223526,0.11180450022220612,0.16032595932483673
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.19919529557228088,0.18439900875091553,0.4691906273365021,0.23480990529060364,0.20530615746974945,0.18849031627178192,0.31091248989105225
electrified,0.1661221832036972,0.17203249037265778,0.24406905472278595,0.5436329245567322,0.26583096385002136,0.17683619260787964,0.3589411675930023,0.5683559775352478,0.3538054823875427,0.15530817210674286
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.19919529557228088,0.18439900875091553,0.4691906273365021,0.23480990529060364,0.20530615746974945,0.18849031627178192,0.31091248989105225
passenger,0.1339142620563507,0.08006247878074646,0.19113630056381226,0.5087403655052185,0.18970893323421478,0.19047372043132782,0.3552079200744629,0.5760725140571594,0.21965321898460388,0.13056927919387817
system,0.23557309806346893,0.22309651970863342,0.25597915053367615,0.20231299102306366,1.0000001192092896,0.2282046526670456,0.24759142100811005,0.18780240416526794,0.16479983925819397,0.15556083619594574
throughout,0.2130906730890274,0.2366458624601364,0.35374847054481506,0.18617643415927887,0.2503618001937866,0.2639545500278473,0.10430198907852173,0.1656477153301239,0.19148895144462585,0.12665234506130219
melbourne,0.10823550075292587,0.11613009870052338,0.1963735967874527,0.24754998087882996,0.16479983925819397,0.14877618849277496,0.2365671843290329,0.30400314927101135,1.0,0.09101688116788864
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2157215178012848,0.231138214468956,0.3859752118587494,0.20572388172149658,0.2541063725948334,0.22872792184352875,0.20544172823429108
suburbs,0.14620864391326904,0.05371394380927086,0.2319147288799286,0.3083769679069519,0.1429082453250885,0.18339255452156067,0.3552358150482178,0.34524551033973694,0.47563278675079346,0.07569191604852676
;,0.10986888408660889,0.024945750832557678,0.054534342139959335,0.04088904708623886,0.005605270154774189,0.05324986204504967,0.03929276019334793,0.016582561656832695,0.017871268093585968,0.10349778085947037
v/line,0.233231782913208,0.160743847489357,0.23649781942367554,0.5037920475006104,0.2746093273162842,0.250563383102417,0.45031148195266724,0.5801044702529907,0.4433756172657013,0.20426958799362183
which,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.22425106167793274,0.37390631437301636,0.4457404911518097,0.17972806096076965,0.20246727764606476,0.20258696377277374,0.25814583897590637
is,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.20201268792152405,0.2282046526670456,1.0,0.14491155743598938,0.1842682957649231,0.14877618849277496,0.22961433231830597
now,0.4903225302696228,0.23160012066364288,0.29182544350624084,0.23605433106422424,0.14182664453983307,0.39589470624923706,0.17951436340808868,0.293316513299942,0.20919138193130493,0.29641881585121155
owned,0.12432919442653656,0.13270382583141327,0.17190153896808624,0.20597559213638306,0.1654224991798401,0.20921923220157623,0.260874480009079,0.2558436393737793,0.22699229419231415,0.1288648396730423
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.15947316586971283,0.23017624020576477,0.3899846076965332,0.21075935661792755,0.17018041014671326,0.1947324573993683,0.17966607213020325
