,what,certificate,is,often,earned,after,graduating,high,school,?
in,0.30808621644973755,0.17896200716495514,0.5394441485404968,0.3380797803401947,0.2966834008693695,0.44050168991088867,0.33616530895233154,0.2652597725391388,0.26157811284065247,0.20430970191955566
many,0.36131182312965393,0.21530748903751373,0.2649032473564148,0.5640480518341064,0.20893248915672302,0.2586410939693451,0.23359833657741547,0.27441489696502686,0.20931920409202576,0.2124512493610382
countries,0.22319257259368896,0.19227489829063416,0.254234254360199,0.336731880903244,0.19126683473587036,0.21866434812545776,0.1930115967988968,0.18718457221984863,0.17561106383800507,0.15128466486930847
",",0.3087472915649414,0.20541377365589142,0.4691906273365021,0.24139221012592316,0.290668249130249,0.38860568404197693,0.31451839208602905,0.27938312292099,0.27141863107681274,0.31091248989105225
elementary,0.2323365956544876,0.19866836071014404,0.22159281373023987,0.17474216222763062,0.144236758351326,0.13881492614746094,0.4025793969631195,0.4032971262931824,0.6120871901512146,0.14365358650684357
school,0.18774057924747467,0.2832006514072418,0.19488026201725006,0.13291814923286438,0.26050323247909546,0.2316942811012268,0.6489102244377136,0.5397339463233948,1.0,0.15091250836849213
education,0.19940856099128723,0.43613728880882263,0.18778188526630402,0.12748026847839355,0.32249367237091064,0.14603817462921143,0.5376499891281128,0.32903406023979187,0.5861870050430298,0.18067774176597595
certificate,0.17650939524173737,0.9999999403953552,0.13047437369823456,0.16786330938339233,0.306639701128006,0.20405907928943634,0.3059595823287964,0.210394024848938,0.2832006514072418,0.22899624705314636
is,0.28837618231773376,0.13047437369823456,1.0,0.3856629431247711,0.1257709264755249,0.2835143506526947,0.14425717294216156,0.2383800595998764,0.19488026201725006,0.22961433231830597
earned,0.1198340505361557,0.306639701128006,0.1257709264755249,0.16773417592048645,1.0000001192092896,0.22343502938747406,0.4161337614059448,0.14196625351905823,0.26050323247909546,0.18173527717590332
after,0.21973377466201782,0.20405907928943634,0.2835143506526947,0.21496504545211792,0.22343502938747406,1.0,0.3136356472969055,0.14164119958877563,0.2316942811012268,0.16608688235282898
completion,0.21335561573505402,0.3156490921974182,0.2393278181552887,0.13314862549304962,0.2804711163043976,0.30377060174942017,0.343377023935318,0.22350306808948517,0.2030220478773117,0.08032544702291489
of,0.33290785551071167,0.18742264807224274,0.4854315221309662,0.3351972997188568,0.2118282914161682,0.3867455720901489,0.2497774362564087,0.2803038954734802,0.2391800880432129,0.1826142966747284
high,0.20466077327728271,0.210394024848938,0.2383800595998764,0.253610223531723,0.14196625351905823,0.14164119958877563,0.38787126541137695,1.0,0.5397339463233948,0.11137914657592773
school,0.18774057924747467,0.2832006514072418,0.19488026201725006,0.13291814923286438,0.26050323247909546,0.2316942811012268,0.6489102244377136,0.5397339463233948,1.0,0.15091250836849213
.,0.3567904531955719,0.16367317736148834,0.4569662809371948,0.30710849165916443,0.26329654455184937,0.35870397090911865,0.27530789375305176,0.24301011860370636,0.24214158952236176,0.4130953550338745
