,when,did,costa,v,enel,take,place,?
in,0.4431333839893341,0.2593238651752472,0.25789323449134827,0.15216681361198425,0.2788068354129791,0.21975718438625336,0.38128477334976196,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2266753762960434,0.18580520153045654,0.37260618805885315,0.31620436906814575,0.4179787337779999,0.22068053483963013
first,0.4282494783401489,0.33691170811653137,0.23075999319553375,0.22899948060512543,0.3037966191768646,0.29357022047042847,0.283309668302536,0.18701928853988647
major,0.17186790704727173,0.20997437834739685,0.12680457532405853,0.11065537482500076,0.18129746615886688,0.12714730203151703,0.15742388367652893,0.19788557291030884
case,0.3450794816017151,0.21228672564029694,0.15598005056381226,0.2666381299495697,0.23903974890708923,0.24435067176818848,0.19760571420192719,0.33232852816581726
in,0.4431333839893341,0.2593238651752472,0.25789323449134827,0.15216681361198425,0.2788068354129791,0.21975718438625336,0.38128477334976196,0.20430970191955566
1964,-0.07723727822303772,-0.1228223368525505,-0.018565792590379715,0.003703358815982938,-0.06818294525146484,-0.10073240101337433,0.07382624596357346,0.041380032896995544
",",0.36674630641937256,0.3015086054801941,0.22488754987716675,0.22053663432598114,0.2555016577243805,0.2881867289543152,0.34068408608436584,0.31091248989105225
costa,0.1418716013431549,0.13265416026115417,1.0000001192092896,0.10257819294929504,0.15852579474449158,0.17359037697315216,0.17114512622356415,0.1834104061126709
v,0.20079591870307922,0.17618848383426666,0.10257819294929504,1.0,0.18415406346321106,0.09648798406124115,0.12658444046974182,0.28677162528038025
enel,0.25629889965057373,0.21207718551158905,0.15852579474449158,0.18415406346321106,1.0000001192092896,0.23330415785312653,0.16879501938819885,0.12787048518657684
",",0.36674630641937256,0.3015086054801941,0.22488754987716675,0.22053663432598114,0.2555016577243805,0.2881867289543152,0.34068408608436584,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.2119731903076172,0.21861357986927032,0.340326726436615,0.2789212465286255,0.3079278767108917,0.23916715383529663
