,who,was,the,mvp,of,super,bowl,i,and,ii,?
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.15104249119758606,0.5696388483047485,0.18576006591320038,0.17236235737800598,0.22907796502113342,0.4954058527946472,0.21453368663787842,0.20430970191955566
honor,0.25787192583084106,0.2958109676837921,0.2633417248725891,0.3201260268688202,0.27187082171440125,0.15657560527324677,0.2031942456960678,0.15665575861930847,0.18950335681438446,0.2973279356956482,0.1187526285648346
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
50th,0.009327351115643978,0.17689552903175354,0.19595111906528473,0.10953184217214584,0.11716882884502411,0.14578431844711304,0.10496746003627777,0.08376466482877731,0.1709929257631302,0.08570355176925659,0.004919986240565777
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.3814384639263153,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.1390690803527832,0.18368244171142578,0.14591240882873535,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.5169888734817505,0.2243070751428604,0.4848237931728363,1.0,0.13425463438034058,0.1698254644870758,0.142541766166687,0.21118052303791046
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2245774120092392,0.4946078956127167,0.22322475910186768,0.1810409277677536,0.3467482030391693,0.6633074283599854,0.27159881591796875,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
pregame,0.2537776529788971,0.20830269157886505,0.314380943775177,0.3799257278442383,0.21911495923995972,0.32141372561454773,0.3160421550273895,0.19234447181224823,0.29776209592819214,0.14934904873371124,0.249310702085495
ceremony,0.22858670353889465,0.26448696851730347,0.27631378173828125,0.16872204840183258,0.2303226888179779,0.10298140347003937,0.25571146607398987,0.17751342058181763,0.19817329943180084,0.20376300811767578,0.1873435080051422
featured,0.25015440583229065,0.3064519464969635,0.28660184144973755,0.2090904712677002,0.2342860847711563,0.24398969113826752,0.18793275952339172,0.20348221063613892,0.26700839400291443,0.04350874572992325,0.2944096624851227
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
on-field,0.19440841674804688,0.2739273011684418,0.2175901234149933,0.19453616440296173,0.22267931699752808,0.18980976939201355,0.16164544224739075,0.2166321873664856,0.34238582849502563,0.16983917355537415,0.1776077151298523
introduction,0.14318515360355377,0.22391968965530396,0.2808631956577301,0.13460303843021393,0.24229779839515686,0.09809891134500504,0.04091186821460724,0.1905941367149353,0.2748969793319702,0.16260923445224762,0.27021539211273193
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
39,-0.020977824926376343,0.0029520741663873196,0.12403792142868042,0.09892193973064423,0.13766054809093475,0.08757179975509644,0.17817457020282745,-0.07074536383152008,0.1769765317440033,-0.025245416909456253,0.04514012485742569
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.19830666482448578,0.733189046382904,0.21959073841571808,0.21576224267482758,0.26687872409820557,0.5171257257461548,0.2631464898586273,0.22068053483963013
43,-0.020972687751054764,-0.027642056345939636,0.04104308411478996,0.005789254792034626,-0.04567742347717285,0.013937093317508698,-0.016381559893488884,-0.026698334142565727,-0.015061932615935802,-0.030596168711781502,0.06043510511517525
previous,0.1923418641090393,0.2747909128665924,0.34706559777259827,0.184461772441864,0.2892087996006012,0.24849547445774078,0.15910620987415314,0.26747360825538635,0.22210395336151123,0.14581532776355743,0.16724538803100586
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.3814384639263153,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.1390690803527832,0.18368244171142578,0.14591240882873535,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.5169888734817505,0.2243070751428604,0.4848237931728363,1.0,0.13425463438034058,0.1698254644870758,0.142541766166687,0.21118052303791046
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,0.21474431455135345,0.4178851246833801,0.22041858732700348,0.20814399421215057,0.2333545982837677,0.4309377074241638,0.163017138838768,0.2107497900724411
valuable,0.27010053396224976,0.19555546343326569,0.2574840486049652,0.43153342604637146,0.2589573264122009,0.23553255200386047,0.2874554395675659,0.2066984921693802,0.24808922410011292,0.08599310368299484,0.20664997398853302
players,0.2852925956249237,0.15925255417823792,0.2647981345653534,0.2781665623188019,0.20305874943733215,0.2692553400993347,0.21327023208141327,0.14027395844459534,0.24393494427204132,0.12906815111637115,0.15925642848014832
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.19778521358966827,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.33645379543304443,0.588965117931366,0.27393630146980286,0.4130953550338745
,who,was,the,mvp,of,super,bowl,i,and,ii,?
bart,0.22459791600704193,0.2334039956331253,0.21651144325733185,0.16044077277183533,0.12065748125314713,0.13027718663215637,0.10118050128221512,0.1315988302230835,0.26016542315483093,0.15668052434921265,0.12193363159894943
starr,0.27501121163368225,0.2518351376056671,0.2387159913778305,0.21925531327724457,0.19113445281982422,0.15700428187847137,0.21745410561561584,0.15991097688674927,0.2723906338214874,0.16484953463077545,0.22583505511283875
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.24375715851783752,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.3179941475391388,0.4862271547317505,0.2315233051776886,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.9999998807907104,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.23060163855552673,0.16702094674110413,0.16465602815151215,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.16760475933551788,1.0,0.14718765020370483,0.2243070751428604,0.25849398970603943,0.5116966962814331,0.2844806909561157,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.3814384639263153,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.1390690803527832,0.18368244171142578,0.14591240882873535,0.166326642036438
bowls,0.19806717336177826,0.14966177940368652,0.17019082605838776,0.47788205742836,0.15867608785629272,0.3995929956436157,0.73409503698349,0.16356690227985382,0.19278311729431152,0.11164876818656921,0.1849047988653183
i,0.33545589447021484,0.23566235601902008,0.26687872409820557,0.23060163855552673,0.25849398970603943,0.1390690803527832,0.13425463438034058,0.9999999403953552,0.31928038597106934,0.43923601508140564,0.4695145785808563
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16702094674110413,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.31928038597106934,1.0,0.27599602937698364,0.20544172823429108
ii,0.20800143480300903,0.25630512833595276,0.2631464898586273,0.16465602815151215,0.2844806909561157,0.14591240882873535,0.142541766166687,0.43923601508140564,0.27599602937698364,0.9999999403953552,0.11928234249353409
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23705145716667175,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.3128665089607239,0.4961937665939331,0.22346186637878418,0.42300865054130554
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.16702094674110413,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.31928038597106934,1.0,0.27599602937698364,0.20544172823429108
chuck,0.25068074464797974,0.21831750869750977,0.18221957981586456,0.17876076698303223,0.15612764656543732,0.15287823975086212,0.19879823923110962,0.17205090820789337,0.18404798209667206,0.09171569347381592,0.23381391167640686
howley,0.2775522470474243,0.2173720747232437,0.18301665782928467,0.13057038187980652,0.19112224876880646,0.12345527112483978,0.13780857622623444,0.19049285352230072,0.28521236777305603,0.19303666055202484,0.23596522212028503
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.24375715851783752,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.3179941475391388,0.4862271547317505,0.2315233051776886,0.40561532974243164
