,what,team,did,the,panthers,defeat,?
they,0.4431931674480438,0.22993488609790802,0.4879390597343445,0.49925389885902405,0.23642724752426147,0.2166363000869751,0.2753053903579712
defeated,0.13652801513671875,0.2748386263847351,0.23103484511375427,0.2833898365497589,0.23061460256576538,0.8196790814399719,0.1413237303495407
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2602776288986206,0.3182816207408905,0.22068053483963013
arizona,0.14143574237823486,0.18982084095478058,0.1684030294418335,0.22572119534015656,0.3588832914829254,0.1072273701429367,0.14315035939216614
cardinals,0.13429974019527435,0.2914358079433441,0.1666116863489151,0.2451406717300415,0.47018635272979736,0.25419268012046814,0.13200661540031433
49–15,0.0009425695752725005,-0.03410303220152855,-0.03175068646669388,0.09043944627046585,0.020930055528879166,0.02173428423702717,-0.055436357855796814
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.2583656907081604,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2602776288986206,0.3182816207408905,0.22068053483963013
nfc,0.19796092808246613,0.4356997609138489,0.11289361864328384,0.2545439600944519,0.472109317779541,0.3033948242664337,0.15073348581790924
championship,0.12797051668167114,0.4773387014865875,0.18663130700588226,0.2540402412414551,0.40219083428382874,0.3117547929286957,0.1390383541584015
game,0.2246788740158081,0.3462994396686554,0.19789010286331177,0.285271555185318,0.26323550939559937,0.2446512132883072,0.1829071193933487
and,0.31309178471565247,0.22394508123397827,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.23815137147903442,0.20544172823429108
advanced,0.1988004893064499,0.19399341940879822,0.18464945256710052,0.2635994255542755,0.1759907454252243,0.18896430730819702,0.1806638389825821
to,0.455847829580307,0.23889471590518951,0.4452643394470215,0.535392165184021,0.2185782641172409,0.25008296966552734,0.29463258385658264
their,0.35142919421195984,0.20038257539272308,0.38078752160072327,0.516537070274353,0.20130555331707,0.20960010588169098,0.1898253709077835
second,0.19948028028011322,0.24546074867248535,0.20727969706058502,0.4620301127433777,0.2124287188053131,0.2189735621213913,0.17239587008953094
super,0.13651713728904724,0.23339706659317017,0.16038043797016144,0.21959073841571808,0.27118441462516785,0.27995777130126953,0.166326642036438
bowl,0.15942467749118805,0.20460736751556396,0.18569406867027283,0.21576224267482758,0.34713199734687805,0.21038728952407837,0.21118052303791046
appearance,0.17546585202217102,0.1477462500333786,0.21570497751235962,0.2678116261959076,0.17733480036258698,0.22677484154701233,0.17315366864204407
since,0.29783400893211365,0.22051659226417542,0.27613121271133423,0.4054957628250122,0.12518474459648132,0.16575711965560913,0.2876587212085724
the,0.42745697498321533,0.22564226388931274,0.34736719727516174,1.0,0.2602776288986206,0.3182816207408905,0.22068053483963013
franchise,0.1852455735206604,0.2821871042251587,0.1293107569217682,0.30872398614883423,0.3353862166404724,0.2227204591035843,0.13445523381233215
was,0.22111038863658905,0.13986483216285706,0.41399896144866943,0.48711544275283813,0.2605615258216858,0.24067381024360657,0.18412111699581146
founded,0.1163782924413681,0.21743954718112946,0.15014135837554932,0.2840350568294525,0.21910612285137177,0.20298874378204346,0.09119737893342972
in,0.30808621644973755,0.18841172754764557,0.2593238651752472,0.6662389636039734,0.2115829735994339,0.2583656907081604,0.20430970191955566
1995,0.13580629229545593,-0.04054262116551399,0.16752305626869202,-0.025311529636383057,-0.16547462344169617,0.1007070541381836,0.14293554425239563
.,0.3567904531955719,0.26467522978782654,0.35288307070732117,0.5934505462646484,0.23446570336818695,0.17890939116477966,0.4130953550338745
