,when,were,the,two,finalists,for,hosting,super,bowl,50,announced,?
the,0.5091903209686279,0.3906462490558624,1.0,0.43858039379119873,0.28001731634140015,0.4739971458911896,0.3117837607860565,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2277132272720337,0.22068053483963013
league,0.2000882774591446,0.2012902945280075,0.2724147439002991,0.19129982590675354,0.283221960067749,0.26433616876602173,0.22617076337337494,0.37144264578819275,0.3365440368652344,0.07430867850780487,0.19930961728096008,0.15941482782363892
announced,0.15404565632343292,0.13495038449764252,0.2277132272720337,0.16760827600955963,0.20664839446544647,0.2801167368888855,0.31099191308021545,0.1638530194759369,0.11583950370550156,0.039410315454006195,1.0,0.17416009306907654
on,0.37706470489501953,0.2774328887462616,0.5107308030128479,0.3205535411834717,0.12815363705158234,0.36199691891670227,0.2852354347705841,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.303989976644516,0.2714994251728058
october,0.273419588804245,0.1925499588251114,0.2621108889579773,0.16536399722099304,0.151730477809906,0.2840918302536011,0.25450563430786133,0.1553284078836441,0.15085746347904205,-0.07529807835817337,0.28522810339927673,0.29706719517707825
16,0.035893313586711884,0.05623408406972885,0.0058518932200968266,0.04175591096282005,0.073760986328125,-0.00719092832878232,0.06885626167058945,0.06872853636741638,-0.022439811378717422,0.020466603338718414,0.04451388493180275,0.08446579426527023
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.20704138278961182,0.4464869201183319,0.2848934829235077,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.23036719858646393,0.31091248989105225
2012,0.30712300539016724,0.25845152139663696,0.46885523200035095,0.30329978466033936,0.20097310841083527,0.22560004889965057,0.13794487714767456,0.19708658754825592,0.1755882352590561,0.017723556607961655,0.14009785652160645,0.18042556941509247
",",0.36674630641937256,0.36755475401878357,0.4933079481124878,0.35859420895576477,0.20704138278961182,0.4464869201183319,0.2848934829235077,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.23036719858646393,0.31091248989105225
that,0.5860282182693481,0.35517072677612305,0.5473989248275757,0.3858162462711334,0.21575792133808136,0.4137635827064514,0.2573053538799286,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.26166632771492004,0.32716336846351624
the,0.5091903209686279,0.3906462490558624,1.0,0.43858039379119873,0.28001731634140015,0.4739971458911896,0.3117837607860565,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.2277132272720337,0.22068053483963013
two,0.3743424117565155,0.4493520259857178,0.43858039379119873,1.0000001192092896,0.21918395161628723,0.34734001755714417,0.16638056933879852,0.19097526371479034,0.20622028410434723,0.019217558205127716,0.16760827600955963,0.19645625352859497
finalists,0.11144405603408813,0.24409334361553192,0.28001731634140015,0.21918395161628723,1.0000001192092896,0.21857798099517822,0.24410255253314972,0.1484403759241104,0.21504653990268707,0.015316781587898731,0.20664839446544647,0.1289905160665512
were,0.29649975895881653,1.0000001192092896,0.3906462490558624,0.4493520259857178,0.24409334361553192,0.33592689037323,0.11840006709098816,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.13495038449764252,0.17890112102031708
sun,0.2182876318693161,0.12194310873746872,0.258540540933609,0.2298462837934494,0.18052363395690918,0.1499021351337433,0.13143634796142578,0.19575519859790802,0.1716381013393402,0.10816854238510132,0.14285023510456085,0.1497713327407837
life,0.20499193668365479,0.1938122808933258,0.23528170585632324,0.19536493718624115,0.11564424633979797,0.244698166847229,0.13098318874835968,0.11999484151601791,0.12527509033679962,0.035228993743658066,0.1293111890554428,0.21677987277507782
stadium,0.1119866892695427,0.15496990084648132,0.21145665645599365,0.11908403038978577,0.2478853166103363,0.18393352627754211,0.22913341224193573,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.22802318632602692,0.07579939067363739
and,0.4716290831565857,0.42175528407096863,0.5171257257461548,0.4671151638031006,0.20736482739448547,0.5064792633056641,0.28479841351509094,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.16773687303066254,0.20544172823429108
levi,0.08693099021911621,0.19408033788204193,0.15661084651947021,0.11645884066820145,0.11432020366191864,0.16166196763515472,0.06513100117444992,0.08340612053871155,0.1602962166070938,-0.008762326091527939,0.1974305808544159,0.09252339601516724
's,-0.03368149697780609,0.007088581565767527,-0.01540423184633255,0.038143858313560486,0.0166211798787117,-0.07241261005401611,0.03509955853223801,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.056355372071266174,-0.023395681753754616
stadium,0.1119866892695427,0.15496990084648132,0.21145665645599365,0.11908403038978577,0.2478853166103363,0.18393352627754211,0.22913341224193573,0.1715150624513626,0.25985562801361084,0.0706227570772171,0.22802318632602692,0.07579939067363739
.,0.475719153881073,0.3378238379955292,0.5934505462646484,0.3524959683418274,0.17699584364891052,0.4726039469242096,0.2664221525192261,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.20513638854026794,0.4130953550338745
