,in,which,year,did,the,v,&,a,opened,the,first,permanent,architectural,history,gallery,in,the,uk,?
in,1.0,0.4840516746044159,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.2972770035266876,0.6662389636039734,0.4127444326877594,0.25959497690200806,0.25104397535324097,0.29215577244758606,0.21665531396865845,1.0,0.6662389636039734,0.2261405885219574,0.20430970191955566
2004,-0.20274123549461365,-0.3311369717121124,-0.05261049047112465,-0.11159943789243698,-0.2467794269323349,-0.08597906678915024,0.03283209726214409,-0.21492190659046173,-0.10523656010627747,-0.2467794269323349,-0.03264905884861946,-0.20597708225250244,-0.1059015542268753,-0.10966446250677109,-0.11918258666992188,-0.20274123549461365,-0.2467794269323349,-0.0743127316236496,-0.15923042595386505
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.24598844349384308,0.4933079481124878,0.34503069519996643,0.22933200001716614,0.21142789721488953,0.2728564441204071,0.21593497693538666,0.5201468467712402,0.4933079481124878,0.2632971405982971,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.28544309735298157,1.0,0.49448907375335693,0.34165191650390625,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
v,0.15216681361198425,0.1653934270143509,0.12632298469543457,0.17618848383426666,0.18580520153045654,1.0,0.10860954970121384,0.21861357986927032,0.07595886290073395,0.18580520153045654,0.22899948060512543,0.1526453197002411,0.16899465024471283,0.1850040704011917,0.14258474111557007,0.15216681361198425,0.18580520153045654,0.12703083455562592,0.28677162528038025
&,0.1358654648065567,0.16294614970684052,0.04340685158967972,0.160298690199852,0.14992168545722961,0.10860954970121384,0.9999998807907104,0.07266713678836823,0.1428482085466385,0.14992168545722961,0.10695473104715347,0.010885902680456638,0.2076607048511505,0.22272753715515137,0.21348820626735687,0.1358654648065567,0.14992168545722961,0.1643190234899521,0.12596383690834045
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.21861357986927032,0.07266713678836823,1.0,0.20146222412586212,0.5829201340675354,0.4287874400615692,0.3049525022506714,0.22478227317333221,0.2123815417289734,0.13071094453334808,0.539380669593811,0.5829201340675354,0.19665123522281647,0.23916715383529663
alongside,0.2767621576786041,0.2401341050863266,0.2037247121334076,0.23518145084381104,0.2475084811449051,0.1377118080854416,0.17180129885673523,0.17068058252334595,0.20534151792526245,0.2475084811449051,0.22780176997184753,0.1501338630914688,0.10514210909605026,0.12189500033855438,0.20834727585315704,0.2767621576786041,0.2475084811449051,0.20834052562713623,0.20579710602760315
royal,0.22172321379184723,0.210358664393425,0.17760711908340454,0.1850982904434204,0.2997032403945923,0.12024694681167603,0.08672033250331879,0.19676944613456726,0.18340325355529785,0.2997032403945923,0.2593725025653839,0.1700332909822464,0.19938921928405762,0.17118504643440247,0.2783603072166443,0.22172321379184723,0.2997032403945923,0.2605615556240082,0.11453001946210861
institute,0.2517135441303253,0.22107067704200745,0.08624700456857681,0.13879841566085815,0.24399729073047638,0.1202927902340889,0.2606903910636902,0.15834029018878937,0.18877527117729187,0.24399729073047638,0.18784824013710022,0.21492396295070648,0.3211861550807953,0.24139155447483063,0.25922298431396484,0.2517135441303253,0.24399729073047638,0.16468247771263123,0.115291528403759
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1655031144618988,0.19900451600551605,0.5052502155303955,0.16720551252365112,0.733189046382904,0.3536086082458496,0.3283363878726959,0.2795933783054352,0.31014925241470337,0.1971534639596939,0.5696388483047485,0.733189046382904,0.21513383090496063,0.1826142966747284
british,0.23084034025669098,0.2002234309911728,0.16501371562480927,0.2039594054222107,0.28973397612571716,0.1269635409116745,0.14896833896636963,0.1984395682811737,0.11252234876155853,0.28973397612571716,0.23959001898765564,0.10691613703966141,0.14952631294727325,0.13776932656764984,0.18153855204582214,0.23084034025669098,0.28973397612571716,0.38841667771339417,0.09711728990077972
architects,0.193654865026474,0.16262474656105042,0.13642191886901855,0.18134260177612305,0.20176702737808228,0.17540182173252106,0.18709225952625275,0.1699456125497818,0.2652687430381775,0.20176702737808228,0.15606021881103516,0.16861633956432343,0.8185828924179077,0.25814810395240784,0.2919905185699463,0.193654865026474,0.20176702737808228,0.05609593167901039,0.1260584592819214
opened,0.2972770035266876,0.24361629784107208,0.17148488759994507,0.2014526128768921,0.28544309735298157,0.07595886290073395,0.1428482085466385,0.20146222412586212,1.0,0.28544309735298157,0.2630454897880554,0.22337153553962708,0.23648391664028168,0.19285601377487183,0.249263733625412,0.2972770035266876,0.28544309735298157,0.12459544837474823,0.1934700310230255
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.28544309735298157,1.0,0.49448907375335693,0.34165191650390625,0.22612835466861725,0.33215048909187317,0.19251246750354767,0.6662389636039734,1.0,0.2143084555864334,0.22068053483963013
first,0.4127444326877594,0.3828166127204895,0.3099139928817749,0.33691170811653137,0.49448907375335693,0.22899948060512543,0.10695473104715347,0.4287874400615692,0.2630454897880554,0.49448907375335693,1.0,0.31070181727409363,0.17375612258911133,0.3202230632305145,0.19828085601329803,0.4127444326877594,0.49448907375335693,0.205926313996315,0.18701928853988647
