,how,many,muslim,empires,have,used,imperialism,?
sub-saharan,0.20541761815547943,0.27796465158462524,0.3780953288078308,0.3553544878959656,0.2938126027584076,0.2640259861946106,0.21283428370952606,0.23453302681446075
africa,0.1568063348531723,0.285052627325058,0.2357063740491867,0.3372916281223297,0.21439820528030396,0.20858116447925568,0.30433404445648193,0.12926554679870605
has,0.26820555329322815,0.4266262650489807,0.1731201708316803,0.16044196486473083,0.6353569626808167,0.23367926478385925,0.11067613214254379,0.15994466841220856
also,0.43506327271461487,0.6258217096328735,0.21779091656208038,0.23119162023067474,0.5252172946929932,0.45273035764694214,0.22434571385383606,0.21848613023757935
featured,0.18270574510097504,0.2732047140598297,0.1315893530845642,0.1485287845134735,0.2649300992488861,0.24845808744430542,0.07187848538160324,0.2944096624851227
dozens,0.20684997737407684,0.5208029747009277,0.1556156426668167,0.199787899851799,0.3528404235839844,0.21032647788524628,0.09548758715391159,0.1872013360261917
of,0.2480744868516922,0.37253960967063904,0.267849862575531,0.2870881259441376,0.3802283704280853,0.3075267970561981,0.29240643978118896,0.1826142966747284
empires,0.19696664810180664,0.3243239223957062,0.35592398047447205,0.9999999403953552,0.23386868834495544,0.20446543395519257,0.42241477966308594,0.15503522753715515
that,0.557814359664917,0.5391656160354614,0.24297045171260834,0.23880229890346527,0.6182622313499451,0.37621384859085083,0.23209288716316223,0.32716336846351624
predate,0.1940772980451584,0.17848460376262665,0.15383391082286835,0.23946398496627808,0.25019049644470215,0.21301279962062836,0.20170509815216064,0.31525781750679016
the,0.33890387415885925,0.4335206151008606,0.28099653124809265,0.33908694982528687,0.40389683842658997,0.3718377649784088,0.2716025412082672,0.22068053483963013
european,0.123964823782444,0.24996337294578552,0.23014046251773834,0.30318111181259155,0.19048169255256653,0.2391810566186905,0.29965823888778687,0.14560863375663757
colonial,0.12159252911806107,0.2730937600135803,0.26765280961990356,0.34823086857795715,0.2394694685935974,0.2222374677658081,0.3582434058189392,0.10191229730844498
era,0.1553574800491333,0.2363632470369339,0.1470567286014557,0.2882590591907501,0.15497927367687225,0.2169104814529419,0.3774903416633606,0.14369545876979828
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
for,0.3308170735836029,0.40972793102264404,0.21262682974338531,0.2089620977640152,0.41175219416618347,0.4236139953136444,0.15846435725688934,0.264628142118454
example,0.39914554357528687,0.43096116185188293,0.1560811996459961,0.21976742148399353,0.39606785774230957,0.48354339599609375,0.22554071247577667,0.30374911427497864
the,0.33890387415885925,0.4335206151008606,0.28099653124809265,0.33908694982528687,0.40389683842658997,0.3718377649784088,0.2716025412082672,0.22068053483963013
ethiopian,0.17176850140094757,0.16044020652770996,0.31051304936408997,0.23155635595321655,0.17024993896484375,0.18386845290660858,0.23818771541118622,0.1247720941901207
empire,0.14771032333374023,0.22804687917232513,0.314505010843277,0.8189548850059509,0.14067283272743225,0.18043246865272522,0.43987444043159485,0.14909450709819794
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
oyo,0.08711385726928711,0.19385115802288055,0.2371109426021576,0.1709936112165451,0.1393963247537613,0.06383517384529114,0.24306441843509674,0.1856033205986023
empire,0.14771032333374023,0.22804687917232513,0.314505010843277,0.8189548850059509,0.14067283272743225,0.18043246865272522,0.43987444043159485,0.14909450709819794
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
asante,0.09299816936254501,0.1515248864889145,0.3168446719646454,0.2823529839515686,0.15432967245578766,0.09409750998020172,0.3225467801094055,0.17186640202999115
union,0.1126161515712738,0.18863573670387268,0.2627759873867035,0.20274555683135986,0.16471676528453827,0.15399624407291412,0.3043012320995331,0.07797172665596008
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
luba,0.03596256300806999,0.1481330394744873,0.2810252904891968,0.1977357119321823,0.06220921128988266,0.15065468847751617,0.22221067547798157,0.18264025449752808
empire,0.14771032333374023,0.22804687917232513,0.314505010843277,0.8189548850059509,0.14067283272743225,0.18043246865272522,0.43987444043159485,0.14909450709819794
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
lunda,0.023156194016337395,0.13083548843860626,0.19847804307937622,0.2046874314546585,0.1276959925889969,0.07613489776849747,0.13932739198207855,0.15503747761249542
empire,0.14771032333374023,0.22804687917232513,0.314505010843277,0.8189548850059509,0.14067283272743225,0.18043246865272522,0.43987444043159485,0.14909450709819794
",",0.22659391164779663,0.40610817074775696,0.21974200010299683,0.2838084399700165,0.3541618287563324,0.3120402991771698,0.2420617640018463,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.255716472864151,0.3538569211959839,0.4711785912513733,0.3150506615638733,0.19073538482189178,0.20544172823429108
mutapa,0.16003268957138062,0.17158792912960052,0.18270862102508545,0.18817020952701569,0.17612452805042267,0.12156645953655243,0.16966292262077332,0.21332502365112305
empire,0.14771032333374023,0.22804687917232513,0.314505010843277,0.8189548850059509,0.14067283272743225,0.18043246865272522,0.43987444043159485,0.14909450709819794
.,0.3287222981452942,0.3974229395389557,0.27078697085380554,0.2821316719055176,0.41614407300949097,0.33111312985420227,0.22279119491577148,0.4130953550338745
,how,many,muslim,empires,have,used,imperialism,?
historically,0.20371103286743164,0.3405846953392029,0.31280460953712463,0.2706030607223511,0.27298158407211304,0.34393489360809326,0.25141531229019165,0.10566957294940948
recognized,0.12460648268461227,0.2678464949131012,0.19804522395133972,0.20855647325515747,0.270374059677124,0.2543167173862457,0.20939967036247253,0.18558090925216675
muslim,0.15612904727458954,0.23440518975257874,1.0,0.35592398047447205,0.21171724796295166,0.12681247293949127,0.2867666184902191,0.17456822097301483
empires,0.19696664810180664,0.3243239223957062,0.35592398047447205,0.9999999403953552,0.23386868834495544,0.20446543395519257,0.42241477966308594,0.15503522753715515
number,0.2725796401500702,0.41408368945121765,0.19110144674777985,0.18683187663555145,0.3633861541748047,0.23600076138973236,0.1528342217206955,0.19256845116615295
in,0.2601168751716614,0.41474202275276184,0.2092999517917633,0.23194746673107147,0.36843645572662354,0.3090210556983948,0.2081184834241867,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.28099653124809265,0.33908694982528687,0.40389683842658997,0.3718377649784088,0.2716025412082672,0.22068053483963013
dozens,0.20684997737407684,0.5208029747009277,0.1556156426668167,0.199787899851799,0.3528404235839844,0.21032647788524628,0.09548758715391159,0.1872013360261917
.,0.3287222981452942,0.3974229395389557,0.27078697085380554,0.2821316719055176,0.41614407300949097,0.33111312985420227,0.22279119491577148,0.4130953550338745
