,in,2000,",",abc,started,an,internet,based,campaign,focused,on,what,?
in,1.0,-0.0435720756649971,0.5201468467712402,0.1697147786617279,0.3199414014816284,0.2605783939361572,0.15279750525951385,0.3070422410964966,0.2438942790031433,0.29637840390205383,0.46853652596473694,0.30808621644973755,0.20430970191955566
2000,-0.0435720756649971,1.0,-0.03465369716286659,0.0834399089217186,-0.04741157963871956,0.01535976491868496,-0.06991951912641525,-0.015903329476714134,-0.04899821802973747,-0.05726952478289604,0.0072531066834926605,-0.10562582314014435,-0.0824366956949234
",",0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.2097204476594925,0.32632124423980713,0.3581022024154663,0.17182038724422455,0.27976205945014954,0.18021923303604126,0.25963902473449707,0.49057599902153015,0.3087472915649414,0.31091248989105225
abc,0.1697147786617279,0.0834399089217186,0.2097204476594925,1.0000001192092896,0.2858569622039795,0.16561369597911835,0.2031758427619934,0.22760380804538727,0.17480497062206268,0.17876729369163513,0.2862928807735443,0.1317344456911087,0.19065172970294952
launched,0.18876992166042328,-0.15085631608963013,0.222664475440979,0.2561926543712616,0.32173189520835876,0.19057421386241913,0.21255481243133545,0.272656112909317,0.35689955949783325,0.32513660192489624,0.3055371642112732,0.1668553501367569,0.1803835779428482
a,0.539380669593811,-0.03899485245347023,0.427140474319458,0.21331243216991425,0.29961374402046204,0.44552403688430786,0.2250564843416214,0.2977409064769745,0.20502153038978577,0.2729852497577667,0.3848365545272827,0.3320399522781372,0.23916715383529663
web-based,0.3167474567890167,-0.07539477944374084,0.3121989071369171,0.3017970323562622,0.32687434554100037,0.2681725025177002,0.4684247672557831,0.7206841707229614,0.21672193706035614,0.3850570321083069,0.39924508333206177,0.3280489146709442,0.29991838335990906
promotional,0.2029508650302887,-0.01418238040059805,0.29724910855293274,0.2290448695421219,0.20249736309051514,0.16191163659095764,0.30218377709388733,0.24228708446025848,0.25918763875961304,0.29561030864715576,0.2886517345905304,0.25090187788009644,0.30985286831855774
campaign,0.2438942790031433,-0.04899821802973747,0.18021923303604126,0.17480497062206268,0.21221627295017242,0.14041902124881744,0.13675107061862946,0.1390565186738968,0.9999999403953552,0.3015681803226471,0.24734924733638763,0.22158007323741913,0.162482351064682
focused,0.29637840390205383,-0.05726952478289604,0.25963902473449707,0.17876729369163513,0.3873642385005951,0.1781703680753708,0.1970604509115219,0.37174177169799805,0.3015681803226471,1.0,0.36304154992103577,0.2724583148956299,0.1578395515680313
around,0.41294145584106445,-0.16631372272968292,0.3298884332180023,0.14110837876796722,0.2997186779975891,0.25606366991996765,0.14546319842338562,0.242187961935997,0.19408488273620605,0.2785845398902893,0.43118709325790405,0.27475327253341675,0.14729668200016022
its,0.3793783485889435,-0.11208463460206985,0.33157986402511597,0.19045390188694,0.17896156013011932,0.28139030933380127,0.14796580374240875,0.23942553997039795,0.1838131844997406,0.23769493401050568,0.34331920742988586,0.30393704771995544,0.15103481709957123
circle,0.17189548909664154,-0.04100337624549866,0.18733185529708862,0.0819765031337738,0.08961736410856247,0.1236778274178505,0.11234042048454285,0.12032587826251984,0.03298689052462578,0.12264104187488556,0.21671094000339508,0.13595280051231384,0.08528484404087067
logo,0.1848117560148239,0.012419573962688446,0.20034073293209076,0.23574566841125488,0.2024940699338913,0.1312703788280487,0.2095233052968979,0.1945735514163971,0.15661531686782837,0.19041937589645386,0.23861058056354523,0.21781428158283234,0.23347119987010956
",",0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.2097204476594925,0.32632124423980713,0.3581022024154663,0.17182038724422455,0.27976205945014954,0.18021923303604126,0.25963902473449707,0.49057599902153015,0.3087472915649414,0.31091248989105225
also,0.5073733329772949,-0.018866080790758133,0.4717654287815094,0.2030053734779358,0.309529185295105,0.36835694313049316,0.23901571333408356,0.2596239149570465,0.23032592236995697,0.23484547436237335,0.3762153089046478,0.42747777700424194,0.21848613023757935
called,0.40847352147102356,-0.058597877621650696,0.26549121737480164,0.16562479734420776,0.3165898621082306,0.2858632802963257,0.17627693712711334,0.31727442145347595,0.1455971747636795,0.21650922298431396,0.25462663173675537,0.3235960602760315,0.18963319063186646
``,0.04765888676047325,-0.14137421548366547,0.09681109338998795,-0.04806871339678764,-0.05113169550895691,0.03770720958709717,-0.011682003736495972,-0.05678893253207207,0.023346159607172012,-0.14692887663841248,-0.03274054825305939,0.008517155423760414,0.0685480609536171
the,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.2068762183189392,0.3222070634365082,0.4207492768764496,0.2156122475862503,0.29860720038414,0.2755736708641052,0.2969476580619812,0.5107308030128479,0.42745697498321533,0.22068053483963013
dot,0.14728404581546783,0.004590169060975313,0.1715073585510254,0.16251800954341888,0.1357836127281189,0.1591842919588089,0.17523282766342163,0.15600566565990448,0.1951814591884613,0.11693781614303589,0.16375835239887238,0.1564617156982422,0.15106257796287537
'',0.07432962208986282,0.06590849906206131,-0.037358131259679794,-0.05768610164523125,0.03144173324108124,0.09471100568771362,0.03406985104084015,0.08127152919769287,-0.09677082300186157,0.051164887845516205,0.04238596186041832,0.08143015950918198,0.018684765323996544
",",0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.2097204476594925,0.32632124423980713,0.3581022024154663,0.17182038724422455,0.27976205945014954,0.18021923303604126,0.25963902473449707,0.49057599902153015,0.3087472915649414,0.31091248989105225
in,1.0,-0.0435720756649971,0.5201468467712402,0.1697147786617279,0.3199414014816284,0.2605783939361572,0.15279750525951385,0.3070422410964966,0.2438942790031433,0.29637840390205383,0.46853652596473694,0.30808621644973755,0.20430970191955566
which,0.4840516746044159,-0.12876750528812408,0.3658004403114319,0.1991286277770996,0.19839827716350555,0.3611921966075897,0.23977413773536682,0.3473800718784332,0.1781868189573288,0.249065563082695,0.4245251417160034,0.5261979103088379,0.25814583897590637
comic,0.17764465510845184,0.11489502340555191,0.21469320356845856,0.21586357057094574,0.17777211964130402,0.18271537125110626,0.24826538562774658,0.2612425982952118,0.22454611957073212,0.1517433524131775,0.19600890576839447,0.1922583132982254,0.165627121925354
book,0.2527170181274414,0.045045580714941025,0.23644568026065826,0.16368414461612701,0.1698054075241089,0.1790257692337036,0.2043735831975937,0.27576735615730286,0.1981259435415268,0.15065647661685944,0.1977628916501999,0.2872225046157837,0.20572158694267273
character,0.20910993218421936,0.19221270084381104,0.21002258360385895,0.2622372508049011,0.151134192943573,0.23903140425682068,0.23273865878582,0.25166550278663635,0.16033419966697693,0.17330539226531982,0.15834535658359528,0.22097444534301758,0.18056271970272064
little,0.22515349090099335,-0.023849818855524063,0.32780832052230835,0.18798018991947174,0.18602661788463593,0.18403789401054382,0.12560303509235382,0.16557666659355164,0.1794459968805313,0.22688724100589752,0.2574410140514374,0.2614184617996216,0.20336517691612244
dot,0.14728404581546783,0.004590169060975313,0.1715073585510254,0.16251800954341888,0.1357836127281189,0.1591842919588089,0.17523282766342163,0.15600566565990448,0.1951814591884613,0.11693781614303589,0.16375835239887238,0.1564617156982422,0.15106257796287537
prompted,0.2340080887079239,-0.06994394212961197,0.25982430577278137,0.12386477738618851,0.2489609271287918,0.19204610586166382,0.22236590087413788,0.1632823348045349,0.284740149974823,0.2796795070171356,0.21033400297164917,0.20217911899089813,0.13139130175113678
visitors,0.2129599004983902,-0.1556939333677292,0.22423015534877777,0.08322428911924362,0.14818552136421204,0.1287337690591812,0.22857341170310974,0.024864481762051582,0.16456018388271332,0.1646023839712143,0.22531923651695251,0.23078052699565887,0.15025043487548828
to,0.45010748505592346,-0.05413077399134636,0.44245919585227966,0.1762417107820511,0.24973157048225403,0.3138085603713989,0.21228709816932678,0.19629007577896118,0.24738837778568268,0.26053386926651,0.41031414270401,0.455847829580307,0.29463258385658264
``,0.04765888676047325,-0.14137421548366547,0.09681109338998795,-0.04806871339678764,-0.05113169550895691,0.03770720958709717,-0.011682003736495972,-0.05678893253207207,0.023346159607172012,-0.14692887663841248,-0.03274054825305939,0.008517155423760414,0.0685480609536171
download,0.19385786354541779,-0.0887373834848404,0.2268468141555786,0.16653543710708618,0.18220339715480804,0.15651297569274902,0.501369059085846,0.1703125238418579,0.1903212070465088,0.15821382403373718,0.2868831753730774,0.18668147921562195,0.27162855863571167
the,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.2068762183189392,0.3222070634365082,0.4207492768764496,0.2156122475862503,0.29860720038414,0.2755736708641052,0.2969476580619812,0.5107308030128479,0.42745697498321533,0.22068053483963013
dot,0.14728404581546783,0.004590169060975313,0.1715073585510254,0.16251800954341888,0.1357836127281189,0.1591842919588089,0.17523282766342163,0.15600566565990448,0.1951814591884613,0.11693781614303589,0.16375835239887238,0.1564617156982422,0.15106257796287537
'',0.07432962208986282,0.06590849906206131,-0.037358131259679794,-0.05768610164523125,0.03144173324108124,0.09471100568771362,0.03406985104084015,0.08127152919769287,-0.09677082300186157,0.051164887845516205,0.04238596186041832,0.08143015950918198,0.018684765323996544
",",0.5201468467712402,-0.03465369716286659,1.0000001192092896,0.2097204476594925,0.32632124423980713,0.3581022024154663,0.17182038724422455,0.27976205945014954,0.18021923303604126,0.25963902473449707,0.49057599902153015,0.3087472915649414,0.31091248989105225
a,0.539380669593811,-0.03899485245347023,0.427140474319458,0.21331243216991425,0.29961374402046204,0.44552403688430786,0.2250564843416214,0.2977409064769745,0.20502153038978577,0.2729852497577667,0.3848365545272827,0.3320399522781372,0.23916715383529663
program,0.1994907110929489,-0.05071546882390976,0.17760658264160156,0.28949791193008423,0.24055470526218414,0.2383636236190796,0.3187043070793152,0.1757683902978897,0.1863635629415512,0.25471603870391846,0.23327119648456573,0.25047802925109863,0.1440187245607376
which,0.4840516746044159,-0.12876750528812408,0.3658004403114319,0.1991286277770996,0.19839827716350555,0.3611921966075897,0.23977413773536682,0.3473800718784332,0.1781868189573288,0.249065563082695,0.4245251417160034,0.5261979103088379,0.25814583897590637
would,0.30461156368255615,-0.04817892983555794,0.32586824893951416,0.13780725002288818,0.2902640104293823,0.2650099992752075,0.19692406058311462,0.22307464480400085,0.26508092880249023,0.3118962049484253,0.35589995980262756,0.45766422152519226,0.37178951501846313
cause,0.24822883307933807,-0.0918729230761528,0.2546827793121338,0.10558179020881653,0.13479484617710114,0.22220543026924133,0.17489579319953918,0.1444288194179535,0.171556755900383,0.19398994743824005,0.2381288707256317,0.24883218109607697,0.240532785654068
the,0.6662389636039734,-0.015081177465617657,0.4933079481124878,0.2068762183189392,0.3222070634365082,0.4207492768764496,0.2156122475862503,0.29860720038414,0.2755736708641052,0.2969476580619812,0.5107308030128479,0.42745697498321533,0.22068053483963013
abc,0.1697147786617279,0.0834399089217186,0.2097204476594925,1.0000001192092896,0.2858569622039795,0.16561369597911835,0.2031758427619934,0.22760380804538727,0.17480497062206268,0.17876729369163513,0.2862928807735443,0.1317344456911087,0.19065172970294952
logo,0.1848117560148239,0.012419573962688446,0.20034073293209076,0.23574566841125488,0.2024940699338913,0.1312703788280487,0.2095233052968979,0.1945735514163971,0.15661531686782837,0.19041937589645386,0.23861058056354523,0.21781428158283234,0.23347119987010956
