,what,was,the,first,super,bowl,branded,with,roman,numerals,?
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.3120559751987457,0.1569211632013321,0.1334993690252304,0.2365197241306305,0.40749499201774597,0.15509356558322906,0.1492345631122589,0.2714994251728058
june,0.2171148657798767,0.42821118235588074,0.24568822979927063,0.2872718572616577,0.12735934555530548,0.15820787847042084,0.1797129511833191,0.20185330510139465,0.11824105679988861,0.1070602759718895,0.31416764855384827
4,-0.04324747622013092,0.23394860327243805,0.15499350428581238,0.18687711656093597,0.046946682035923004,0.020155208185315132,0.09186956286430359,0.06829915195703506,0.16189806163311005,0.03203694894909859,0.010515431873500347
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.2695249915122986,0.4120737314224243,0.26863154768943787,0.23818567395210266,0.31091248989105225
2014,0.041483160108327866,0.1446884423494339,0.059490643441677094,0.05779964104294777,0.0236821286380291,0.07104186713695526,0.08024391531944275,0.16056452691555023,0.10688325762748718,0.050574127584695816,0.058127544820308685
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.2695249915122986,0.4120737314224243,0.26863154768943787,0.23818567395210266,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.21853436529636383,0.4223487675189972,0.2862859070301056,0.25819507241249084,0.22068053483963013
nfl,0.12579965591430664,0.20145657658576965,0.15305201709270477,0.15461091697216034,0.319060355424881,0.48354101181030273,0.15244990587234497,0.18521657586097717,0.12639591097831726,0.2016570121049881,0.10610254108905792
announced,0.09249057620763779,0.34205326437950134,0.2277132272720337,0.25270816683769226,0.1638530194759369,0.11583950370550156,0.32407110929489136,0.19698800146579742,0.13161100447177887,0.118888258934021,0.17416009306907654
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.18258553743362427,0.10987387597560883,0.1895422339439392,0.4154358208179474,0.20374512672424316,0.2481309473514557,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.21959073841571808,0.21576224267482758,0.21853436529636383,0.4223487675189972,0.2862859070301056,0.25819507241249084,0.22068053483963013
practice,0.2749895751476288,0.21849672496318817,0.27333036065101624,0.21996727585792542,0.168790802359581,0.10187067836523056,0.1141568198800087,0.21465755999088287,0.2321038544178009,0.26670295000076294,0.21386858820915222
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3536086082458496,0.14718765020370483,0.2243070751428604,0.17310917377471924,0.41827285289764404,0.31028008460998535,0.2555062174797058,0.1826142966747284
branding,0.2191358357667923,0.2425343245267868,0.26101231575012207,0.2241828739643097,0.21105733513832092,0.1050693467259407,0.6864392161369324,0.31387296319007874,0.14294500648975372,0.11847613751888275,0.16631950438022614
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.19141574203968048,0.1518537551164627,0.07821496576070786,0.27254608273506165,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.11057250946760178,0.18353787064552307,0.12339023500680923,0.26416486501693726,0.21118052303791046
games,0.1820194572210312,0.21596553921699524,0.2676136791706085,0.2305508702993393,0.3565964996814728,0.2931278944015503,0.1894441694021225,0.23660777509212494,0.13043218851089478,0.3210026025772095,0.1360001415014267
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2691199779510498,0.1518537551164627,0.18353787064552307,0.23233801126480103,0.9999999403953552,0.16514341533184052,0.16614378988742828,0.2433311939239502
roman,0.17852471768856049,0.23496849834918976,0.2862859070301056,0.16811686754226685,0.07821496576070786,0.12339023500680923,0.17748752236366272,0.16514341533184052,1.0,0.4669416546821594,0.1663191318511963
numerals,0.2182469516992569,0.15565448999404907,0.25819507241249084,0.209809347987175,0.27254608273506165,0.26416486501693726,0.1367952525615692,0.16614378988742828,0.4669416546821594,1.0,0.22188253700733185
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.2695249915122986,0.4120737314224243,0.26863154768943787,0.23818567395210266,0.31091248989105225
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.26005712151527405,0.19533146917819977,0.1731652468442917,0.3783375024795532,0.18130378425121307,0.20948180556297302,0.23916715383529663
practice,0.2749895751476288,0.21849672496318817,0.27333036065101624,0.21996727585792542,0.168790802359581,0.10187067836523056,0.1141568198800087,0.21465755999088287,0.2321038544178009,0.26670295000076294,0.21386858820915222
established,0.14869536459445953,0.26515325903892517,0.33092597126960754,0.2571922838687897,0.0677686259150505,0.09894891828298569,0.20706957578659058,0.18355850875377655,0.16586624085903168,0.1516844779253006,0.15917523205280304
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.3138778805732727,0.11449114978313446,0.2709662914276123,0.1435118317604065,0.29126521944999695,0.15289406478405,0.11684606969356537,0.21978627145290375
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.2717077434062958,1.0000001192092896,0.4848237931728363,0.19141574203968048,0.1518537551164627,0.07821496576070786,0.27254608273506165,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20817767083644867,0.4848237931728363,1.0,0.11057250946760178,0.18353787064552307,0.12339023500680923,0.26416486501693726,0.21118052303791046
v,0.16628342866897583,0.16128918528556824,0.18580520153045654,0.22899948060512543,0.12199956178665161,0.17199891805648804,0.16413676738739014,0.14314915239810944,0.1573350727558136,0.2176586240530014,0.28677162528038025
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.22322475910186768,0.1810409277677536,0.2695249915122986,0.4120737314224243,0.26863154768943787,0.23818567395210266,0.31091248989105225
