,where,did,british,resettle,many,acadians,?
the,0.5003893971443176,0.34736719727516174,0.28973397612571716,0.3016098439693451,0.4335206151008606,0.3208988904953003,0.22068053483963013
british,0.1694505214691162,0.2039594054222107,1.0,0.23083853721618652,0.23270447552204132,0.25053057074546814,0.09711728990077972
resettled,0.25028011202812195,0.21052876114845276,0.19136185944080353,0.8540534973144531,0.24012692272663116,0.387685626745224,0.10624805092811584
many,0.4338301420211792,0.375588983297348,0.23270447552204132,0.20750057697296143,0.9999999403953552,0.28592538833618164,0.2124512493610382
acadians,0.22315342724323273,0.19002331793308258,0.25053057074546814,0.3497468829154968,0.28592538833618164,1.0000001192092896,0.12194617837667465
throughout,0.34492164850234985,0.194510817527771,0.19994956254959106,0.1648099720478058,0.4781026542186737,0.2349749058485031,0.12665234506130219
its,0.27530840039253235,0.19922670722007751,0.17957141995429993,0.22515398263931274,0.3319723308086395,0.20331823825836182,0.15103481709957123
north,0.23586879670619965,0.16732536256313324,0.2482547163963318,0.21645744144916534,0.20274685323238373,0.3080332577228546,0.11829731613397598
american,0.1501617580652237,0.21486236155033112,0.4854423403739929,0.14741510152816772,0.22814549505710602,0.15863315761089325,0.18877598643302917
provinces,0.16437026858329773,0.06039728224277496,0.1477542668581009,0.2454298436641693,0.13495087623596191,0.25863292813301086,0.10239427536725998
",",0.3149496018886566,0.3015086054801941,0.25734075903892517,0.28863105177879333,0.40610817074775696,0.22484250366687775,0.31091248989105225
but,0.49101024866104126,0.49033689498901367,0.2076481580734253,0.32693231105804443,0.46599987149238586,0.2473398745059967,0.27921953797340393
many,0.4338301420211792,0.375588983297348,0.23270447552204132,0.20750057697296143,0.9999999403953552,0.28592538833618164,0.2124512493610382
went,0.34604400396347046,0.4810470640659332,0.1982937455177307,0.22830434143543243,0.24444319307804108,0.18059895932674408,0.12109432369470596
to,0.47735077142715454,0.4452643394470215,0.22690963745117188,0.3368814289569855,0.40243685245513916,0.26798632740974426,0.29463258385658264
france,0.21451038122177124,0.2138325721025467,0.23781980574131012,0.15481029450893402,0.24514140188694,0.24577556550502777,0.15069349110126495
",",0.3149496018886566,0.3015086054801941,0.25734075903892517,0.28863105177879333,0.40610817074775696,0.22484250366687775,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.325880765914917,0.2413954734802246,0.5296266674995422,0.2563720941543579,0.20544172823429108
some,0.39480453729629517,0.42553430795669556,0.20344354212284088,0.2746190130710602,0.7976660132408142,0.2842528223991394,0.2562315762042999
went,0.34604400396347046,0.4810470640659332,0.1982937455177307,0.22830434143543243,0.24444319307804108,0.18059895932674408,0.12109432369470596
to,0.47735077142715454,0.4452643394470215,0.22690963745117188,0.3368814289569855,0.40243685245513916,0.26798632740974426,0.29463258385658264
new,0.26026442646980286,0.227974995970726,0.19849099218845367,0.2685445547103882,0.2992318272590637,0.2767774760723114,0.14782847464084625
orleans,0.19909310340881348,0.2159711718559265,0.1420879065990448,0.19598764181137085,0.20345625281333923,0.25514480471611023,0.13097690045833588
",",0.3149496018886566,0.3015086054801941,0.25734075903892517,0.28863105177879333,0.40610817074775696,0.22484250366687775,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.2002234309911728,0.25436151027679443,0.5168171525001526,0.2687130868434906,0.25814583897590637
they,0.43078136444091797,0.4879390597343445,0.22308164834976196,0.3227265775203705,0.5400822758674622,0.33570995926856995,0.2753053903579712
had,0.2596948444843292,0.540525496006012,0.2696124017238617,0.30899930000305176,0.40130746364593506,0.23096461594104767,0.20728366076946259
expected,0.3194408714771271,0.43765610456466675,0.15025819838047028,0.2359096258878708,0.29809391498565674,0.24553756415843964,0.19474582374095917
to,0.47735077142715454,0.4452643394470215,0.22690963745117188,0.3368814289569855,0.40243685245513916,0.26798632740974426,0.29463258385658264
remain,0.29512426257133484,0.26352423429489136,0.14009517431259155,0.39412254095077515,0.2809775471687317,0.19856621325016022,0.1868363618850708
french,0.17587623000144958,0.1584041714668274,0.43574923276901245,0.15313638746738434,0.2158181369304657,0.346652090549469,0.1386883556842804
.,0.41390106081962585,0.35288307070732117,0.23159366846084595,0.23351885378360748,0.3974229395389557,0.16570593416690826,0.4130953550338745
