,why,did,they,teach,them,to,grow,peas,?
a,0.2667238116264343,0.2552328109741211,0.3528250455856323,0.18608243763446808,0.3151612877845764,0.45503583550453186,0.20655770599842072,0.2067476511001587,0.23916715383529663
consortium,0.17629162967205048,0.13192448019981384,0.16525420546531677,0.19794929027557373,0.1252591609954834,0.17120765149593353,0.14190028607845306,0.07321994751691818,0.12730471789836884
led,0.15703928470611572,0.3213953971862793,0.2474345564842224,0.11052104830741882,0.25524047017097473,0.21815308928489685,0.1692858636379242,0.27905604243278503,0.09273858368396759
by,0.19170543551445007,0.18574509024620056,0.3391372263431549,0.14033691585063934,0.35830166935920715,0.33534231781959534,0.08488525450229645,0.21662913262844086,0.17966607213020325
the,0.30742117762565613,0.34736719727516174,0.49925389885902405,0.1966347098350525,0.4788833558559418,0.535392165184021,0.2652076482772827,0.21189263463020325,0.22068053483963013
international,0.09834674000740051,0.12453269958496094,0.13682526350021362,0.21313562989234924,0.18076258897781372,0.21173149347305298,0.06443534791469574,0.15905055403709412,0.15335838496685028
crops,0.25767165422439575,0.17429712414741516,0.2870621979236603,0.16214625537395477,0.36155152320861816,0.2809256613254547,0.4851498305797577,0.41266927123069763,0.15924812853336334
research,0.24636659026145935,0.2046227902173996,0.21028900146484375,0.2845156490802765,0.1844436675310135,0.2667310833930969,0.23062390089035034,0.11129162460565567,0.13481977581977844
institute,0.19789434969425201,0.13879841566085815,0.15169616043567657,0.3105252683162689,0.14822007715702057,0.18375186622142792,0.15502509474754333,0.03976694494485855,0.115291528403759
for,0.3869043290615082,0.318512886762619,0.3466525673866272,0.31015744805336,0.41447147727012634,0.4451248347759247,0.16215160489082336,0.16618527472019196,0.264628142118454
the,0.30742117762565613,0.34736719727516174,0.49925389885902405,0.1966347098350525,0.4788833558559418,0.535392165184021,0.2652076482772827,0.21189263463020325,0.22068053483963013
semi-arid,0.22214308381080627,0.18604043126106262,0.21709993481636047,0.12292980402708054,0.19164560735225677,0.19494910538196564,0.2568798065185547,0.3301193416118622,0.20927584171295166
tropics,0.223636195063591,0.12257717549800873,0.30505725741386414,0.06653062254190445,0.23596258461475372,0.19660168886184692,0.4331348240375519,0.27308353781700134,0.151444211602211
(,0.23387731611728668,0.18979617953300476,0.22770340740680695,0.1257190704345703,0.2401011437177658,0.30882009863853455,0.1619608849287033,0.19826677441596985,0.40561532974243164
icrisat,0.2431277483701706,0.17607586085796356,0.2397782802581787,0.256671279668808,0.28653910756111145,0.2970905601978302,0.21768620610237122,0.2889532744884491,0.3014225363731384
),0.25356316566467285,0.18584993481636047,0.22818082571029663,0.1531667709350586,0.24844101071357727,0.31236231327056885,0.14755220711231232,0.17801500856876373,0.42300865054130554
has,0.24175488948822021,0.2124989777803421,0.3512192368507385,0.15105439722537994,0.22823691368103027,0.3619994819164276,0.23238538205623627,0.09882474690675735,0.15994466841220856
had,0.24633871018886566,0.540525496006012,0.4949169158935547,0.21324703097343445,0.3781377673149109,0.37984350323677063,0.21367043256759644,0.17028427124023438,0.20728366076946259
some,0.429519385099411,0.42553430795669556,0.5894032716751099,0.31570160388946533,0.5948359370231628,0.4636894166469574,0.3395460844039917,0.28389373421669006,0.2562315762042999
success,0.1662246733903885,0.33578285574913025,0.24632716178894043,0.19216957688331604,0.23011209070682526,0.20929217338562012,0.16395308077335358,0.30733048915863037,0.1216118186712265
in,0.23227278888225555,0.2593238651752472,0.4330179989337921,0.23312166333198547,0.29119014739990234,0.45010748505592346,0.2526702880859375,0.1897689551115036,0.20430970191955566
helping,0.3006555438041687,0.3554319441318512,0.30327922105789185,0.4074665606021881,0.485047847032547,0.37282997369766235,0.25541356205940247,0.14807699620723724,0.28235307335853577
farmers,0.17575936019420624,0.2618783712387085,0.325296014547348,0.21306630969047546,0.3191777765750885,0.2364797294139862,0.4242453873157501,0.3516477942466736,0.15014515817165375
grow,0.22891701757907867,0.18742844462394714,0.3890434205532074,0.2619624137878418,0.3415161669254303,0.3296493887901306,1.0,0.3094318211078644,0.12417493760585785
new,0.15616938471794128,0.227974995970726,0.2588704824447632,0.20165371894836426,0.27726060152053833,0.33159172534942627,0.21979504823684692,0.13071618974208832,0.14782847464084625
pigeon,0.13899902999401093,0.14203093945980072,0.20382234454154968,0.08772944658994675,0.1818995475769043,0.16653646528720856,0.16818338632583618,0.3367568254470825,0.18346887826919556
