,the,united,states,is,divided,into,how,many,jurisdictions,?
the,1.0,0.34367692470550537,0.3463578522205353,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.33890387415885925,0.4335206151008606,0.2714405059814453,0.22068053483963013
united,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.22408509254455566,0.15760327875614166,0.1582697629928589,0.19034643471240997,0.2670816481113434,0.2743881046772003,0.17266890406608582
states,0.3463578522205353,0.8952266573905945,1.0,0.21939043700695038,0.16790197789669037,0.1779397875070572,0.20841296017169952,0.29976361989974976,0.33849090337753296,0.16272737085819244
is,0.5823672413825989,0.22408509254455566,0.21939043700695038,1.0,0.2042115330696106,0.2619607150554657,0.22544461488723755,0.2649032473564148,0.21905726194381714,0.22961433231830597
divided,0.34601110219955444,0.15760327875614166,0.16790197789669037,0.2042115330696106,1.0000001192092896,0.5344434976577759,0.1862497329711914,0.21604293584823608,0.263587087392807,0.10190024226903915
into,0.39493247866630554,0.1582697629928589,0.1779397875070572,0.2619607150554657,0.5344434976577759,1.0,0.2303972691297531,0.2618265151977539,0.1772204339504242,0.15662476420402527
five,0.41977158188819885,0.29035672545433044,0.27354732155799866,0.22980348765850067,0.37270936369895935,0.2545652687549591,0.20553050935268402,0.41084155440330505,0.20682580769062042,0.18342848122119904
jurisdictions,0.2714405059814453,0.2743881046772003,0.33849090337753296,0.21905726194381714,0.263587087392807,0.1772204339504242,0.18112808465957642,0.2555389404296875,1.0000001192092896,0.20752876996994019
:,-0.03403344005346298,-0.047390166670084,-0.00829977635294199,-0.07222653180360794,-0.03563159704208374,-0.047708455473184586,-0.11215605586767197,-0.10786184668540955,-0.06043591350317001,-0.07156077772378922
northeastern,0.36635610461235046,0.35886526107788086,0.364499568939209,0.30016475915908813,0.2780243754386902,0.24228963255882263,0.12990950047969818,0.16613568365573883,0.20659185945987701,0.1524854451417923
",",0.4933079481124878,0.3053959608078003,0.3315127193927765,0.4691906273365021,0.25847432017326355,0.2826121151447296,0.22659391164779663,0.40610817074775696,0.22841385006904602,0.31091248989105225
southeastern,0.37968114018440247,0.3591243624687195,0.3746704161167145,0.297136127948761,0.26730671525001526,0.19252939522266388,0.12542149424552917,0.19553996622562408,0.21659398078918457,0.1729537695646286
",",0.4933079481124878,0.3053959608078003,0.3315127193927765,0.4691906273365021,0.25847432017326355,0.2826121151447296,0.22659391164779663,0.40610817074775696,0.22841385006904602,0.31091248989105225
north,0.36298373341560364,0.3348640501499176,0.32332736253738403,0.2993389368057251,0.26604294776916504,0.2229379117488861,0.12114071100950241,0.20274685323238373,0.1753731071949005,0.11829731613397598
central,0.3417201042175293,0.24250103533267975,0.22088879346847534,0.273421049118042,0.20705650746822357,0.1957717090845108,0.1351521760225296,0.2221386432647705,0.20073379576206207,0.14787602424621582
",",0.4933079481124878,0.3053959608078003,0.3315127193927765,0.4691906273365021,0.25847432017326355,0.2826121151447296,0.22659391164779663,0.40610817074775696,0.22841385006904602,0.31091248989105225
south,0.3129390776157379,0.34461843967437744,0.30704712867736816,0.27680471539497375,0.2806827127933502,0.21210846304893494,0.11786635220050812,0.2319321483373642,0.16994349658489227,0.12336621433496475
central,0.3417201042175293,0.24250103533267975,0.22088879346847534,0.273421049118042,0.20705650746822357,0.1957717090845108,0.1351521760225296,0.2221386432647705,0.20073379576206207,0.14787602424621582
and,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.33647966384887695,0.5296266674995422,0.24461956322193146,0.20544172823429108
western,0.37920868396759033,0.23961949348449707,0.2300054430961609,0.2572968304157257,0.26636791229248047,0.2034125179052353,0.08635379374027252,0.24915564060211182,0.2392614483833313,0.17439141869544983
.,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4569662809371948,0.21858547627925873,0.26250120997428894,0.3287222981452942,0.3974229395389557,0.2451501190662384,0.4130953550338745
,the,united,states,is,divided,into,how,many,jurisdictions,?
subordinate,0.27031710743904114,0.18175069987773895,0.17363505065441132,0.16257454454898834,0.28775981068611145,0.17948372662067413,0.2002275586128235,0.14113940298557281,0.3447403013706207,0.20363155007362366
to,0.535392165184021,0.2715383470058441,0.2828785181045532,0.42745086550712585,0.17007847130298615,0.38810545206069946,0.44169697165489197,0.40243685245513916,0.2819231450557709,0.29463258385658264
the,1.0,0.34367692470550537,0.3463578522205353,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.33890387415885925,0.4335206151008606,0.2714405059814453,0.22068053483963013
general,0.28634732961654663,0.2596476078033447,0.2560601532459259,0.20144300162792206,0.1246214509010315,0.11531101912260056,0.19638104736804962,0.21976788341999054,0.22593466937541962,0.1972234547138214
conference,0.25393402576446533,0.23104023933410645,0.2260373830795288,0.13909097015857697,0.12863226234912872,0.13040219247341156,0.12395361065864563,0.14310325682163239,0.17497436702251434,0.11172781884670258
are,0.40399202704429626,0.16919764876365662,0.1846873015165329,0.5330929756164551,0.2984093725681305,0.2930682599544525,0.311818927526474,0.5655534863471985,0.2782263457775116,0.24591213464736938
the,1.0,0.34367692470550537,0.3463578522205353,0.5823672413825989,0.34601110219955444,0.39493247866630554,0.33890387415885925,0.4335206151008606,0.2714405059814453,0.22068053483963013
jurisdictional,0.2762572169303894,0.298696368932724,0.3363592028617859,0.25678861141204834,0.23755604028701782,0.1621425598859787,0.15190261602401733,0.2110806256532669,0.9209858775138855,0.1848095953464508
and,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.3859752118587494,0.29203352332115173,0.36597734689712524,0.33647966384887695,0.5296266674995422,0.24461956322193146,0.20544172823429108
central,0.3417201042175293,0.24250103533267975,0.22088879346847534,0.273421049118042,0.20705650746822357,0.1957717090845108,0.1351521760225296,0.2221386432647705,0.20073379576206207,0.14787602424621582
conferences,0.2745058238506317,0.22807465493679047,0.2248457372188568,0.13661359250545502,0.19625331461429596,0.18457069993019104,0.18415935337543488,0.2339240163564682,0.2678614854812622,0.14015959203243256
which,0.6521818041801453,0.2821946144104004,0.27476921677589417,0.4457404911518097,0.35539376735687256,0.4405161738395691,0.4852597713470459,0.5168171525001526,0.27306777238845825,0.25814583897590637
also,0.6021018624305725,0.30441129207611084,0.2941293716430664,0.5012649297714233,0.21955445408821106,0.2882355749607086,0.43506327271461487,0.6258217096328735,0.25904008746147156,0.21848613023757935
meet,0.312436044216156,0.13356323540210724,0.1487337052822113,0.21618524193763733,0.12463752925395966,0.17981092631816864,0.23043666779994965,0.23646774888038635,0.23470255732536316,0.1658235788345337
every,0.4023689329624176,0.19448955357074738,0.21151071786880493,0.3428492546081543,0.2059260904788971,0.19927328824996948,0.31805798411369324,0.3416140377521515,0.19389580190181732,0.24066033959388733
four,0.40344667434692383,0.21095731854438782,0.20924082398414612,0.22331103682518005,0.39206206798553467,0.24970535933971405,0.1955733299255371,0.4139232039451599,0.16022293269634247,0.14532537758350372
years,0.2912273406982422,0.2736840844154358,0.28678232431411743,0.19551363587379456,0.17784003913402557,0.16104477643966675,0.21949264407157898,0.2731519937515259,0.176158607006073,0.1914375126361847
.,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4569662809371948,0.21858547627925873,0.26250120997428894,0.3287222981452942,0.3974229395389557,0.2451501190662384,0.4130953550338745
