,what,percentage,of,global,assets,does,the,richest,1,%,of,people,have,?
a,0.3320399522781372,0.25336048007011414,0.5052502155303955,0.1549941897392273,0.1838044673204422,0.38201746344566345,0.5829201340675354,0.19698546826839447,-0.20817746222019196,0.17798779904842377,0.5052502155303955,0.3483705520629883,0.338716596364975,0.23916715383529663
study,0.3123835027217865,0.18029268085956573,0.29377859830856323,0.20432937145233154,0.19606547057628632,0.15242302417755127,0.2533665597438812,0.22109146416187286,-0.12781494855880737,0.1986040472984314,0.29377859830856323,0.23520420491695404,0.262853741645813,0.15902167558670044
by,0.2455483376979828,0.21129482984542847,0.3646814823150635,0.16183742880821228,0.21387961506843567,0.143477201461792,0.4408751428127289,0.18735913932323456,-0.2582099735736847,0.13780950009822845,0.3646814823150635,0.20350977778434753,0.3359639644622803,0.17966607213020325
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.17898012697696686,0.19560842216014862,0.35928019881248474,1.0,0.27766263484954834,-0.1554475575685501,0.21490740776062012,0.733189046382904,0.36838498711586,0.40389683842658997,0.22068053483963013
world,0.21669597923755646,0.1799231916666031,0.2828933000564575,0.29879724979400635,0.25062671303749084,0.15434256196022034,0.33604270219802856,0.4076535999774933,-0.08809132874011993,0.14207711815834045,0.2828933000564575,0.23576074838638306,0.2620723843574524,0.17579582333564758
institute,0.17608846724033356,0.15215086936950684,0.2977932393550873,0.23155477643013,0.24773021042346954,0.12312955409288406,0.24399729073047638,0.19727864861488342,-0.06248094141483307,0.20518375933170319,0.2977932393550873,0.19616888463497162,0.13914279639720917,0.115291528403759
for,0.3017193675041199,0.2764090597629547,0.4185989499092102,0.23740079998970032,0.23499904572963715,0.35159170627593994,0.4739971458911896,0.19477729499340057,-0.31088897585868835,0.16658860445022583,0.4185989499092102,0.24900002777576447,0.41175219416618347,0.264628142118454
development,0.19014155864715576,0.13913443684577942,0.28700894117355347,0.2727941572666168,0.3008118271827698,0.19386763870716095,0.3362044394016266,0.19849935173988342,-0.19134312868118286,0.10073218494653702,0.28700894117355347,0.15546298027038574,0.2828937768936157,0.1211358830332756
economics,0.21107932925224304,0.1504366099834442,0.2429119050502777,0.3563590347766876,0.3061596751213074,0.17253144085407257,0.17465341091156006,0.2168547809123993,-0.1666925847530365,0.10253210365772247,0.2429119050502777,0.21489271521568298,0.11748602986335754,0.15849412977695465
research,0.237140491604805,0.1890716552734375,0.22573977708816528,0.2936282157897949,0.3084617555141449,0.20314310491085052,0.24391183257102966,0.15845362842082977,-0.1572187840938568,0.19773398339748383,0.22573977708816528,0.15202772617340088,0.29737016558647156,0.13481977581977844
at,0.2838611304759979,0.18349309265613556,0.42558613419532776,0.11592055857181549,0.13034993410110474,0.17465277016162872,0.457212895154953,0.1398947387933731,-0.032697923481464386,0.18534855544567108,0.42558613419532776,0.2582513391971588,0.29004791378974915,0.21978627145290375
united,0.20036718249320984,0.14304271340370178,0.3187655806541443,0.17567966878414154,0.25321972370147705,0.1650896966457367,0.34367692470550537,0.2572707533836365,-0.17038336396217346,0.1906377077102661,0.3187655806541443,0.2647981643676758,0.17950676381587982,0.17266890406608582
nations,0.19211222231388092,0.216608464717865,0.27521562576293945,0.2941436469554901,0.32548800110816956,0.18832135200500488,0.3506215214729309,0.23879848420619965,-0.15689511597156525,0.1818973571062088,0.27521562576293945,0.2731480002403259,0.2699330151081085,0.20999202132225037
university,0.20256435871124268,0.15929903090000153,0.30646374821662903,0.17555052042007446,0.14902006089687347,0.09909145534038544,0.263973206281662,0.17788313329219818,-0.10646449029445648,0.16646482050418854,0.30646374821662903,0.25475627183914185,0.1617986559867859,0.11887256056070328
reports,0.24207861721515656,0.22880855202674866,0.27564457058906555,0.27394092082977295,0.22623924911022186,0.2453697919845581,0.2622474431991577,0.14932899177074432,-0.17752784490585327,0.24832136929035187,0.27564457058906555,0.2623439431190491,0.3081025779247284,0.23746368288993835
that,0.6297725439071655,0.3343636393547058,0.41498205065727234,0.2591727674007416,0.25351712107658386,0.4764937460422516,0.5473989248275757,0.19265452027320862,-0.3131840229034424,0.19162102043628693,0.41498205065727234,0.3621441423892975,0.6182622313499451,0.32716336846351624
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.17898012697696686,0.19560842216014862,0.35928019881248474,1.0,0.27766263484954834,-0.1554475575685501,0.21490740776062012,0.733189046382904,0.36838498711586,0.40389683842658997,0.22068053483963013
richest,0.15347081422805786,0.17878417670726776,0.3122171461582184,0.2052832543849945,0.3898482620716095,0.1175319030880928,0.27766263484954834,1.0,-0.10293387621641159,0.18681630492210388,0.3122171461582184,0.204217329621315,0.16106930375099182,0.15691500902175903
1,-0.21266892552375793,-0.20820419490337372,-0.09473495930433273,-0.10420378297567368,-0.24012234807014465,-0.24693645536899567,-0.1554475575685501,-0.10293387621641159,1.0,-0.09401865303516388,-0.09473495930433273,-0.12632082402706146,-0.30716702342033386,-0.249979168176651
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.1467813104391098,0.210049107670784,0.1996830552816391,0.21490740776062012,0.18681630492210388,-0.09401865303516388,1.0,0.19953428208827972,0.26192399859428406,0.25054386258125305,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.19114547967910767,0.19511719048023224,0.3119818866252899,0.733189046382904,0.3122171461582184,-0.09473495930433273,0.19953428208827972,1.0,0.3251037895679474,0.3802283704280853,0.1826142966747284
