,how,many,times,did,the,denver,defense,force,newton,into,turnovers,?
newton,0.2514588236808777,0.1828424632549286,0.19109323620796204,0.23863376677036285,0.1876603662967682,0.191506028175354,0.10191027820110321,0.28017669916152954,1.0000001192092896,0.08120981603860855,0.18114374577999115,0.09645649790763855
was,0.16678167879581451,0.260356068611145,0.2859917879104614,0.41399896144866943,0.48711544275283813,0.2766761779785156,0.2295428365468979,0.20879842340946198,0.25264593958854675,0.2322220653295517,0.2156830132007599,0.18412111699581146
limited,0.2116495817899704,0.2817049026489258,0.13311107456684113,0.2072332352399826,0.2757521867752075,0.11212523281574249,0.14271989464759827,0.19514240324497223,0.07119143754243851,0.16174834966659546,0.282033234834671,0.09444807469844818
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.18574509024620056,0.4408751428127289,0.16241613030433655,0.19176916778087616,0.24997374415397644,0.19122301042079926,0.30473223328590393,0.27554643154144287,0.17966607213020325
denver,0.15631112456321716,0.18606427311897278,0.1485476791858673,0.16413381695747375,0.2052404284477234,1.0,0.23842781782150269,0.13847558200359344,0.191506028175354,0.1274935007095337,0.21867410838603973,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,-0.048017483204603195,0.05069678649306297,-0.01540423184633255,-0.08765961974859238,-0.14857901632785797,0.020782919600605965,0.027833467349410057,0.00961404386907816,0.0264132022857666,-0.023395681753754616
defense,0.14550013840198517,0.1536635160446167,0.21282894909381866,0.14361093938350677,0.2604767382144928,0.23842781782150269,1.0,0.3345463275909424,0.10191027820110321,0.12044839560985565,0.1747168004512787,0.21935760974884033
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.21538467705249786,0.22091743350028992,0.2648763358592987,0.2826121151447296,0.2863239049911499,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2750149369239807,0.6521818041801453,0.12987183034420013,0.23141434788703918,0.22571609914302826,0.1681050956249237,0.4405161738395691,0.30041050910949707,0.25814583897590637
sacked,0.09018589556217194,0.1555364578962326,0.23362751305103302,0.2887319028377533,0.23815631866455078,0.13741019368171692,0.2000267505645752,0.1602584570646286,0.1704728752374649,0.1803775131702423,0.29592078924179077,0.07766196876764297
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.4290095865726471,0.39213326573371887,0.17044426500797272,0.2037053257226944,0.16980251669883728,0.19347794353961945,0.23281598091125488,0.25321653485298157,0.23943768441677094
seven,0.20032188296318054,0.28098854422569275,0.18999098241329193,0.11491922289133072,0.28151169419288635,0.17646852135658264,0.15056034922599792,0.1346549689769745,0.16132114827632904,0.17585992813110352,0.20500734448432922,0.1732930988073349
times,0.2685738503932953,0.303416907787323,1.0,0.23068773746490479,0.29093852639198303,0.1485476791858673,0.21282894909381866,0.1571890264749527,0.19109323620796204,0.16451820731163025,0.22217626869678497,0.18880689144134521
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.34479495882987976,0.5171257257461548,0.20625516772270203,0.20962949097156525,0.24372100830078125,0.22255054116249084,0.36597734689712524,0.3234790563583374,0.20544172823429108
forced,0.23831938207149506,0.2377408891916275,0.11285103857517242,0.36753809452056885,0.2571122944355011,0.17544646561145782,0.14892327785491943,0.4058721363544464,0.1810608208179474,0.24236927926540375,0.25558292865753174,0.17547516524791718
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.4290095865726471,0.39213326573371887,0.17044426500797272,0.2037053257226944,0.16980251669883728,0.19347794353961945,0.23281598091125488,0.25321653485298157,0.23943768441677094
into,0.2303972691297531,0.2618265151977539,0.16451820731163025,0.14888085424900055,0.39493247866630554,0.1274935007095337,0.12044839560985565,0.1669553965330124,0.08120981603860855,1.0,0.24014829099178314,0.15662476420402527
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.2043166607618332,0.43452659249305725,0.19229699671268463,0.1516755223274231,0.17702838778495789,0.18185727298259735,0.30367451906204224,0.21524465084075928,0.20928427577018738
turnovers,0.2714545726776123,0.24598953127861023,0.22217626869678497,0.1935662180185318,0.2887553572654724,0.21867410838603973,0.1747168004512787,0.2228870689868927,0.18114374577999115,0.24014829099178314,0.9999998807907104,0.19236040115356445
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.3015086054801941,0.4933079481124878,0.25173696875572205,0.21538467705249786,0.22091743350028992,0.2648763358592987,0.2826121151447296,0.2863239049911499,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.31527549028396606,0.26678287982940674,0.3738902807235718,0.1571250855922699,0.18270710110664368,0.15675218403339386,0.17472706735134125,0.22642232477664948,0.2585195004940033,0.1633303165435791
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.5829201340675354,0.179859921336174,0.21441413462162018,0.2451154738664627,0.1884482353925705,0.3461161255836487,0.26552334427833557,0.23916715383529663
fumble,0.13288532197475433,0.08793462812900543,0.14159463346004486,0.13446901738643646,0.16197896003723145,0.34056177735328674,0.26795142889022827,0.2027880698442459,0.22407451272010803,0.18820546567440033,0.4009011685848236,0.17646178603172302
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2750149369239807,0.6521818041801453,0.12987183034420013,0.23141434788703918,0.22571609914302826,0.1681050956249237,0.4405161738395691,0.30041050910949707,0.25814583897590637
they,0.43247655034065247,0.5400822758674622,0.29107025265693665,0.4879390597343445,0.49925389885902405,0.23547865450382233,0.2236289083957672,0.1812514364719391,0.1926632672548294,0.32590940594673157,0.2966162860393524,0.2753053903579712
recovered,0.158201202750206,0.25898846983909607,0.21031175553798676,0.2646656334400177,0.2614712417125702,0.1906365305185318,0.19787628948688507,0.11838256567716599,0.14219547808170319,0.17956013977527618,0.3272044360637665,0.08912046253681183
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.318512886762619,0.4739971458911896,0.22017966210842133,0.2780293822288513,0.15857845544815063,0.18168501555919647,0.231735959649086,0.29288172721862793,0.264628142118454
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.2552328109741211,0.5829201340675354,0.179859921336174,0.21441413462162018,0.2451154738664627,0.1884482353925705,0.3461161255836487,0.26552334427833557,0.23916715383529663
touchdown,0.1383858025074005,0.0646008551120758,0.23810836672782898,0.1660659909248352,0.1805710643529892,0.35540616512298584,0.2732132375240326,0.14527535438537598,0.29466405510902405,0.15570837259292603,0.3248266577720642,0.12741123139858246
.,0.3287222981452942,0.3974229395389557,0.2891986668109894,0.35288307070732117,0.5934505462646484,0.2573630213737488,0.26610422134399414,0.2783275842666626,0.20699870586395264,0.26250120997428894,0.3198223114013672,0.4130953550338745
