,what,was,one,of,tesla,'s,books,where,articles,can,be,read,?
many,0.36131182312965393,0.260356068611145,0.4223630726337433,0.37253960967063904,0.15282970666885376,0.01698932610452175,0.28934791684150696,0.4338301420211792,0.29689931869506836,0.4275496006011963,0.3961109519004822,0.2692212760448456,0.2124512493610382
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,1.0,0.18837453424930573,-0.03817026689648628,0.18863578140735626,0.38066378235816956,0.24931834638118744,0.2603091299533844,0.33904364705085754,0.16905911266803741,0.1826142966747284
tesla,0.23221199214458466,0.16455206274986267,0.2218162566423416,0.18837453424930573,0.9999999403953552,0.06449045985937119,0.1716867834329605,0.12761090695858002,0.12904474139213562,0.19812452793121338,0.15180771052837372,0.18323293328285217,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.06913424283266068,-0.03817026689648628,0.06449045985937119,0.9999999403953552,0.09176487475633621,0.0007701900321990252,0.018668673932552338,-0.02075597457587719,0.025217169895768166,0.032598379999399185,-0.023395681753754616
writings,0.31019967794418335,0.21465790271759033,0.18129920959472656,0.24593348801136017,0.1577753871679306,0.029720310121774673,0.564620316028595,0.16331380605697632,0.3382209539413452,0.1416664719581604,0.1719188243150711,0.4054390490055084,0.1770159751176834
are,0.29724663496017456,0.3076191842556,0.42537835240364075,0.39081433415412903,0.11131513863801956,-0.008927806280553341,0.2374548763036728,0.32389864325523376,0.347149133682251,0.5408529043197632,0.5556803941726685,0.22843526303768158,0.24591213464736938
freely,0.3145614564418793,0.14071430265903473,0.22109730541706085,0.20519289374351501,0.19301262497901917,0.08389408141374588,0.2231433242559433,0.36767733097076416,0.24527086317539215,0.3637355864048004,0.346682071685791,0.3470690846443176,0.16730758547782898
available,0.22032985091209412,0.1657772958278656,0.251289427280426,0.2416580766439438,0.2039298713207245,0.03610558435320854,0.2639281749725342,0.19956104457378387,0.2783249020576477,0.3795528709888458,0.3507455885410309,0.34152910113334656,0.2501629889011383
on,0.34226128458976746,0.3909217119216919,0.3601475656032562,0.3966929316520691,0.16159376502037048,0.0026888418942689896,0.24774901568889618,0.37630224227905273,0.2665182054042816,0.2772369682788849,0.37900757789611816,0.2595316469669342,0.2714994251728058
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.23187310993671417,0.5003893971443176,0.29016247391700745,0.312528520822525,0.4248143136501312,0.25299927592277527,0.22068053483963013
web,0.21108315885066986,0.1556902825832367,0.1759108006954193,0.21849434077739716,0.14390316605567932,0.0009420792339369655,0.25074705481529236,0.1506025344133377,0.2619014084339142,0.21625986695289612,0.1885649859905243,0.1392083466053009,0.2310575395822525
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.258169561624527,0.3149496018886566,0.2689467966556549,0.3139454126358032,0.39254459738731384,0.26081135869026184,0.31091248989105225
including,0.18328791856765747,0.21884717047214508,0.3568016290664673,0.44195112586021423,0.07415688037872314,0.0074059427715837955,0.30063125491142273,0.33177727460861206,0.23414316773414612,0.2102493792772293,0.2110714614391327,0.1178864911198616,0.1633303165435791
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.23187310993671417,0.5003893971443176,0.29016247391700745,0.312528520822525,0.4248143136501312,0.25299927592277527,0.22068053483963013
article,0.40514686703681946,0.26395970582962036,0.28421956300735474,0.25720444321632385,0.14590303599834442,-0.02360285259783268,0.29776573181152344,0.2605186104774475,0.7835010886192322,0.3214142918586731,0.4253923296928406,0.3582229018211365,0.4948462247848511
``,0.008517155423760414,-0.012679691426455975,0.1164957657456398,0.06780257821083069,0.04274534806609154,-0.03416389226913452,-0.052074506878852844,0.020612511783838272,0.05703337490558624,0.12428006529808044,0.07670000940561295,-0.01510712318122387,0.0685480609536171
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.23187310993671417,0.5003893971443176,0.29016247391700745,0.312528520822525,0.4248143136501312,0.25299927592277527,0.22068053483963013
problem,0.42183366417884827,0.17229199409484863,0.36451512575149536,0.20464475452899933,0.18636125326156616,-0.02317415177822113,0.14190247654914856,0.291713684797287,0.34359580278396606,0.36370179057121277,0.347878634929657,0.25594040751457214,0.3762950301170349
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,1.0,0.18837453424930573,-0.03817026689648628,0.18863578140735626,0.38066378235816956,0.24931834638118744,0.2603091299533844,0.33904364705085754,0.16905911266803741,0.1826142966747284
increasing,0.2066856026649475,0.17554011940956116,0.2172393649816513,0.3524707853794098,0.20899111032485962,-0.002984076738357544,0.11636794358491898,0.1878640502691269,0.22667822241783142,0.3094721734523773,0.3041439354419708,0.23678931593894958,0.0681626945734024
human,0.24243313074111938,0.1688746064901352,0.3101898431777954,0.3083189129829407,0.1958988755941391,0.03975607082247734,0.14046715199947357,0.19433043897151947,0.20385469496250153,0.26860877871513367,0.2650514245033264,0.19779135286808014,0.19748784601688385
energy,0.190252885222435,0.15364649891853333,0.22750023007392883,0.26257598400115967,0.28722304105758667,-0.050826653838157654,0.120260089635849,0.21021723747253418,0.24318300187587738,0.28262534737586975,0.2677359879016876,0.1153140515089035,0.14860127866268158
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.258169561624527,0.3149496018886566,0.2689467966556549,0.3139454126358032,0.39254459738731384,0.26081135869026184,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.036477331072092056,0.13035868108272552,0.048713020980358124,-0.04859459400177002,0.03635586425662041,0.016034942120313644,0.059632983058691025,0.008988718502223492,0.08835477381944656,0.05735994875431061,0.018684765323996544
published,0.20457668602466583,0.2896443009376526,0.17832237482070923,0.23023100197315216,0.16719935834407806,0.01244857907295227,0.4908095896244049,0.15168938040733337,0.2628025412559509,0.11972122639417648,0.16607414186000824,0.32066646218299866,0.16280238330364227
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.250139981508255,0.5344807505607605,0.26378124952316284,0.26527702808380127,0.3481820821762085,0.19694635272026062,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.23187310993671417,0.5003893971443176,0.29016247391700745,0.312528520822525,0.4248143136501312,0.25299927592277527,0.22068053483963013
century,0.20422613620758057,0.3521432876586914,0.25954312086105347,0.2826060354709625,0.18959936499595642,-0.0005286295781843364,0.2623424828052521,0.19636200368404388,0.21343980729579926,0.13291411101818085,0.20315609872341156,0.17141103744506836,0.1026201918721199
magazine,0.16423653066158295,0.25375688076019287,0.2631378769874573,0.16736742854118347,0.2325788289308548,0.04030289873480797,0.36400333046913147,0.11661770194768906,0.2690092921257019,0.15634988248348236,0.15257063508033752,0.31004640460014343,0.15570664405822754
in,0.30808621644973755,0.45514053106307983,0.4129433035850525,0.5696388483047485,0.17097744345664978,-0.037580832839012146,0.250139981508255,0.5344807505607605,0.26378124952316284,0.26527702808380127,0.3481820821762085,0.19694635272026062,0.20430970191955566
1900,0.10477770119905472,0.10391559451818466,0.1508740931749344,0.0774914026260376,0.14594212174415588,0.09648995846509933,0.21612432599067688,0.07484745979309082,0.17951896786689758,0.1713048666715622,0.12931706011295319,0.15590496361255646,0.12663045525550842
",",0.3087472915649414,0.45456063747406006,0.3696635365486145,0.4946078956127167,0.20599327981472015,-0.0016132977325469255,0.258169561624527,0.3149496018886566,0.2689467966556549,0.3139454126358032,0.39254459738731384,0.26081135869026184,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3090738356113434,0.43859338760375977,0.27254265546798706,0.3675691485404968,0.41766801476478577,0.23960065841674805,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.5514441132545471,0.733189046382904,0.1324402391910553,-0.01540423184633255,0.23187310993671417,0.5003893971443176,0.29016247391700745,0.312528520822525,0.4248143136501312,0.25299927592277527,0.22068053483963013
article,0.40514686703681946,0.26395970582962036,0.28421956300735474,0.25720444321632385,0.14590303599834442,-0.02360285259783268,0.29776573181152344,0.2605186104774475,0.7835010886192322,0.3214142918586731,0.4253923296928406,0.3582229018211365,0.4948462247848511
``,0.008517155423760414,-0.012679691426455975,0.1164957657456398,0.06780257821083069,0.04274534806609154,-0.03416389226913452,-0.052074506878852844,0.020612511783838272,0.05703337490558624,0.12428006529808044,0.07670000940561295,-0.01510712318122387,0.0685480609536171
experiments,0.3106561601161957,0.24334195256233215,0.20502795279026031,0.16935081779956818,0.29793205857276917,-0.0008199171279557049,0.24220408499240875,0.2263975441455841,0.24005132913589478,0.28376835584640503,0.3123800754547119,0.2539033591747284,0.14564716815948486
with,0.2464839518070221,0.27411898970603943,0.3855307400226593,0.41827285289764404,0.16424812376499176,-0.04624466598033905,0.12987132370471954,0.4142743945121765,0.266210675239563,0.3572797477245331,0.36101722717285156,0.1311604529619217,0.2433311939239502
alternate,0.20848442614078522,0.15493713319301605,0.2823827266693115,0.2100224494934082,0.12319330871105194,-0.011362173594534397,0.14689220488071442,0.23126177489757538,0.21801459789276123,0.26806145906448364,0.30354204773902893,0.15771354734897614,0.2362358272075653
currents,0.2076863795518875,0.1596861630678177,0.23148828744888306,0.2825077772140503,0.197353333234787,0.03830553591251373,0.173599511384964,0.2942996621131897,0.19460399448871613,0.2922135591506958,0.2603747248649597,0.14448602497577667,0.07452256232500076
of,0.33290785551071167,0.4069072902202606,0.4999135136604309,1.0,0.18837453424930573,-0.03817026689648628,0.18863578140735626,0.38066378235816956,0.24931834638118744,0.2603091299533844,0.33904364705085754,0.16905911266803741,0.1826142966747284
high,0.20466077327728271,0.19978567957878113,0.2040119767189026,0.2803038954734802,0.2007197141647339,-0.04658069461584091,0.12404666095972061,0.26466572284698486,0.1785636991262436,0.24255423247814178,0.1991795301437378,0.1764356642961502,0.11137914657592773
potential,0.27308183908462524,0.1598915457725525,0.3284100592136383,0.2684917747974396,0.22200481593608856,-0.1107819452881813,0.10100581496953964,0.2795645296573639,0.3020361661911011,0.39116546511650085,0.3766093850135803,0.15435299277305603,0.20122039318084717
and,0.31309178471565247,0.3740963041782379,0.42438167333602905,0.5116966962814331,0.19560420513153076,0.06895173341035843,0.3090738356113434,0.43859338760375977,0.27254265546798706,0.3675691485404968,0.41766801476478577,0.23960065841674805,0.20544172823429108
