,what,did,abc,do,that,was,special,in,2003,?
the,0.42745697498321533,0.34736719727516174,0.2068762183189392,0.30239659547805786,0.5473989248275757,0.48711544275283813,0.3027077615261078,0.6662389636039734,-0.14761915802955627,0.22068053483963013
abc,0.1317344456911087,0.13353709876537323,1.0000001192092896,0.21537387371063232,0.17440107464790344,0.21565799415111542,0.16786715388298035,0.1697147786617279,-0.028174836188554764,0.19065172970294952
has,0.20338068902492523,0.2124989777803421,0.23067910969257355,0.22084827721118927,0.41272613406181335,0.40313825011253357,0.2109246850013733,0.4173259735107422,-0.17332065105438232,0.15994466841220856
periodically,0.25570470094680786,0.14900009334087372,0.15067331492900848,0.19464127719402313,0.38423866033554077,0.1986268311738968,0.14180916547775269,0.19912086427211761,-0.0701308324933052,0.21550613641738892
repeated,0.2488676756620407,0.22841860353946686,0.23489859700202942,0.24244040250778198,0.33938637375831604,0.13561636209487915,0.17253106832504272,0.2085798680782318,-0.12260054796934128,0.17785342037677765
episodes,0.15438014268875122,0.1200496256351471,0.4064764380455017,0.14111679792404175,0.24730995297431946,0.157072052359581,0.17448042333126068,0.17357411980628967,0.024801479652523994,0.21740183234214783
;,0.10986888408660889,0.10727239400148392,-0.0012340332614257932,0.06261929124593735,0.0633435994386673,0.0754367932677269,0.006959774065762758,0.092739537358284,-0.016354253515601158,0.10349778085947037
of,0.33290785551071167,0.2513895630836487,0.14607268571853638,0.26150479912757874,0.41498205065727234,0.4069072902202606,0.27998968958854675,0.5696388483047485,-0.16871118545532227,0.1826142966747284
note,0.2500276267528534,0.2020123302936554,0.1666920781135559,0.2130187302827835,0.3398568630218506,0.13123425841331482,0.14557267725467682,0.16176056861877441,-0.12595796585083008,0.2754004895687103
were,0.22298263013362885,0.4162326455116272,0.09045279771089554,0.23274902999401093,0.35517072677612305,0.590133786201477,0.2070464789867401,0.3815755248069763,-0.16775040328502655,0.17890112102031708
the,0.42745697498321533,0.34736719727516174,0.2068762183189392,0.30239659547805786,0.5473989248275757,0.48711544275283813,0.3027077615261078,0.6662389636039734,-0.14761915802955627,0.22068053483963013
weekly,0.1908067911863327,0.15142609179019928,0.28375357389450073,0.20574066042900085,0.21152503788471222,0.2113298624753952,0.093577541410923,0.20416809618473053,0.028998110443353653,0.12748977541923523
screenings,0.20189741253852844,0.18837939202785492,0.27310213446617126,0.1941303014755249,0.24773405492305756,0.14553643763065338,0.22881513833999634,0.17354409396648407,-0.10488045960664749,0.1640898734331131
of,0.33290785551071167,0.2513895630836487,0.14607268571853638,0.26150479912757874,0.41498205065727234,0.4069072902202606,0.27998968958854675,0.5696388483047485,-0.16871118545532227,0.1826142966747284
all,0.41981086134910583,0.33943864703178406,0.18112415075302124,0.38664430379867554,0.53305584192276,0.23179835081100464,0.24764396250247955,0.3335905969142914,-0.13151590526103973,0.29575422406196594
available,0.22032985091209412,0.16359347105026245,0.17715942859649658,0.2372470647096634,0.2840282618999481,0.1657772958278656,0.2659451365470886,0.1939793825149536,-0.10050983726978302,0.2501629889011383
classic,0.22214573621749878,0.17519909143447876,0.278790146112442,0.13877440989017487,0.23726151883602142,0.20978301763534546,0.18225009739398956,0.24514059722423553,-0.03189526125788689,0.2044331431388855
episodes,0.15438014268875122,0.1200496256351471,0.4064764380455017,0.14111679792404175,0.24730995297431946,0.157072052359581,0.17448042333126068,0.17357411980628967,0.024801479652523994,0.21740183234214783
starting,0.25271084904670715,0.22911779582500458,0.25061655044555664,0.21891550719738007,0.3227076232433319,0.26083552837371826,0.1421177089214325,0.3013272285461426,-0.13306008279323578,0.19133803248405457
in,0.30808621644973755,0.2593238651752472,0.1697147786617279,0.23402775824069977,0.435920387506485,0.45514053106307983,0.2897285223007202,1.0,-0.1320333480834961,0.20430970191955566
2003,-0.17906495928764343,-0.1555103063583374,-0.028174836188554764,-0.1542314887046814,-0.20147614181041718,-0.14445069432258606,-0.1112508773803711,-0.1320333480834961,1.0,-0.17560148239135742
",",0.3087472915649414,0.3015086054801941,0.2097204476594925,0.3283645510673523,0.4137537479400635,0.45456063747406006,0.23880577087402344,0.5201468467712402,-0.21511344611644745,0.31091248989105225
for,0.3017193675041199,0.318512886762619,0.22510288655757904,0.29510271549224854,0.4137635827064514,0.3863949179649353,0.311454176902771,0.4322226941585541,-0.12971410155296326,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.2068762183189392,0.30239659547805786,0.5473989248275757,0.48711544275283813,0.3027077615261078,0.6662389636039734,-0.14761915802955627,0.22068053483963013
show,0.29653704166412354,0.1697595715522766,0.4449407458305359,0.23687462508678436,0.3486354649066925,0.20142383873462677,0.2602277398109436,0.27595704793930054,-0.06855401396751404,0.2520138621330261
's,0.02692362666130066,0.05069678649306297,0.06670809537172318,-0.01994597539305687,0.04397977516055107,0.008974763564765453,-0.03405539691448212,-0.037580832839012146,-0.05068197846412659,-0.023395681753754616
40th,0.18865251541137695,0.10186939686536789,0.07607007771730423,0.09680640697479248,0.23185963928699493,0.16539856791496277,0.11889999359846115,0.13990257680416107,0.1133333370089531,0.0836496576666832
