,what,other,moniker,was,genghis,khan,'s,general,jebe,known,by,?
therefore,0.4125064015388489,0.38610950112342834,0.16990149021148682,0.2569314241409302,0.19967523217201233,0.11893609911203384,0.042175211012363434,0.1929345726966858,0.19831445813179016,0.2048865109682083,0.2611038386821747,0.3325358033180237
",",0.3087472915649414,0.4446498453617096,0.20373930037021637,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.3022127151489258,0.30109918117523193,0.3604377806186676,0.3680937886238098,0.31091248989105225
genghis,0.24369274079799652,0.12828509509563446,0.278286337852478,0.3037589192390442,1.0,0.5896923542022705,0.031423866748809814,0.22514775395393372,0.38717931509017944,0.21256069839000702,0.22102472186088562,0.18813461065292358
sent,0.19595611095428467,0.2339373677968979,0.10919193178415298,0.3192673325538635,0.23061181604862213,0.20124854147434235,0.06689035892486572,0.21628835797309875,0.1316666454076767,0.16437996923923492,0.2626555263996124,0.10903520882129669
only,0.41415658593177795,0.43831267952919006,0.13120044767856598,0.36249664425849915,0.1944715529680252,0.1489914208650589,0.08984304964542389,0.22796879708766937,0.19677330553531647,0.26143547892570496,0.36511722207069397,0.2767370045185089
two,0.23363454639911652,0.46609029173851013,0.11238531023263931,0.27166637778282166,0.21525606513023376,0.18127043545246124,0.038143858313560486,0.20819194614887238,0.20665757358074188,0.20766764879226685,0.33852577209472656,0.19645625352859497
tumen,0.11697361618280411,0.2096223533153534,0.18151412904262543,0.16424696147441864,0.3629789650440216,0.23391017317771912,0.0036874108482152224,0.05687885731458664,0.3691619634628296,0.2715888023376465,0.15800099074840546,0.09744579344987869
(,0.2411840260028839,0.25035592913627625,0.21850168704986572,0.2980341613292694,0.2257842868566513,0.1773909628391266,0.0012731997994706035,0.23743551969528198,0.21810366213321686,0.2843264043331146,0.20696312189102173,0.40561532974243164
"20,000",0.1520158350467682,0.19407883286476135,0.2499396800994873,0.26903846859931946,0.3212427496910095,0.21405749022960663,0.06209534779191017,0.11388558149337769,0.3209822475910187,0.23005741834640503,0.2556779682636261,0.10352851450443268
soldiers,0.21669568121433258,0.21917711198329926,0.16195012629032135,0.29651278257369995,0.2938748896121979,0.1459471732378006,0.03944314271211624,0.2751018702983856,0.17979489266872406,0.14723606407642365,0.24209950864315033,0.1779262125492096
),0.26259949803352356,0.26200005412101746,0.24183139204978943,0.3267642855644226,0.24887141585350037,0.2105041742324829,0.021107977256178856,0.22449038922786713,0.22255299985408783,0.297453910112381,0.2151763141155243,0.42300865054130554
against,0.24561616778373718,0.2755064070224762,0.18233714997768402,0.22972732782363892,0.2344937026500702,0.10938236117362976,-0.0006242102244868875,0.18349610269069672,0.08672895282506943,0.1532188504934311,0.24816733598709106,0.18095137178897858
kuchlug,0.15082098543643951,0.14559483528137207,0.313679039478302,0.25604456663131714,0.4818401634693146,0.4874977767467499,0.03764111176133156,0.14864297211170197,0.3713003098964691,0.21647360920906067,0.18897859752178192,0.22778192162513733
",",0.3087472915649414,0.4446498453617096,0.20373930037021637,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.3022127151489258,0.30109918117523193,0.3604377806186676,0.3680937886238098,0.31091248989105225
under,0.20154598355293274,0.20355120301246643,0.15674857795238495,0.2672741413116455,0.2402999848127365,0.18593889474868774,-0.03376881033182144,0.33664318919181824,0.08044364303350449,0.18985916674137115,0.3161602020263672,0.18233340978622437
his,0.26976513862609863,0.23453344404697418,0.3066849112510681,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.21327239274978638,0.22896844148635864,0.29665085673332214,0.3107621967792511,0.18075084686279297
younger,0.1693686693906784,0.22238022089004517,0.20391416549682617,0.230851948261261,0.26538723707199097,0.19298933446407318,-0.019649744033813477,0.20962703227996826,0.2861238121986389,0.21304287016391754,0.2615322768688202,0.12709127366542816
general,0.24928055703639984,0.21758933365345,0.03671431913971901,0.2445744127035141,0.22514775395393372,0.2096615880727768,-0.0757286474108696,1.0000001192092896,0.1382841318845749,0.14575131237506866,0.2654627859592438,0.1972234547138214
",",0.3087472915649414,0.4446498453617096,0.20373930037021637,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.3022127151489258,0.30109918117523193,0.3604377806186676,0.3680937886238098,0.31091248989105225
jebe,0.180093452334404,0.20470783114433289,0.28329673409461975,0.22182312607765198,0.38717931509017944,0.3338758945465088,0.1057722270488739,0.1382841318845749,1.0,0.3205985724925995,0.1628636121749878,0.1268274188041687
",",0.3087472915649414,0.4446498453617096,0.20373930037021637,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.3022127151489258,0.30109918117523193,0.3604377806186676,0.3680937886238098,0.31091248989105225
known,0.20381177961826324,0.2199651598930359,0.14496511220932007,0.35203275084495544,0.21256069839000702,0.13148783147335052,0.008368984796106815,0.14575131237506866,0.3205985724925995,1.0,0.24461808800697327,0.18314571678638458
as,0.31749409437179565,0.42805421352386475,0.2117028832435608,0.3677520453929901,0.17543354630470276,0.22500167787075043,-0.05775856226682663,0.250458300113678,0.2985976040363312,0.4815765619277954,0.3815547823905945,0.27043893933296204
``,0.008517155423760414,0.10245004296302795,0.012677952647209167,-0.012679691426455975,0.05644606053829193,0.07293079793453217,-0.03416389226913452,0.09047812968492508,0.0208562184125185,0.00922766886651516,-0.030704375356435776,0.0685480609536171
the,0.42745697498321533,0.44152235984802246,0.14551545679569244,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.28634732961654663,0.272458553314209,0.3624623417854309,0.4408751428127289,0.22068053483963013
arrow,0.18423360586166382,0.17448091506958008,0.16630201041698456,0.17086392641067505,0.18785367906093597,0.11102132499217987,-0.07660111784934998,0.16131986677646637,0.184090718626976,0.16361500322818756,0.2407471239566803,0.1493184119462967
'',0.08143015950918198,0.021007593721151352,0.04085419699549675,0.04456103965640068,0.1005975604057312,0.06717371195554733,-0.04859459400177002,0.022419413551688194,-0.04732207581400871,0.06905213743448257,-0.010275691747665405,0.018684765323996544
.,0.3567904531955719,0.41511186957359314,0.21208976209163666,0.40146201848983765,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.2929490804672241,0.2529311776161194,0.283290296792984,0.3936232924461365,0.4130953550338745
