,what,was,tesla,'s,device,called,?
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.3621044158935547,0.20324239134788513,0.10250775516033173
also,0.42747777700424194,0.4032125174999237,0.16213464736938477,-0.0014726108638569713,0.2545999586582184,0.5140911936759949,0.21848613023757935
explained,0.4148936867713928,0.3052760064601898,0.1742088943719864,-0.05783653259277344,0.20714694261550903,0.26181909441947937,0.31240519881248474
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.489897221326828,0.22068053483963013
principles,0.3122304081916809,0.15514956414699554,0.22651128470897675,-0.03721999749541283,0.2410103976726532,0.22499698400497437,0.19203636050224304
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.17168864607810974,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.489897221326828,0.22068053483963013
rotating,0.1976575255393982,0.13281278312206268,0.27317681908607483,0.024150408804416656,0.3688233196735382,0.22860033810138702,0.08289054036140442
magnetic,0.19557252526283264,0.11274728924036026,0.3901122510433197,0.07041091471910477,0.35988566279411316,0.14175447821617126,0.10858146101236343
field,0.1825202852487564,0.15975919365882874,0.18702778220176697,0.07850787043571472,0.2141781896352768,0.1313139796257019,0.11279727518558502
in,0.30808621644973755,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.16225403547286987,0.40847352147102356,0.20430970191955566
an,0.2821882665157318,0.3694365322589874,0.13714656233787537,0.025255560874938965,0.2406395524740219,0.2858632802963257,0.19793890416622162
induction,0.21248550713062286,0.1620527058839798,0.3487966060638428,-0.0047057378105819225,0.3932906985282898,0.25078943371772766,0.1510571390390396
motor,0.18952611088752747,0.20476558804512024,0.3617369830608368,0.061700910329818726,0.348557710647583,0.1901901811361313,0.0637441948056221
by,0.2455483376979828,0.4752357602119446,0.16513796150684357,-0.010884488001465797,0.17883841693401337,0.3092815577983856,0.17966607213020325
demonstrating,0.2377135157585144,0.1716352254152298,0.36413687467575073,-0.06025165319442749,0.25152862071990967,0.21575438976287842,0.16282391548156738
how,0.6468034982681274,0.16678167879581451,0.19128404557704926,-0.026164190843701363,0.28354522585868835,0.2869613468647003,0.4024120569229126
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.2965817153453827,0.2987143397331238,0.29463258385658264
make,0.3792211413383484,0.20205417275428772,0.1746748685836792,0.09622383862733841,0.2294018715620041,0.34440553188323975,0.28314751386642456
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3107774555683136,0.4868806302547455,0.23916715383529663
copper,0.16807374358177185,0.14463649690151215,0.2573460340499878,0.016527391970157623,0.26775917410850525,0.2202359139919281,0.0947067067027092
egg,0.1961183249950409,0.15075655281543732,0.1376446783542633,0.07708077132701874,0.18980444967746735,0.18279403448104858,0.10452862083911896
stand,0.1968817561864853,0.22636882960796356,0.16273149847984314,-0.022507183253765106,0.17474256455898285,0.17090405523777008,0.14369045197963715
on,0.34226128458976746,0.3909217119216919,0.16159376502037048,0.0026888418942689896,0.19709131121635437,0.25462663173675537,0.2714994251728058
end,0.29234179854393005,0.19220198690891266,0.05453544855117798,0.030466308817267418,0.1904556304216385,0.2395719289779663,0.12543344497680664
using,0.27984681725502014,0.18766598403453827,0.24952489137649536,-0.029558077454566956,0.40505990386009216,0.29165583848953247,0.2804589569568634
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.3107774555683136,0.4868806302547455,0.23916715383529663
device,0.2484142780303955,0.18397735059261322,0.3621044158935547,0.041711531579494476,1.0,0.2396470010280609,0.09819377958774567
he,0.3114890456199646,0.5410010814666748,0.12373391538858414,0.024063590914011,0.1594977080821991,0.23139433562755585,0.2089974731206894
constructed,0.18810124695301056,0.2546897530555725,0.23077529668807983,0.01325368694961071,0.21525949239730835,0.2913891077041626,0.12459525465965271
known,0.20381177961826324,0.35203275084495544,0.09137910604476929,0.008368984796106815,0.11057247221469879,0.4469456970691681,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.10285310447216034,-0.05775856226682663,0.15815763175487518,0.2827680706977844,0.27043893933296204
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.489897221326828,0.22068053483963013
egg,0.1961183249950409,0.15075655281543732,0.1376446783542633,0.07708077132701874,0.18980444967746735,0.18279403448104858,0.10452862083911896
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.17168864607810974,0.4222904443740845,0.1826142966747284
columbus,0.21798990666866302,0.25787702202796936,0.1915864497423172,0.08519826829433441,0.11110188812017441,0.14886488020420074,0.06522880494594574
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.1592947095632553,0.300344854593277,0.4130953550338745
