,what,did,pope,leo,x,launch,against,luther,?
over,0.28007611632347107,0.2535076439380646,0.20914717018604279,0.10171976685523987,0.13819614052772522,0.20327526330947876,0.2783746123313904,0.19360381364822388,0.25742942094802856
the,0.42745697498321533,0.34736719727516174,0.2285010814666748,0.16220510005950928,0.20980626344680786,0.2628649175167084,0.3090755045413971,0.1759674996137619,0.22068053483963013
next,0.25980645418167114,0.22386232018470764,0.17295846343040466,0.0823872834444046,0.12536051869392395,0.14755471050739288,0.1650867462158203,0.1511766016483307,0.167460098862648
three,0.24888746440410614,0.2043166607618332,0.0948769599199295,0.12647858262062073,0.14288662374019623,0.1971810907125473,0.18125809729099274,0.15010327100753784,0.20928427577018738
years,0.1981470286846161,0.2695724070072174,0.1673399657011032,0.1709778606891632,0.1417100876569748,0.19179457426071167,0.19174301624298096,0.1472962647676468,0.1914375126361847
he,0.3114890456199646,0.3292143940925598,0.25602394342422485,0.20563894510269165,0.12772047519683838,0.1526443213224411,0.29170042276382446,0.2454872578382492,0.2089974731206894
deployed,0.23681893944740295,0.2123270332813263,0.12619177997112274,0.046671777963638306,0.1129755973815918,0.3829711377620697,0.15390369296073914,0.05753881856799126,0.22770234942436218
a,0.3320399522781372,0.2552328109741211,0.16180011630058289,0.13168981671333313,0.21952441334724426,0.19873975217342377,0.2227657586336136,0.17967689037322998,0.23916715383529663
series,0.17328087985515594,0.15581852197647095,0.11212089657783508,0.14794424176216125,0.22458937764167786,0.23492170870304108,0.22267664968967438,0.20029126107692719,0.1709602326154709
of,0.33290785551071167,0.2513895630836487,0.23057007789611816,0.14411886036396027,0.1708947718143463,0.20697395503520966,0.2669808566570282,0.1719115972518921,0.1826142966747284
papal,0.12481020390987396,0.17935830354690552,0.6140602231025696,0.2561066746711731,0.2091216742992401,0.12281417846679688,0.15010665357112885,0.23832891881465912,0.18529073894023895
theologians,0.30328840017318726,0.18022076785564423,0.38133880496025085,0.19173848628997803,0.045253053307533264,0.11936108022928238,0.27515289187431335,0.3866529166698456,0.1817215532064438
and,0.31309178471565247,0.34479495882987976,0.19122052192687988,0.1346634030342102,0.21577593684196472,0.18879936635494232,0.3292689621448517,0.20796556770801544,0.20544172823429108
envoys,0.18778379261493683,0.19156259298324585,0.2910773754119873,0.1989893913269043,0.10587640851736069,0.2281828075647354,0.292516827583313,0.143162339925766,0.15956585109233856
against,0.24561616778373718,0.22514554858207703,0.15426398813724518,0.12892121076583862,0.1166488453745842,0.24225100874900818,1.0,0.18804924190044403,0.18095137178897858
luther,0.2134782373905182,0.23667675256729126,0.27229586243629456,0.21605272591114044,0.22094453871250153,0.13009729981422424,0.18804924190044403,1.0,0.1732746809720993
",",0.3087472915649414,0.3015086054801941,0.21447758376598358,0.19656455516815186,0.2696380019187927,0.19433410465717316,0.31168749928474426,0.23255878686904907,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.19186033308506012,0.11547452956438065,0.2352331578731537,0.2611256241798401,0.27554041147232056,0.17501473426818848,0.25814583897590637
served,0.1271134465932846,0.19789284467697144,0.15758875012397766,0.07507972419261932,0.07022623717784882,0.1806400865316391,0.11755309998989105,0.1552729308605194,0.117141492664814
only,0.41415658593177795,0.4039593040943146,0.19188201427459717,0.14774386584758759,0.2037649154663086,0.2019536942243576,0.18672116100788116,0.10428047180175781,0.2767370045185089
to,0.455847829580307,0.4452643394470215,0.25680112838745117,0.16922390460968018,0.21431612968444824,0.25276505947113037,0.310872346162796,0.18029534816741943,0.29463258385658264
harden,0.15735158324241638,0.07010222226381302,0.12326084077358246,0.14850777387619019,0.18721474707126617,0.043977633118629456,0.18571192026138306,0.17470432817935944,0.1267576962709427
the,0.42745697498321533,0.34736719727516174,0.2285010814666748,0.16220510005950928,0.20980626344680786,0.2628649175167084,0.3090755045413971,0.1759674996137619,0.22068053483963013
reformer,0.1662570685148239,0.1290028989315033,0.24778346717357635,0.1781376451253891,0.13420307636260986,0.11560807377099991,0.1857420653104782,0.4052896499633789,0.11289013922214508
's,0.02692362666130066,0.05069678649306297,-0.04202478379011154,-0.043825503438711166,-0.11476266384124756,0.01992534101009369,-0.0006242102244868875,-0.009990512393414974,-0.023395681753754616
anti-papal,0.19345997273921967,0.22173544764518738,0.5039983987808228,0.26549631357192993,0.25284093618392944,0.21713179349899292,0.23971551656723022,0.25778383016586304,0.21290723979473114
theology,0.322174996137619,0.13569064438343048,0.307701975107193,0.1354290097951889,0.09876775741577148,0.11327716708183289,0.23583045601844788,0.3810495138168335,0.1560962051153183
.,0.3567904531955719,0.35288307070732117,0.20701080560684204,0.1820629984140396,0.27645573019981384,0.20541822910308838,0.28705209493637085,0.24907569587230682,0.4130953550338745
