,by,which,year,did,full,sized,american,cars,shrink,to,be,smaller,?
by,1.0000001192092896,0.40543368458747864,0.28805047273635864,0.18574509024620056,0.16102208197116852,0.17861725389957428,0.2777634859085083,0.1942032128572464,0.19716346263885498,0.33534231781959534,0.43158695101737976,0.1836150735616684,0.17966607213020325
1979,0.21233990788459778,0.25906670093536377,0.11366590857505798,0.12377073615789413,0.043313395231962204,0.25589561462402344,0.10660580545663834,-0.015124832279980183,0.07611322402954102,0.260578453540802,0.23037074506282806,0.2290107011795044,0.09159877151250839
",",0.3680937886238098,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.18524548411369324,0.16738343238830566,0.3048616647720337,0.23312760889530182,0.2474253922700882,0.44245919585227966,0.39254459738731384,0.24995659291744232,0.31091248989105225
virtually,0.30810025334358215,0.42412397265434265,0.18074892461299896,0.1915593445301056,0.23389343917369843,0.21464493870735168,0.11386311054229736,0.11129730194807053,0.2270919233560562,0.31376418471336365,0.3719334602355957,0.21354612708091736,0.18244148790836334
all,0.2944089472293854,0.50777268409729,0.2920427918434143,0.33943864703178406,0.3003992736339569,0.26611989736557007,0.15754780173301697,0.21213750541210175,0.20954525470733643,0.42520734667778015,0.42151448130607605,0.2862149775028229,0.29575422406196594
``,-0.030704375356435776,0.05178012326359749,0.050706423819065094,-0.029888948425650597,0.01934840716421604,0.044981494545936584,-0.08810009062290192,-0.05633904039859772,-0.008562536910176277,0.06720756739377975,0.07670000940561295,0.1332646906375885,0.0685480609536171
full-size,0.14078585803508759,0.2706618905067444,0.13294865190982819,0.239315927028656,0.49410080909729004,0.4167921841144562,0.19598904252052307,0.20744688808918,0.31445595622062683,0.32766178250312805,0.3236472010612488,0.33214297890663147,0.2742193341255188
'',-0.010275691747665405,-0.03332270681858063,-0.01924106478691101,0.01978493109345436,0.0077558355405926704,0.10975711792707443,0.0032750738319009542,0.04072015732526779,0.02391921915113926,-0.009905828163027763,0.08835477381944656,0.054901089519262314,0.018684765323996544
american,0.2777634859085083,0.16603466868400574,0.18412037193775177,0.21486236155033112,0.15795183181762695,0.22030223906040192,1.0000001192092896,0.1259250044822693,0.12237870693206787,0.16338081657886505,0.13785022497177124,0.12502014636993408,0.18877598643302917
cars,0.1942032128572464,0.24131238460540771,0.209069162607193,0.24831874668598175,0.16450577974319458,0.2092660814523697,0.1259250044822693,0.9999998807907104,0.230491042137146,0.22292250394821167,0.22611793875694275,0.1616009622812271,0.1518762707710266
had,0.37294110655784607,0.3188965916633606,0.29678046703338623,0.540525496006012,0.19671596586704254,0.21174360811710358,0.20283499360084534,0.2364167869091034,0.15187552571296692,0.37984350323677063,0.35315439105033875,0.2563222050666809,0.20728366076946259
shrunk,0.2170630246400833,0.29429206252098083,0.19010032713413239,0.20254136621952057,0.25792646408081055,0.2519707679748535,0.13861054182052612,0.25324174761772156,0.4337007403373718,0.2870131731033325,0.26372045278549194,0.15618373453617096,0.27004340291023254
",",0.3680937886238098,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.18524548411369324,0.16738343238830566,0.3048616647720337,0.23312760889530182,0.2474253922700882,0.44245919585227966,0.39254459738731384,0.24995659291744232,0.31091248989105225
featuring,0.19083385169506073,0.231018528342247,0.13935519754886627,0.18581709265708923,0.2164144665002823,0.11620154231786728,0.2871086895465851,0.19782763719558716,0.2125760316848755,0.16750919818878174,0.11497824639081955,0.14473950862884521,0.24838131666183472
smaller,0.1836150735616684,0.42368072271347046,0.0840517058968544,0.17010630667209625,0.1638558954000473,0.47985514998435974,0.12502014636993408,0.1616009622812271,0.30116626620292664,0.2597835958003998,0.3126726448535919,1.0000001192092896,0.17881669104099274
engines,0.18518580496311188,0.2775522768497467,0.1999010294675827,0.20473016798496246,0.16641606390476227,0.21791130304336548,0.11342561990022659,0.5740059018135071,0.1679113358259201,0.24536406993865967,0.21797771751880646,0.25220388174057007,0.18940703570842743
and,0.4289871156215668,0.506277859210968,0.2506658732891083,0.34479495882987976,0.2361413836479187,0.22133584320545197,0.32290002703666687,0.2871580421924591,0.2990638315677643,0.48971283435821533,0.41766801476478577,0.3409501612186432,0.20544172823429108
smaller,0.1836150735616684,0.42368072271347046,0.0840517058968544,0.17010630667209625,0.1638558954000473,0.47985514998435974,0.12502014636993408,0.1616009622812271,0.30116626620292664,0.2597835958003998,0.3126726448535919,1.0000001192092896,0.17881669104099274
outside,0.28780537843704224,0.3882860839366913,0.18680010735988617,0.21874573826789856,0.1337365359067917,0.23452633619308472,0.1190430223941803,0.20715004205703735,0.19159528613090515,0.3292369544506073,0.3016713261604309,0.330727219581604,0.14839068055152893
dimensions,0.16267991065979004,0.2276533842086792,0.14963488280773163,0.10789453238248825,0.19863276183605194,0.21009154617786407,0.12992800772190094,0.21193362772464752,0.22491371631622314,0.22277255356311798,0.2807212173938751,0.24991309642791748,0.2405867874622345
.,0.3936232924461365,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.23337839543819427,0.18633665144443512,0.29108086228370667,0.27835485339164734,0.2585040032863617,0.4645031690597534,0.4383580684661865,0.24807988107204437,0.4130953550338745
