,which,mongolian,word,meaning,wide-spreading,may,have,contributed,to,the,appellation,genghis,?
one,0.510688066482544,0.11529923975467682,0.22071100771427155,0.2674415111541748,0.28811922669410706,0.2514621615409851,0.4507926106452942,0.29161810874938965,0.4025384783744812,0.5514441132545471,0.2266206443309784,0.22989769279956818,0.2673267424106598
theory,0.3127335011959076,0.2190263569355011,0.19258517026901245,0.2281639724969864,0.308138370513916,0.14138443768024445,0.25909456610679626,0.26182225346565247,0.21947365999221802,0.2277156263589859,0.19421236217021942,0.18234694004058838,0.1387292891740799
suggests,0.36612892150878906,0.25548994541168213,0.2449052929878235,0.37109705805778503,0.34246763586997986,0.25059986114501953,0.4777098000049591,0.2913774847984314,0.27666884660720825,0.3135903775691986,0.20029865205287933,0.1886046677827835,0.2323666214942932
the,0.6521818041801453,0.2657795250415802,0.2835540175437927,0.31918859481811523,0.40878912806510925,0.2694292366504669,0.40389683842658997,0.2633678913116455,0.535392165184021,1.0,0.30248787999153137,0.3448939025402069,0.22068053483963013
name,0.2972666025161743,0.19098106026649475,0.42211398482322693,0.3980681300163269,0.11147373914718628,0.1821857988834381,0.19985003769397736,0.09643474221229553,0.27806994318962097,0.3171212375164032,0.13892138004302979,0.1921190470457077,0.15381577610969543
stems,0.3012618124485016,0.16336779296398163,0.22853019833564758,0.29150956869125366,0.3079882860183716,0.2310607135295868,0.2630625367164612,0.15888570249080658,0.24827270209789276,0.23991402983665466,0.14193090796470642,0.1160389706492424,0.15304353833198547
from,0.38755592703819275,0.1933802217245102,0.2524685263633728,0.2275310903787613,0.2772639989852905,0.23997589945793152,0.30702701210975647,0.21743376553058624,0.4069952368736267,0.40150508284568787,0.187029629945755,0.19071364402770996,0.19969791173934937
a,0.56894451379776,0.20499378442764282,0.3246598243713379,0.3343478739261627,0.37199798226356506,0.29255667328834534,0.338716596364975,0.24738897383213043,0.45503583550453186,0.5829201340675354,0.3009394109249115,0.194350928068161,0.23916715383529663
palatalised,0.3600873351097107,0.30053457617759705,0.3025141954421997,0.3218282461166382,0.30965933203697205,0.23360422253608704,0.3600687086582184,0.19752949476242065,0.16665634512901306,0.24159744381904602,0.23055772483348846,0.17717941105365753,0.22508664429187775
version,0.28911566734313965,0.14985744655132294,0.20129357278347015,0.21773682534694672,0.18150044977664948,0.1956366002559662,0.20923539996147156,0.09285202622413635,0.24018406867980957,0.27268242835998535,0.2408716380596161,0.15934839844703674,0.2573966085910797
of,0.5011631846427917,0.22608324885368347,0.23799116909503937,0.2447882443666458,0.34653860330581665,0.26447007060050964,0.3802283704280853,0.29837220907211304,0.41548454761505127,0.733189046382904,0.24411456286907196,0.2938849925994873,0.1826142966747284
the,0.6521818041801453,0.2657795250415802,0.2835540175437927,0.31918859481811523,0.40878912806510925,0.2694292366504669,0.40389683842658997,0.2633678913116455,0.535392165184021,1.0,0.30248787999153137,0.3448939025402069,0.22068053483963013
mongolian,0.2730083167552948,0.9999999403953552,0.1348094642162323,0.22304292023181915,0.19715462625026703,0.14058496057987213,0.2899707853794098,0.11940839141607285,0.152916818857193,0.2657795250415802,0.08420904725790024,0.463535338640213,0.13122369349002838
