,who,has,the,record,of,being,the,oldest,quarter,back,in,any,super,bowl,game,?
peyton,0.2135157585144043,0.20800860226154327,0.2709864377975464,0.2579602301120758,0.19771021604537964,0.22567172348499298,0.2709864377975464,0.10445910692214966,0.26112839579582214,0.18061666190624237,0.25605714321136475,0.1131763905286789,0.2683632969856262,0.2604644298553467,0.2882009446620941,0.17519715428352356
manning,0.33436715602874756,0.18341787159442902,0.27058160305023193,0.2734450697898865,0.20024974644184113,0.23923160135746002,0.27058160305023193,0.15745723247528076,0.2765781581401825,0.20350176095962524,0.22345924377441406,0.1470569372177124,0.30535250902175903,0.32417115569114685,0.3214661478996277,0.15856626629829407
became,0.2624726891517639,0.2400304079055786,0.36325156688690186,0.20369283854961395,0.3638904094696045,0.38001132011413574,0.36325156688690186,0.275992214679718,0.13408707082271576,0.16146813333034515,0.31047213077545166,0.17292825877666473,0.15664279460906982,0.1635434478521347,0.18330547213554382,0.11374033987522125
the,0.3733934462070465,0.4177538752555847,1.0,0.23569516837596893,0.733189046382904,0.419739305973053,1.0,0.30836519598960876,0.3659466803073883,0.3612101674079895,0.6662389636039734,0.4525727927684784,0.21959073841571808,0.21576224267482758,0.285271555185318,0.22068053483963013
first,0.39065709710121155,0.28288596868515015,0.49448907375335693,0.32575827836990356,0.3536086082458496,0.3338102698326111,0.49448907375335693,0.3863387405872345,0.2374817132949829,0.26990386843681335,0.4127444326877594,0.32448044419288635,0.2717077434062958,0.20817767083644867,0.258794367313385,0.18701928853988647
quarterback,0.17410103976726532,0.1908290684223175,0.23757418990135193,0.2873646914958954,0.19996441900730133,0.1864907443523407,0.23757418990135193,0.1494964361190796,0.45444008708000183,0.30933016538619995,0.17283181846141815,0.1158766970038414,0.28511252999305725,0.37160974740982056,0.3376569449901581,0.13221268355846405
ever,0.362372487783432,0.2906934916973114,0.3474041819572449,0.4000466763973236,0.22901833057403564,0.39589858055114746,0.3474041819572449,0.32723426818847656,0.11579763889312744,0.21242856979370117,0.31014615297317505,0.4458613991737366,0.26257312297821045,0.1696997582912445,0.2253919392824173,0.3358461856842041
to,0.42656609416007996,0.3619994819164276,0.535392165184021,0.22007153928279877,0.41548454761505127,0.4514104127883911,0.535392165184021,0.16884976625442505,0.21890336275100708,0.4675939381122589,0.45010748505592346,0.46410247683525085,0.17783479392528534,0.16993016004562378,0.2540906071662903,0.29463258385658264
lead,0.19455209374427795,0.16340789198875427,0.21995973587036133,0.18016865849494934,0.19835850596427917,0.24121561646461487,0.21995973587036133,0.07988676428794861,0.0928913950920105,0.18956027925014496,0.2055644989013672,0.21536201238632202,0.13247919082641602,0.1691603809595108,0.18853990733623505,0.14552436769008636
two,0.2791741192340851,0.3772575855255127,0.43858039379119873,0.18273791670799255,0.37726253271102905,0.3113159239292145,0.43858039379119873,0.2530563771724701,0.2780792713165283,0.2993374466896057,0.36463531851768494,0.38160666823387146,0.19097526371479034,0.20622028410434723,0.2322981208562851,0.19645625352859497
different,0.27202165126800537,0.35839274525642395,0.36412742733955383,0.15682798624038696,0.3747533857822418,0.2530251145362854,0.36412742733955383,0.16814886033535004,0.21276316046714783,0.27083009481430054,0.29409363865852356,0.37796109914779663,0.15523937344551086,0.1472696214914322,0.2241707593202591,0.24476227164268494
teams,0.23560982942581177,0.19200891256332397,0.3164927661418915,0.1979433000087738,0.27933305501937866,0.17939892411231995,0.3164927661418915,0.10468466579914093,0.22499361634254456,0.19734689593315125,0.2639528214931488,0.2319527417421341,0.26333683729171753,0.2752957046031952,0.368670254945755,0.11150168627500534
to,0.42656609416007996,0.3619994819164276,0.535392165184021,0.22007153928279877,0.41548454761505127,0.4514104127883911,0.535392165184021,0.16884976625442505,0.21890336275100708,0.4675939381122589,0.45010748505592346,0.46410247683525085,0.17783479392528534,0.16993016004562378,0.2540906071662903,0.29463258385658264
multiple,0.18654736876487732,0.2405623197555542,0.20022359490394592,0.20487089455127716,0.20745883882045746,0.2734738290309906,0.20022359490394592,0.08970199525356293,0.18584711849689484,0.14138264954090118,0.18657618761062622,0.33412525057792664,0.1904134303331375,0.07687632739543915,0.14501532912254333,0.1591399908065796
super,0.1819351613521576,0.15233033895492554,0.21959073841571808,0.2505435347557068,0.14718765020370483,0.19301097095012665,0.21959073841571808,0.08387745171785355,0.20356327295303345,0.13973549008369446,0.18576006591320038,0.2267521470785141,1.0000001192092896,0.4848237931728363,0.3480181396007538,0.166326642036438
bowls,0.19806717336177826,0.18202731013298035,0.17019082605838776,0.24210195243358612,0.15867608785629272,0.1838560700416565,0.17019082605838776,0.11203118413686752,0.2338719218969345,0.19710050523281097,0.14384441077709198,0.20492209494113922,0.3995929956436157,0.73409503698349,0.29856011271476746,0.1849047988653183
.,0.3541337847709656,0.4105546176433563,0.5934505462646484,0.2186054140329361,0.5352458953857422,0.35574623942375183,0.5934505462646484,0.2520267069339752,0.29042351245880127,0.3154444992542267,0.5591574311256409,0.39295488595962524,0.2757420241832733,0.21516893804073334,0.2581658959388733,0.4130953550338745
