,where,was,the,archangel,michael,shrine,located,?
william,0.11286398023366928,0.28444796800613403,0.21537061035633087,0.1724173128604889,0.2828907370567322,0.13816140592098236,0.07760541141033173,0.14462219178676605
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.2159217745065689,0.18215155601501465,0.21497584879398346,0.32520920038223267,0.1826142966747284
apulia,0.21887949109077454,0.20967955887317657,0.23246920108795166,0.2503921389579773,0.16999493539333344,0.2225649505853653,0.21998827159404755,0.1159014031291008
tells,0.31947994232177734,0.18652133643627167,0.28859055042266846,0.2604732811450958,0.08689283579587936,0.22694744169712067,0.23008538782596588,0.20469747483730316
that,0.4876193106174469,0.33670201897621155,0.5473989248275757,0.24914439022541046,0.1575649231672287,0.18296152353286743,0.1796129047870636,0.32716336846351624
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21324662864208221,0.23383702337741852,0.1703834980726242,0.2678719460964203,0.31091248989105225
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.1785634309053421,0.2203132063150406,0.20346897840499878,0.35149815678596497,0.20430970191955566
1016,0.09807142615318298,-0.08682714402675629,0.06486023217439651,-0.026445847004652023,-0.1784234344959259,0.038722772151231766,0.004665127955377102,-0.08798176795244217
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21324662864208221,0.23383702337741852,0.1703834980726242,0.2678719460964203,0.31091248989105225
norman,0.11904808133840561,0.21643765270709991,0.23459704220294952,0.14494091272354126,0.21790166199207306,0.13422876596450806,0.08898437768220901,0.12243545055389404
pilgrims,0.23036406934261322,0.18666383624076843,0.1926509439945221,0.24406571686267853,0.04676011949777603,0.3992258310317993,0.11965678632259369,0.19878895580768585
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.21762332320213318,0.1299484521150589,0.20128968358039856,0.20850814878940582,0.29463258385658264
the,0.5003893971443176,0.48711544275283813,1.0,0.2708904445171356,0.21768254041671753,0.2431814819574356,0.407527357339859,0.22068053483963013
shrine,0.2391124665737152,0.21211542189121246,0.2431814819574356,0.3031752407550812,0.12968868017196655,1.0,0.2225329726934433,0.12673185765743256
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.2159217745065689,0.18215155601501465,0.21497584879398346,0.32520920038223267,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.2708904445171356,0.21768254041671753,0.2431814819574356,0.407527357339859,0.22068053483963013
archangel,0.20449833571910858,0.22893843054771423,0.2708904445171356,1.0,0.2666017413139343,0.3031752407550812,0.18777836859226227,0.14879126846790314
michael,0.12808361649513245,0.2856155037879944,0.21768254041671753,0.2666017413139343,0.9999999403953552,0.12968868017196655,0.04261168837547302,0.0667748749256134
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.12855614721775055,0.18611879646778107,0.20087245106697083,0.3688831031322479,0.21978627145290375
monte,0.22481462359428406,0.24599850177764893,0.23243536055088043,0.2069627046585083,0.1820496767759323,0.21826857328414917,0.18188247084617615,0.09090651571750641
gargano,0.16032284498214722,0.218550443649292,0.20016957819461823,0.19181382656097412,0.1596563309431076,0.2974819540977478,0.14887961745262146,0.034837182611227036
were,0.2363632768392563,0.590133786201477,0.3906462490558624,0.1349477916955948,0.15896406769752502,0.20230232179164886,0.1394193470478058,0.17890112102031708
met,0.25547412037849426,0.3100595772266388,0.2303115278482437,0.1406211405992508,0.10692760348320007,0.16928307712078094,0.18981654942035675,0.13848096132278442
by,0.2641284465789795,0.4752357602119446,0.4408751428127289,0.1894296556711197,0.20990675687789917,0.18507294356822968,0.18208515644073486,0.17966607213020325
melus,0.1762315183877945,0.24438932538032532,0.31709030270576477,0.33675551414489746,0.20709460973739624,0.18805381655693054,0.16256357729434967,0.11458706855773926
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.2159217745065689,0.18215155601501465,0.21497584879398346,0.32520920038223267,0.1826142966747284
bari,0.15625667572021484,0.22197237610816956,0.2218519002199173,0.22202521562576294,0.17555974423885345,0.3151511549949646,0.14018936455249786,0.166134312748909
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21324662864208221,0.23383702337741852,0.1703834980726242,0.2678719460964203,0.31091248989105225
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.19079433381557465,0.21851083636283875,0.1518636792898178,0.2605401277542114,0.23916715383529663
lombard,0.19009055197238922,0.25204357504844666,0.23132100701332092,0.17998109757900238,0.1257016658782959,0.1954265683889389,0.05954330787062645,0.1444772183895111
nobleman,0.18230073153972626,0.27591150999069214,0.20079657435417175,0.23290474712848663,0.15643903613090515,0.2243303656578064,0.1228407621383667,0.1730993539094925
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.19573043286800385,0.15943403542041779,0.19033773243427277,0.24183952808380127,0.20544172823429108
rebel,0.12462684512138367,0.20125381648540497,0.2621999979019165,0.1413387805223465,0.20463186502456665,0.12492889910936356,0.11756645143032074,0.08906780928373337
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21324662864208221,0.23383702337741852,0.1703834980726242,0.2678719460964203,0.31091248989105225
who,0.41804537177085876,0.3318818509578705,0.3733934462070465,0.2719375789165497,0.24782328307628632,0.23182733356952667,0.166107639670372,0.26220351457595825
persuaded,0.24949020147323608,0.30558112263679504,0.24903278052806854,0.20744659006595612,0.17303113639354706,0.2099943608045578,0.11087581515312195,0.1790418177843094
them,0.38025808334350586,0.23709723353385925,0.4788833558559418,0.18647095561027527,0.16241636872291565,0.16122658550739288,0.1157202497124672,0.35435691475868225
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.21762332320213318,0.1299484521150589,0.20128968358039856,0.20850814878940582,0.29463258385658264
return,0.2704409658908844,0.12940508127212524,0.2543797492980957,0.13319095969200134,0.1319236010313034,0.12001430243253708,0.09401336312294006,0.14655634760856628
with,0.4142743945121765,0.27411898970603943,0.4223487675189972,0.19204016029834747,0.12070296704769135,0.17147596180438995,0.12990716099739075,0.2433311939239502
more,0.29405033588409424,0.21525104343891144,0.39758381247520447,0.13811863958835602,0.14108149707317352,0.10813933610916138,0.15432049334049225,0.27894994616508484
warriors,0.146076038479805,0.1770721971988678,0.25818830728530884,0.20255576074123383,0.11990959942340851,0.1893828809261322,0.20553025603294373,0.10605888813734055
to,0.47735077142715454,0.3636345863342285,0.535392165184021,0.21762332320213318,0.1299484521150589,0.20128968358039856,0.20850814878940582,0.29463258385658264
help,0.28302276134490967,0.14012886583805084,0.30064165592193604,0.11100804060697556,0.139743372797966,0.15130463242530823,0.12056276202201843,0.28403452038764954
throw,0.2629430592060089,0.13368454575538635,0.23050227761268616,0.11628688126802444,0.12860681116580963,0.10932878404855728,0.0786207988858223,0.2296752780675888
off,0.30548539757728577,0.15734454989433289,0.2773582935333252,0.14042425155639648,0.11922074854373932,0.06615226715803146,0.12307815253734589,0.12937544286251068
the,0.5003893971443176,0.48711544275283813,1.0,0.2708904445171356,0.21768254041671753,0.2431814819574356,0.407527357339859,0.22068053483963013
byzantine,0.13484741747379303,0.1656121164560318,0.20800244808197021,0.25861358642578125,0.2356579303741455,0.2039506882429123,0.0508808009326458,0.21581105887889862
rule,0.2516975700855255,0.19895824790000916,0.29894936084747314,0.13984143733978271,0.1343643218278885,0.09248735010623932,0.14229218661785126,0.1955260932445526
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.21324662864208221,0.23383702337741852,0.1703834980726242,0.2678719460964203,0.31091248989105225
which,0.5477990508079529,0.2830964922904968,0.6521818041801453,0.251590758562088,0.13976186513900757,0.2178536206483841,0.29797419905662537,0.25814583897590637
they,0.43078136444091797,0.3300964832305908,0.49925389885902405,0.18813367187976837,0.1716967523097992,0.14853227138519287,0.19817660748958588,0.2753053903579712
did,0.24159270524978638,0.41399896144866943,0.34736719727516174,0.16147126257419586,0.14375849068164825,0.09751862287521362,0.12403438240289688,0.3023456633090973
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.20438288152217865,0.24000675976276398,0.17529705166816711,0.28226932883262634,0.4130953550338745
