,how,and,when,did,the,first,variant,of,y.,pestis,enter,europe,?
surveys,0.2905023396015167,0.2664974629878998,0.18382687866687775,0.23553726077079773,0.2685038149356842,0.23153601586818695,0.18222518265247345,0.2617456614971161,0.11046827584505081,0.18667100369930267,0.21580837666988373,0.20900042355060577,0.20467156171798706
of,0.2480744868516922,0.5116966962814331,0.3757161796092987,0.2513895630836487,0.733189046382904,0.3536086082458496,0.1417171210050583,1.0,0.013823704794049263,0.19618989527225494,0.23793351650238037,0.29299741983413696,0.1826142966747284
plague,0.16610242426395416,0.2229994833469391,0.25819700956344604,0.1901843398809433,0.2537761330604553,0.21400928497314453,0.09659861773252487,0.27455615997314453,-0.05651051923632622,0.5067715644836426,0.1793951690196991,0.26059749722480774,0.11872942000627518
pit,0.12485913932323456,0.228481724858284,0.16705259680747986,0.12433866411447525,0.21786080300807953,0.1147652342915535,0.06558072566986084,0.12475192546844482,-0.08885640650987625,0.17372877895832062,0.22648313641548157,0.2243582159280777,0.12017262727022171
remains,0.1618891805410385,0.2846171259880066,0.2758557200431824,0.260799378156662,0.3663966655731201,0.23827804625034332,0.2155090868473053,0.3198432922363281,-0.0630951076745987,0.18322977423667908,0.1796375960111618,0.22849126160144806,0.1479063630104065
in,0.2601168751716614,0.4954058527946472,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.4127444326877594,0.14157676696777344,0.5696388483047485,-0.0645652711391449,0.16708125174045563,0.2540470063686371,0.33061710000038147,0.20430970191955566
france,0.13197430968284607,0.2925812005996704,0.24438227713108063,0.2138325721025467,0.35517507791519165,0.24946118891239166,0.17770110070705414,0.3265724182128906,-0.028736749663949013,0.18782980740070343,0.14776331186294556,0.40639379620552063,0.15069349110126495
and,0.33647966384887695,1.0,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.3167642652988434,0.1772540807723999,0.5116966962814331,-0.017943840473890305,0.21790508925914764,0.30870890617370605,0.3463572859764099,0.20544172823429108
england,0.17829500138759613,0.35173749923706055,0.26359328627586365,0.22023706138134003,0.28280043601989746,0.24895092844963074,0.13688741624355316,0.24624483287334442,-0.0917016863822937,0.1387265920639038,0.09508541971445084,0.3689185380935669,0.13436897099018097
indicate,0.22770974040031433,0.22519426047801971,0.22948811948299408,0.19002793729305267,0.2430160641670227,0.20126312971115112,0.21244540810585022,0.25098979473114014,0.2099529206752777,0.1767595410346985,0.16157491505146027,0.08438590914011002,0.23544088006019592
the,0.33890387415885925,0.5171257257461548,0.5091903209686279,0.34736719727516174,1.0,0.49448907375335693,0.13544104993343353,0.733189046382904,-0.0005152968224138021,0.23376873135566711,0.3499310314655304,0.34463706612586975,0.22068053483963013
first,0.27731001377105713,0.3167642652988434,0.4282494783401489,0.33691170811653137,0.49448907375335693,1.0,0.1986406445503235,0.3536086082458496,-0.014057110995054245,0.20360064506530762,0.2574610710144043,0.29071953892707825,0.18701928853988647
