,how,did,the,settlers,protect,their,interests,?
to,0.44169697165489197,0.4452643394470215,0.535392165184021,0.323935329914093,0.3276433050632477,0.44619059562683105,0.3245762884616852,0.29463258385658264
protect,0.24924007058143616,0.18316055834293365,0.2559677064418793,0.13328909873962402,1.0000001192092896,0.3020683526992798,0.3384208083152771,0.20180222392082214
their,0.3316696584224701,0.38078752160072327,0.516537070274353,0.30316367745399475,0.3020683526992798,1.0,0.36847326159477234,0.1898253709077835
interests,0.2928232252597809,0.2730799615383148,0.25045084953308105,0.18197138607501984,0.3384208083152771,0.36847326159477234,1.0,0.21539683640003204
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.23535142838954926,0.22548046708106995,0.3045167922973633,0.295423686504364,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,1.0,0.27202945947647095,0.2559677064418793,0.516537070274353,0.25045084953308105,0.22068053483963013
settlers,0.16177552938461304,0.23855452239513397,0.27202945947647095,1.0,0.13328909873962402,0.30316367745399475,0.18197138607501984,0.1296290010213852
banned,0.23071882128715515,0.3102046251296997,0.2399827241897583,0.1417727768421173,0.2059650868177414,0.17336039245128632,0.28378188610076904,0.3147534728050232
the,0.33890387415885925,0.34736719727516174,1.0,0.27202945947647095,0.2559677064418793,0.516537070274353,0.25045084953308105,0.22068053483963013
growing,0.2147027552127838,0.171597421169281,0.33280637860298157,0.28460320830345154,0.15283288061618805,0.2897064685821533,0.2708472013473511,0.10178618133068085
of,0.2480744868516922,0.2513895630836487,0.733189046382904,0.22850416600704193,0.19880573451519012,0.4329940676689148,0.2535596489906311,0.1826142966747284
coffee,0.21143853664398193,0.11093532294034958,0.20381483435630798,0.1905050426721573,0.16555388271808624,0.17226789891719818,0.20516495406627655,0.1695348024368286
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.23535142838954926,0.22548046708106995,0.3045167922973633,0.295423686504364,0.31091248989105225
introduced,0.13687412440776825,0.17650672793388367,0.242969810962677,0.2221236228942871,0.1279636025428772,0.15138156712055206,0.1885007619857788,0.16386865079402924
a,0.29312583804130554,0.2552328109741211,0.5829201340675354,0.21025072038173676,0.21272259950637817,0.29698723554611206,0.24417094886302948,0.23916715383529663
hut,0.13777826726436615,0.1464739441871643,0.18085655570030212,0.2535592317581177,0.1268443465232849,0.1848626583814621,0.040494199842214584,0.09354090690612793
tax,0.24537210166454315,0.22152264416217804,0.19507044553756714,0.23366884887218475,0.15789224207401276,0.21511310338974,0.2796996533870697,0.2097984105348587
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.23535142838954926,0.22548046708106995,0.3045167922973633,0.295423686504364,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.2655184268951416,0.283433735370636,0.45114588737487793,0.3112897574901581,0.20544172823429108
the,0.33890387415885925,0.34736719727516174,1.0,0.27202945947647095,0.2559677064418793,0.516537070274353,0.25045084953308105,0.22068053483963013
landless,0.22307732701301575,0.12712295353412628,0.2838757038116455,0.28989163041114807,0.24468618631362915,0.2590567171573639,0.3054092824459076,0.16246871650218964
were,0.2082374095916748,0.4162326455116272,0.3906462490558624,0.43016865849494934,0.25014084577560425,0.43277356028556824,0.19379092752933502,0.17890112102031708
granted,0.15185412764549255,0.23486477136611938,0.27588096261024475,0.23979175090789795,0.25219762325286865,0.21473786234855652,0.2956449091434479,0.22870221734046936
less,0.3495950996875763,0.1984580159187317,0.29185041785240173,0.23051689565181732,0.22552889585494995,0.3031531274318695,0.21797792613506317,0.22418740391731262
and,0.33647966384887695,0.34479495882987976,0.5171257257461548,0.2655184268951416,0.283433735370636,0.45114588737487793,0.3112897574901581,0.20544172823429108
less,0.3495950996875763,0.1984580159187317,0.29185041785240173,0.23051689565181732,0.22552889585494995,0.3031531274318695,0.21797792613506317,0.22418740391731262
land,0.1918935328722,0.19881628453731537,0.28587454557418823,0.4063686728477478,0.16834117472171783,0.22607137262821198,0.18124467134475708,0.1432059109210968
in,0.2601168751716614,0.2593238651752472,0.6662389636039734,0.2311645746231079,0.17026682198047638,0.34976133704185486,0.2732578217983246,0.20430970191955566
exchange,0.19227394461631775,0.07428870350122452,0.2543705105781555,0.16693115234375,0.12802167236804962,0.2299196571111679,0.26645204424858093,0.048212938010692596
for,0.3308170735836029,0.318512886762619,0.4739971458911896,0.18877872824668884,0.22508934140205383,0.3406745493412018,0.29692697525024414,0.264628142118454
their,0.3316696584224701,0.38078752160072327,0.516537070274353,0.30316367745399475,0.3020683526992798,1.0,0.36847326159477234,0.1898253709077835
labour,0.13887332379817963,0.10617300868034363,0.1636447161436081,0.20417919754981995,0.11106213927268982,0.15565380454063416,0.21849770843982697,0.15689024329185486
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.21710044145584106,0.2567919194698334,0.34427863359451294,0.2760109007358551,0.4130953550338745
