,what,did,the,italian,government,fail,to,do,in,francovich,v,italy,?
so,0.539469838142395,0.43696269392967224,0.4296516180038452,0.15116821229457855,0.23850874602794647,0.37085264921188354,0.5091881155967712,0.4966239333152771,0.31275880336761475,0.19432426989078522,0.1656496375799179,0.14207062125205994,0.43163934350013733
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2153971791267395,0.27344048023223877,0.32029256224632263,0.44245919585227966,0.3283645510673523,0.5201468467712402,0.3258834183216095,0.22053663432598114,0.2497674822807312,0.31091248989105225
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.1941935271024704,0.3066793978214264,0.1670188158750534,0.45010748505592346,0.23402775824069977,1.0,0.25098034739494324,0.15216681361198425,0.3334544897079468,0.20430970191955566
francovich,0.17626410722732544,0.15994222462177277,0.2441958785057068,0.3459971249103546,0.2302314043045044,0.136613667011261,0.17086319625377655,0.1294482946395874,0.25098034739494324,1.0000001192092896,0.1659066081047058,0.2922571301460266,0.15801183879375458
v,0.16628342866897583,0.17618848383426666,0.18580520153045654,0.09236983954906464,0.14513574540615082,0.12923695147037506,0.2109750658273697,0.15692353248596191,0.15216681361198425,0.1659066081047058,1.0,0.16059377789497375,0.28677162528038025
italy,0.16949890553951263,0.10825580358505249,0.2633645832538605,0.6474564671516418,0.20649011433124542,0.1266656219959259,0.19335418939590454,0.12156882137060165,0.3334544897079468,0.2922571301460266,0.16059377789497375,1.0,0.11567100137472153
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2153971791267395,0.27344048023223877,0.32029256224632263,0.44245919585227966,0.3283645510673523,0.5201468467712402,0.3258834183216095,0.22053663432598114,0.2497674822807312,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,1.0,0.19855095446109772,0.31798112392425537,0.27147823572158813,0.535392165184021,0.30239659547805786,0.6662389636039734,0.2441958785057068,0.18580520153045654,0.2633645832538605,0.22068053483963013
italian,0.15137425065040588,0.16107788681983948,0.19855095446109772,1.0,0.14041835069656372,0.14138568937778473,0.12072206288576126,0.11847224086523056,0.1941935271024704,0.3459971249103546,0.09236983954906464,0.6474564671516418,0.1156633123755455
government,0.28074538707733154,0.2792121469974518,0.31798112392425537,0.14041835069656372,1.0000001192092896,0.20106081664562225,0.28343796730041504,0.20911449193954468,0.3066793978214264,0.2302314043045044,0.14513574540615082,0.20649011433124542,0.18851417303085327
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.23470720648765564,0.24793484807014465,0.2421232908964157,0.37984350323677063,0.24590566754341125,0.385026752948761,0.2061464488506317,0.1252606064081192,0.2250007539987564,0.20728366076946259
failed,0.26093074679374695,0.5037672519683838,0.32787200808525085,0.16544033586978912,0.2842833399772644,0.6641272902488708,0.4406343400478363,0.2843194007873535,0.21989236772060394,0.1427862048149109,0.08798684924840927,0.17502687871456146,0.16487033665180206
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.12072206288576126,0.28343796730041504,0.39796504378318787,1.0,0.38876664638519287,0.45010748505592346,0.17086319625377655,0.2109750658273697,0.19335418939590454,0.29463258385658264
set,0.28954121470451355,0.19107604026794434,0.2927955985069275,0.14350011944770813,0.20794111490249634,0.2534419894218445,0.320547491312027,0.19593527913093567,0.2663729190826416,0.1700030118227005,0.18427102267742157,0.1505090445280075,0.1698019951581955
up,0.28591108322143555,0.21613863110542297,0.38423117995262146,0.08181866258382797,0.14314819872379303,0.23967435956001282,0.40375280380249023,0.26271459460258484,0.3120773434638977,0.0845119059085846,0.12298794835805893,0.13005085289478302,0.1819818764925003
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.21763551235198975,0.15164874494075775,0.1423167586326599,0.3138085603713989,0.25865980982780457,0.2605783939361572,0.2055048942565918,0.13768543303012848,0.1049756184220314,0.19793890416622162
insurance,0.2602764964103699,0.24328097701072693,0.20709019899368286,0.11868143081665039,0.3993769884109497,0.2110077142715454,0.21319086849689484,0.23115180432796478,0.205348938703537,0.18310198187828064,0.13352727890014648,0.13220256567001343,0.16563807427883148
fund,0.14864346385002136,0.14910931885242462,0.25521403551101685,0.13987524807453156,0.3720684349536896,0.08923804014921188,0.23214511573314667,0.13569392263889313,0.2148904800415039,0.25000956654548645,0.12543779611587524,0.1337020993232727,0.1883198469877243
for,0.3017193675041199,0.318512886762619,0.4739971458911896,0.18703393638134003,0.23902073502540588,0.2523551881313324,0.4451248347759247,0.29510271549224854,0.4322226941585541,0.2186954915523529,0.13933385908603668,0.18516400456428528,0.264628142118454
employees,0.2089136689901352,0.15675444900989532,0.204413041472435,0.10283829271793365,0.31787845492362976,0.13709452748298645,0.22196625173091888,0.1790419965982437,0.2185000777244568,0.1260358840227127,0.09124671667814255,0.11164812743663788,0.2076551467180252
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.12072206288576126,0.28343796730041504,0.39796504378318787,1.0,0.38876664638519287,0.45010748505592346,0.17086319625377655,0.2109750658273697,0.19335418939590454,0.29463258385658264
claim,0.30214840173721313,0.30867162346839905,0.25873351097106934,0.13439616560935974,0.306082546710968,0.3764806389808655,0.324158638715744,0.27428990602493286,0.16881313920021057,0.15087959170341492,0.1791456937789917,0.1379031538963318,0.2665664851665497
